env,sampler,potential_fn,seed,step,eval_return,train_return_last20
pendulum,random,pvl_gae,3,1050624,-1079.8799435699045,-734.3082685837545
pendulum,random,pvl_gae,3,1100800,-1036.4968451035065,-876.1056245877584
pendulum,random,pvl_gae,3,1150976,-1074.8610936962239,-994.7622289748333
pendulum,random,pvl_gae,3,1200128,-1063.0179031501582,-751.2718510058874
pendulum,random,pvl_gae,3,1250304,-1114.8353151975518,-759.7965744752374
pendulum,random,pvl_gae,3,1300480,-1079.4614163610825,-909.0075098311576
pendulum,random,pvl_gae,3,1350656,-1120.5254831838754,-884.2447013347225
pendulum,random,pvl_gae,3,1400832,-1126.1807573918572,-851.9324973399052
pendulum,random,pvl_gae,3,1451008,-1093.087098050099,-585.4266703314868
pendulum,random,pvl_gae,3,1500160,-1115.7008136614688,-756.5430558537421
pendulum,random,pvl_gae,3,1550336,-1052.9683303316965,-671.8180376733615
pendulum,random,pvl_gae,3,1600512,-1079.1086079559243,-821.3913756619115
pendulum,random,pvl_gae,3,1650688,-1104.1321905454283,-868.3008938941499
pendulum,random,pvl_gae,3,1700864,-1088.681745252071,-1265.335430048562
pendulum,random,pvl_gae,3,1750016,-1070.9320919282711,-960.6514701493868
pendulum,random,pvl_gae,3,1800192,-1104.8621852985468,-752.6819654315124
pendulum,random,pvl_gae,3,1850368,-1125.858277097915,-887.4704775069938
pendulum,random,pvl_gae,3,1900544,-1182.2083468477226,-930.7258896236668
pendulum,random,pvl_gae,3,1950720,-1143.4176478126187,-895.7614383403318
pendulum,random,pvl_gae,3,2000896,-1125.1184379002002,-753.8854958813931
pendulum,random,pvl_gae,3,2050048,-996.670736006056,-867.4165011609766
pendulum,random,pvl_gae,3,2100224,-1131.0646304356887,-877.0975029290814
pendulum,random,pvl_gae,3,2150400,-1124.9594823291518,-662.6441315230043
pendulum,random,pvl_gae,3,2200576,-1096.1827340174405,-728.7904763226757
pendulum,random,pvl_gae,3,2250752,-1015.0458598888374,-935.0665575614906
pendulum,random,pvl_gae,3,2300928,-1024.0580717456482,-914.8654957572835
pendulum,random,pvl_gae,3,2350080,-957.1794296795404,-1017.8026542475891
pendulum,random,pvl_gae,3,2400256,-1016.1220451713184,-805.1910757366173
pendulum,random,pvl_gae,3,2450432,-986.6614378394462,-805.5539463099204
pendulum,random,pvl_gae,3,2500608,-986.2758461850424,-785.6439670507149
pendulum,random,pvl_gae,3,2550784,-1007.4414441411888,-876.9509117662731
pendulum,random,pvl_gae,3,2600960,-971.6947829326563,-679.685263012085
pendulum,random,pvl_gae,3,2650112,-996.8066101841135,-999.9080053121643
pendulum,random,pvl_gae,3,2700288,-1008.9564983494877,-855.290564157297
pendulum,random,pvl_gae,3,2750464,-987.6669612725495,-966.2391214434205
pendulum,random,pvl_gae,3,2800640,-949.588737767953,-726.501777142375
pendulum,random,pvl_gae,3,2850816,-981.4092931359826,-831.7190230321523
pendulum,random,pvl_gae,3,2900992,-978.3181289993258,-776.8947658255964
pendulum,random,pvl_gae,3,2950144,-966.3999435196388,-765.9708213287857
pendulum,random,pvl_gae,3,2999296,-949.7618009981599,-884.2056907210339
pendulum,sa,pvl_gae,3,50176,-1191.4177805219463,-1117.0107854488313
pendulum,sa,pvl_gae,3,100352,-1188.2043826124182,-1149.880463867062
pendulum,sa,pvl_gae,3,150528,-1159.0589833407694,-1044.7947568633804
pendulum,sa,pvl_gae,3,200704,-1275.2399641837558,-1282.2664216301432
pendulum,sa,pvl_gae,3,250880,-1154.0839892815388,-1055.670425142551
pendulum,sa,pvl_gae,3,300032,-1169.3404395808222,-1198.1356623459026
pendulum,sa,pvl_gae,3,350208,-1150.1114838063754,-1022.2773143253459
pendulum,sa,pvl_gae,3,400384,-1220.1753838195634,-1146.499820721376
pendulum,sa,pvl_gae,3,450560,-1157.2533443396617,-1039.7802812098528
pendulum,sa,pvl_gae,3,500736,-1127.7485628738027,-858.2133694063157
pendulum,sa,pvl_gae,3,550912,-1076.4410880303221,-956.498807657064
pendulum,sa,pvl_gae,3,600064,-1055.5290336761068,-898.2394268985478
pendulum,sa,pvl_gae,3,650240,-1068.2982442530003,-1082.8846474464735
pendulum,sa,pvl_gae,3,700416,-987.1867569779283,-901.8949628833532
pendulum,sa,pvl_gae,3,750592,-1102.7974023136705,-883.8647940655088
pendulum,sa,pvl_gae,3,800768,-1101.2950180107923,-870.5496940596779
pendulum,sa,pvl_gae,3,850944,-1115.952651775913,-1010.4279219681557
pendulum,sa,pvl_gae,3,900096,-1123.1892673948194,-776.6925692784416
pendulum,sa,pvl_gae,3,950272,-1136.6846850695138,-807.4285350169674
pendulum,sa,pvl_gae,3,1000448,-1150.531609628852,-956.1517263190548
pendulum,sa,pvl_gae,3,1050624,-1155.8154477584392,-837.0429308824214
pendulum,sa,pvl_gae,3,1100800,-1119.4291369158566,-1016.880385463373
pendulum,sa,pvl_gae,3,1150976,-1061.4444828758976,-961.6116146620316
pendulum,sa,pvl_gae,3,1200128,-1031.7792710275635,-756.516890511687
pendulum,sa,pvl_gae,3,1250304,-1054.2052889107206,-931.2613463597651
pendulum,sa,pvl_gae,3,1300480,-1067.7002815691026,-1161.7279414876334
pendulum,sa,pvl_gae,3,1350656,-979.7269320947639,-979.2446984815346
pendulum,sa,pvl_gae,3,1400832,-1036.0489636182665,-931.2706381784125
pendulum,sa,pvl_gae,3,1451008,-950.6283271923388,-726.6250472754125
pendulum,sa,pvl_gae,3,1500160,-1007.9652967305836,-653.870598859837
pendulum,sa,pvl_gae,3,1550336,-974.056886463825,-809.7169660954038
pendulum,sa,pvl_gae,3,1600512,-916.343940229378,-786.8997236329288
pendulum,sa,pvl_gae,3,1650688,-969.1452321639728,-953.9744526163362
pendulum,sa,pvl_gae,3,1700864,-964.9803540324655,-916.8188738866571
pendulum,sa,pvl_gae,3,1750016,-914.639766673641,-843.6766139489494
pendulum,sa,pvl_gae,3,1800192,-970.2621688831978,-828.1219017954596
pendulum,sa,pvl_gae,3,1850368,-951.4154458221417,-715.2676038897825
pendulum,sa,pvl_gae,3,1900544,-914.4131673924929,-981.3806742998422
pendulum,sa,pvl_gae,3,1950720,-947.0453431563595,-802.1832381951981
pendulum,sa,pvl_gae,3,2000896,-917.5757957376459,-788.7702580756215
pendulum,sa,pvl_gae,3,2050048,-980.8371339473892,-892.220299307654
pendulum,sa,pvl_gae,3,2100224,-968.6982554031811,-796.4891860824282
pendulum,sa,pvl_gae,3,2150400,-949.6313676391702,-567.3785392022976
pendulum,sa,pvl_gae,3,2200576,-961.0341849271063,-936.1668320315861
pendulum,sa,pvl_gae,3,2250752,-923.6748270131667,-754.0885312852664
pendulum,sa,pvl_gae,3,2300928,-905.4815216862802,-752.9391423367146
pendulum,sa,pvl_gae,3,2350080,-936.0174959086573,-952.7043479590487
pendulum,sa,pvl_gae,3,2400256,-977.8060376825943,-790.1420904709446
pendulum,sa,pvl_gae,3,2450432,-1050.3136451788844,-824.0699532404133
pendulum,sa,pvl_gae,3,2500608,-1085.1731436291402,-960.3811332068246
pendulum,sa,pvl_gae,3,2550784,-913.9120048195958,-913.9958703328018
pendulum,sa,pvl_gae,3,2600960,-942.2572600343115,-913.9596592181904
pendulum,sa,pvl_gae,3,2650112,-930.4147615126103,-944.8068798624624
pendulum,sa,pvl_gae,3,2700288,-924.766059516344,-595.6063861820626
pendulum,sa,pvl_gae,3,2750464,-929.7225745191274,-854.0757178738377
pendulum,sa,pvl_gae,3,2800640,-939.309919729429,-832.1687119840102
pendulum,sa,pvl_gae,3,2850816,-962.3656115216465,-1048.888264514835
pendulum,sa,pvl_gae,3,2900992,-900.9330722961657,-656.2775618652397
pendulum,sa,pvl_gae,3,2950144,-1039.8191825464621,-929.5195249674423
pendulum,sa,pvl_gae,3,2999296,-896.919702171175,-987.8217094662363
