env,sampler,potential_fn,seed,step,eval_return,train_return_last20
pendulum,sa,pvl_gae,1,450560,-1209.8401919684156,-935.4501788419329
pendulum,sa,pvl_gae,1,500736,-1233.8608602515963,-963.3396076919119
pendulum,sa,pvl_gae,1,550912,-1170.9693506207748,-1103.5715185525569
pendulum,sa,pvl_gae,1,600064,-1180.7777561864739,-1017.7535717102439
pendulum,sa,pvl_gae,1,650240,-1191.611899767378,-913.8309888016563
pendulum,sa,pvl_gae,1,700416,-1231.5658208246534,-997.7065355504321
pendulum,sa,pvl_gae,1,750592,-1146.3314726818742,-1009.9158723277399
pendulum,sa,pvl_gae,1,800768,-1065.0866354212453,-980.6874394209092
pendulum,sa,pvl_gae,1,850944,-1052.3918517752052,-847.237675524304
pendulum,sa,pvl_gae,1,900096,-1050.7527873375013,-796.3473782312054
pendulum,sa,pvl_gae,1,950272,-1062.6874603647932,-937.0637321323911
pendulum,sa,pvl_gae,1,1000448,-1062.312969546213,-710.9454480263144
pendulum,sa,pvl_gae,1,1050624,-973.4565039977117,-873.2774524045115
pendulum,sa,pvl_gae,1,1100800,-970.7291797632382,-901.4471161396059
pendulum,sa,pvl_gae,1,1150976,-1004.9865293452079,-693.4256961287826
pendulum,sa,pvl_gae,1,1200128,-974.46588989681,-840.7693779341802
pendulum,sa,pvl_gae,1,1250304,-1012.7132977240977,-907.6422234739518
pendulum,sa,pvl_gae,1,1300480,-1009.8477418668002,-903.2123140609274
pendulum,sa,pvl_gae,1,1350656,-1016.0054513475465,-847.6469379007798
pendulum,sa,pvl_gae,1,1400832,-1023.4955043368755,-614.301816151409
pendulum,sa,pvl_gae,1,1451008,-1016.2981135936144,-816.7753881541003
pendulum,sa,pvl_gae,1,1500160,-1034.756790806436,-675.5276240261107
pendulum,sa,pvl_gae,1,1550336,-1027.9889755842637,-937.8682435777858
pendulum,sa,pvl_gae,1,1600512,-1038.397330438881,-993.101597641232
pendulum,sa,pvl_gae,1,1650688,-1031.7690934443597,-873.3636351506599
pendulum,sa,pvl_gae,1,1700864,-1012.831953633549,-942.2187411010003
pendulum,sa,pvl_gae,1,1750016,-1007.2442786200578,-871.2230143785171
pendulum,sa,pvl_gae,1,1800192,-950.2421422870585,-876.3043246873145
pendulum,sa,pvl_gae,1,1850368,-1012.2697448836855,-954.7679873212579
pendulum,sa,pvl_gae,1,1900544,-1009.2837136782206,-838.6392429260344
pendulum,sa,pvl_gae,1,1950720,-965.7349086846198,-1137.6600661071197
pendulum,sa,pvl_gae,1,2000896,-955.2991137257505,-789.9935843099818
pendulum,sa,pvl_gae,1,2050048,-968.9924195057779,-753.2970515376427
pendulum,sa,pvl_gae,1,2100224,-980.3790852070218,-656.5500583753393
pendulum,sa,pvl_gae,1,2150400,-1017.6885295178935,-891.3094187842986
pendulum,sa,pvl_gae,1,2200576,-993.1629694289126,-616.1112431534757
pendulum,sa,pvl_gae,1,2250752,-974.7644119419585,-982.7914153292425
pendulum,sa,pvl_gae,1,2300928,-994.2984910287482,-708.307169348984
pendulum,sa,pvl_gae,1,2350080,-1003.7780537323445,-801.8537710528184
pendulum,sa,pvl_gae,1,2400256,-994.8867043220815,-947.2867803446654
pendulum,sa,pvl_gae,1,2450432,-970.0954471396107,-631.8654226738655
pendulum,sa,pvl_gae,1,2500608,-964.1628808799625,-657.0991359947366
pendulum,sa,pvl_gae,1,2550784,-950.9395936851364,-735.2165651545474
pendulum,sa,pvl_gae,1,2600960,-937.7006302854344,-733.9885621035223
pendulum,sa,pvl_gae,1,2650112,-948.3355564609818,-622.8307816725357
pendulum,sa,pvl_gae,1,2700288,-942.5018171710869,-596.3794595841593
pendulum,sa,pvl_gae,1,2750464,-938.1818810685667,-1001.3988117360439
pendulum,sa,pvl_gae,1,2800640,-980.6550554839424,-885.2193344832983
pendulum,sa,pvl_gae,1,2850816,-925.0013159695919,-644.5341409977425
pendulum,sa,pvl_gae,1,2900992,-974.4074289894112,-1089.2760434265824
pendulum,sa,pvl_gae,1,2950144,-944.2668415983718,-852.8961246177139
pendulum,sa,pvl_gae,1,2999296,-927.3795367467889,-610.5435870541681
