env,sampler,potential_fn,seed,step,eval_return,train_return_last20
acrobot,random,pvl_gae,1,25600,-147.26666666666668,-182.0
acrobot,random,pvl_gae,1,50176,-107.82222222222222,-107.3
acrobot,random,pvl_gae,1,75776,-97.02222222222223,-117.0
acrobot,random,pvl_gae,1,100352,-88.33333333333333,-82.9
acrobot,random,pvl_gae,1,125952,-95.02222222222223,-82.35
acrobot,random,pvl_gae,1,150528,-91.33333333333333,-75.15
acrobot,random,pvl_gae,1,175104,-84.42222222222222,-80.35
acrobot,random,pvl_gae,1,200704,-88.02222222222223,-89.25
acrobot,random,pvl_gae,1,225280,-92.53333333333333,-88.85
acrobot,random,pvl_gae,1,250880,-105.2,-73.7
acrobot,random,pvl_gae,1,275456,-92.2,-102.8
acrobot,random,pvl_gae,1,300032,-99.57777777777778,-64.7
acrobot,random,pvl_gae,1,325632,-93.35555555555555,-85.15
acrobot,random,pvl_gae,1,350208,-94.06666666666666,-84.8
acrobot,random,pvl_gae,1,375808,-120.02222222222223,-82.1
acrobot,random,pvl_gae,1,400384,-95.02222222222223,-109.1
acrobot,random,pvl_gae,1,425984,-91.4888888888889,-90.5
acrobot,random,pvl_gae,1,450560,-103.08888888888889,-73.8
acrobot,random,pvl_gae,1,475136,-90.82222222222222,-73.7
acrobot,random,pvl_gae,1,500736,-81.55555555555556,-77.25
acrobot,random,pvl_gae,1,525312,-97.06666666666666,-81.4
acrobot,random,pvl_gae,1,550912,-86.04444444444445,-78.25
acrobot,random,pvl_gae,1,575488,-93.4888888888889,-67.15
acrobot,random,pvl_gae,1,600064,-88.95555555555555,-60.25
acrobot,random,pvl_gae,1,625664,-97.13333333333334,-74.95
acrobot,random,pvl_gae,1,650240,-87.42222222222222,-117.85
acrobot,random,pvl_gae,1,675840,-81.95555555555555,-124.65
acrobot,random,pvl_gae,1,700416,-83.53333333333333,-75.05
acrobot,random,pvl_gae,1,726016,-97.0,-117.25
acrobot,random,pvl_gae,1,750592,-85.4888888888889,-68.9
acrobot,random,pvl_gae,1,775168,-85.68888888888888,-79.3
acrobot,random,pvl_gae,1,800768,-96.2,-92.45
acrobot,random,pvl_gae,1,825344,-104.75555555555556,-82.9
acrobot,random,pvl_gae,1,850944,-93.77777777777777,-95.0
acrobot,random,pvl_gae,1,875520,-87.26666666666667,-92.6
acrobot,random,pvl_gae,1,900096,-102.0,-76.5
acrobot,random,pvl_gae,1,925696,-84.02222222222223,-89.5
acrobot,random,pvl_gae,1,950272,-86.8,-99.65
acrobot,random,pvl_gae,1,975872,-77.75555555555556,-71.75
acrobot,random,pvl_gae,1,999424,-93.97777777777777,-108.1
acrobot,sa,pvl_gae,1,25600,-136.3111111111111,-187.35
acrobot,sa,pvl_gae,1,50176,-109.28888888888889,-103.15
acrobot,sa,pvl_gae,1,75776,-111.26666666666667,-108.7
acrobot,sa,pvl_gae,1,100352,-116.68888888888888,-82.35
acrobot,sa,pvl_gae,1,125952,-90.68888888888888,-90.3
acrobot,sa,pvl_gae,1,150528,-99.17777777777778,-73.15
acrobot,sa,pvl_gae,1,175104,-95.2,-80.05
acrobot,sa,pvl_gae,1,200704,-81.46666666666667,-84.1
acrobot,sa,pvl_gae,1,225280,-98.46666666666667,-82.65
acrobot,sa,pvl_gae,1,250880,-82.22222222222223,-72.65
acrobot,sa,pvl_gae,1,275456,-89.13333333333334,-78.2
acrobot,sa,pvl_gae,1,300032,-78.66666666666667,-74.2
acrobot,sa,pvl_gae,1,325632,-95.2,-83.8
acrobot,sa,pvl_gae,1,350208,-93.08888888888889,-91.4
acrobot,sa,pvl_gae,1,375808,-119.86666666666666,-76.9
acrobot,sa,pvl_gae,1,400384,-82.71111111111111,-78.25
acrobot,sa,pvl_gae,1,425984,-85.71111111111111,-82.7
acrobot,sa,pvl_gae,1,450560,-96.08888888888889,-74.1
acrobot,sa,pvl_gae,1,475136,-99.0,-80.1
acrobot,sa,pvl_gae,1,500736,-93.22222222222223,-100.95
acrobot,sa,pvl_gae,1,525312,-89.93333333333334,-80.05
acrobot,sa,pvl_gae,1,550912,-87.91111111111111,-97.95
acrobot,sa,pvl_gae,1,575488,-77.4,-73.95
acrobot,sa,pvl_gae,1,600064,-87.42222222222222,-77.05
acrobot,sa,pvl_gae,1,625664,-82.11111111111111,-70.7
acrobot,sa,pvl_gae,1,650240,-83.35555555555555,-85.15
acrobot,sa,pvl_gae,1,675840,-77.37777777777778,-82.3
acrobot,sa,pvl_gae,1,700416,-105.17777777777778,-88.8
acrobot,sa,pvl_gae,1,726016,-95.53333333333333,-72.5
acrobot,sa,pvl_gae,1,750592,-88.31111111111112,-72.3
acrobot,sa,pvl_gae,1,775168,-79.0,-60.5
acrobot,sa,pvl_gae,1,800768,-81.55555555555556,-104.45
acrobot,sa,pvl_gae,1,825344,-86.26666666666667,-67.4
acrobot,sa,pvl_gae,1,850944,-89.06666666666666,-76.1
acrobot,sa,pvl_gae,1,875520,-93.53333333333333,-75.85
acrobot,sa,pvl_gae,1,900096,-84.31111111111112,-89.4
acrobot,sa,pvl_gae,1,925696,-92.82222222222222,-85.85
acrobot,sa,pvl_gae,1,950272,-81.2,-65.15
acrobot,sa,pvl_gae,1,975872,-77.2,-95.9
acrobot,sa,pvl_gae,1,999424,-81.44444444444444,-72.7
