env,sampler,potential_fn,seed,step,eval_return,train_return_last20
cartpole,random,none,1,25600,98.93333333333334,71.45
cartpole,random,none,1,50176,209.35555555555555,187.35
cartpole,random,none,1,75776,370.4222222222222,342.6
cartpole,random,none,1,100352,343.4888888888889,271.95
cartpole,random,none,1,125952,160.64444444444445,146.35
cartpole,random,none,1,150528,180.35555555555555,177.35
cartpole,random,none,1,175104,216.2888888888889,200.9
cartpole,random,none,1,200704,185.48888888888888,134.05
cartpole,random,none,1,225280,238.2888888888889,253.1
cartpole,random,none,1,250880,167.06666666666666,187.45
cartpole,random,none,1,275456,163.3111111111111,126.7
cartpole,random,none,1,300032,198.06666666666666,185.2
cartpole,random,none,1,325632,202.57777777777778,167.35
cartpole,random,none,1,350208,204.2,198.85
cartpole,random,none,1,375808,247.75555555555556,257.5
cartpole,random,none,1,400384,282.7111111111111,212.7
cartpole,random,none,1,425984,407.4222222222222,419.55
cartpole,random,none,1,450560,458.0,428.05
cartpole,random,none,1,475136,459.5777777777778,430.3
cartpole,random,none,1,500736,438.0,432.3
cartpole,random,none,1,525312,400.7111111111111,319.8
cartpole,random,none,1,550912,392.77777777777777,415.2
cartpole,random,none,1,575488,178.93333333333334,184.3
cartpole,random,none,1,600064,188.3111111111111,154.15
cartpole,random,none,1,625664,463.1333333333333,404.7
cartpole,random,none,1,650240,459.4888888888889,442.65
cartpole,random,none,1,675840,448.77777777777777,394.25
cartpole,random,none,1,700416,439.2,365.3
cartpole,random,none,1,726016,465.9555555555556,436.65
cartpole,random,none,1,750592,440.2888888888889,480.95
cartpole,random,none,1,775168,442.5111111111111,440.0
cartpole,random,none,1,800768,441.2,344.9
cartpole,random,none,1,825344,355.97777777777776,324.2
cartpole,random,none,1,850944,383.9555555555556,428.35
cartpole,random,none,1,875520,471.6,413.75
cartpole,random,none,1,900096,477.8222222222222,430.95
cartpole,random,none,1,925696,471.3333333333333,450.1
cartpole,random,none,1,950272,466.06666666666666,467.65
cartpole,random,none,1,975872,315.24444444444447,357.8
cartpole,random,none,1,999424,400.0444444444444,414.4
cartpole,random,pvl_gae,1,25600,99.04444444444445,64.75
cartpole,random,pvl_gae,1,50176,263.84444444444443,195.5
cartpole,random,pvl_gae,1,75776,252.2,187.0
cartpole,random,pvl_gae,1,100352,174.06666666666666,154.95
cartpole,random,pvl_gae,1,125952,253.15555555555557,272.75
cartpole,random,pvl_gae,1,150528,436.55555555555554,428.0
cartpole,random,pvl_gae,1,175104,364.0,469.45
cartpole,random,pvl_gae,1,200704,307.35555555555555,429.8
cartpole,random,pvl_gae,1,225280,360.5777777777778,345.5
cartpole,random,pvl_gae,1,250880,361.64444444444445,418.7
cartpole,random,pvl_gae,1,275456,412.0,423.15
cartpole,random,pvl_gae,1,300032,410.31111111111113,370.05
cartpole,random,pvl_gae,1,325632,376.8666666666667,354.2
cartpole,random,pvl_gae,1,350208,149.3111111111111,153.15
cartpole,random,pvl_gae,1,375808,155.2888888888889,157.75
cartpole,random,pvl_gae,1,400384,444.55555555555554,304.35
cartpole,random,pvl_gae,1,425984,476.75555555555553,348.65
cartpole,random,pvl_gae,1,450560,471.6222222222222,450.1
cartpole,random,pvl_gae,1,475136,466.73333333333335,435.0
cartpole,random,pvl_gae,1,500736,335.75555555555553,363.25
cartpole,random,pvl_gae,1,525312,428.8222222222222,410.05
cartpole,random,pvl_gae,1,550912,445.8222222222222,451.55
cartpole,random,pvl_gae,1,575488,410.6666666666667,416.5
cartpole,random,pvl_gae,1,600064,471.02222222222224,443.4
cartpole,random,pvl_gae,1,625664,417.44444444444446,349.15
cartpole,random,pvl_gae,1,650240,334.84444444444443,394.15
cartpole,random,pvl_gae,1,675840,356.26666666666665,380.0
cartpole,random,pvl_gae,1,700416,356.2,321.75
cartpole,random,pvl_gae,1,726016,249.0,255.55
cartpole,random,pvl_gae,1,750592,390.5777777777778,379.15
cartpole,random,pvl_gae,1,775168,262.5111111111111,258.9
cartpole,random,pvl_gae,1,800768,448.1777777777778,341.9
cartpole,random,pvl_gae,1,825344,457.3333333333333,428.15
cartpole,random,pvl_gae,1,850944,253.44444444444446,231.55
cartpole,random,pvl_gae,1,875520,383.1333333333333,351.05
cartpole,random,pvl_gae,1,900096,460.7111111111111,392.3
cartpole,random,pvl_gae,1,925696,456.3777777777778,475.05
cartpole,random,pvl_gae,1,950272,477.8222222222222,395.05
cartpole,random,pvl_gae,1,975872,477.8222222222222,500.0
cartpole,random,pvl_gae,1,999424,472.73333333333335,500.0
cartpole,sa,pvl_gae,1,25600,91.24444444444444,78.2
cartpole,sa,pvl_gae,1,50176,225.9777777777778,224.55
cartpole,sa,pvl_gae,1,75776,161.75555555555556,150.6
cartpole,sa,pvl_gae,1,100352,197.6888888888889,311.85
cartpole,sa,pvl_gae,1,125952,399.9111111111111,335.45
cartpole,sa,pvl_gae,1,150528,361.8666666666667,314.15
cartpole,sa,pvl_gae,1,175104,168.66666666666666,167.0
cartpole,sa,pvl_gae,1,200704,163.24444444444444,175.85
cartpole,sa,pvl_gae,1,225280,357.77777777777777,243.35
cartpole,sa,pvl_gae,1,250880,413.2,371.0
cartpole,sa,pvl_gae,1,275456,432.73333333333335,409.85
cartpole,sa,pvl_gae,1,300032,461.97777777777776,452.9
cartpole,sa,pvl_gae,1,325632,450.0444444444444,445.0
cartpole,sa,pvl_gae,1,350208,467.6666666666667,400.25
cartpole,sa,pvl_gae,1,375808,462.26666666666665,500.0
cartpole,sa,pvl_gae,1,400384,423.22222222222223,424.5
cartpole,sa,pvl_gae,1,425984,412.93333333333334,385.2
cartpole,sa,pvl_gae,1,450560,456.9555555555556,451.9
cartpole,sa,pvl_gae,1,475136,302.24444444444447,348.25
cartpole,sa,pvl_gae,1,500736,313.77777777777777,387.1
cartpole,sa,pvl_gae,1,525312,448.5111111111111,447.35
cartpole,sa,pvl_gae,1,550912,425.97777777777776,417.3
cartpole,sa,pvl_gae,1,575488,326.73333333333335,364.35
cartpole,sa,pvl_gae,1,600064,458.8,476.5
cartpole,sa,pvl_gae,1,625664,468.97777777777776,453.05
cartpole,sa,pvl_gae,1,650240,415.1333333333333,403.3
cartpole,sa,pvl_gae,1,675840,378.53333333333336,339.65
cartpole,sa,pvl_gae,1,700416,450.1333333333333,403.25
cartpole,sa,pvl_gae,1,726016,429.2888888888889,431.0
cartpole,sa,pvl_gae,1,750592,454.46666666666664,455.25
cartpole,sa,pvl_gae,1,775168,449.31111111111113,444.4
cartpole,sa,pvl_gae,1,800768,326.6222222222222,379.75
cartpole,sa,pvl_gae,1,825344,397.3777777777778,401.9
cartpole,sa,pvl_gae,1,850944,463.15555555555557,333.9
cartpole,sa,pvl_gae,1,875520,451.06666666666666,484.7
cartpole,sa,pvl_gae,1,900096,295.84444444444443,368.55
cartpole,sa,pvl_gae,1,925696,386.6,355.2
cartpole,sa,pvl_gae,1,950272,452.1111111111111,479.25
cartpole,sa,pvl_gae,1,975872,467.9111111111111,379.55
cartpole,sa,pvl_gae,1,999424,405.8222222222222,380.35
