env,sampler,potential_fn,seed,n_episodes,train_return_mean_last20,train_return_mean_all,eval_return_mean,task_param_diversity,n_new_episodes,n_replay_episodes,final_buffer_size,wall_time_sec
acrobot,ce,none,1,441,-77.95,-133.63038548752834,-94.73333333333333,0.15585223053739455,441,0,200,6.112829208374023
acrobot,ce,none,2,875,-47.95,-66.83085714285714,-93.62222222222222,0.11416879634266208,875,0,200,6.180144309997559
acrobot,ce,none,3,335,-103.75,-176.36119402985074,-121.11111111111111,0.19885935758757686,335,0,200,6.0986199378967285
acrobot,ce,pvl_gae,1,458,-80.0,-128.66593886462883,-90.4,0.2265096718780701,225,233,200,6.570182800292969
acrobot,ce,pvl_gae,2,487,-101.35,-120.93634496919918,-117.8,0.1921361208977361,249,238,200,6.34183406829834
acrobot,ce,pvl_gae,3,206,-170.25,-287.45631067961165,-132.62222222222223,0.25719675856984653,103,103,103,6.072307825088501
acrobot,ce,l1_value_loss,1,349,-124.75,-168.97994269340975,-108.55555555555556,0.28198090027735784,171,178,171,6.119916200637817
acrobot,ce,l1_value_loss,2,263,-162.75,-224.46007604562737,-131.24444444444444,0.2748621717180904,128,135,128,6.131799936294556
acrobot,ce,l1_value_loss,3,361,-112.7,-163.3240997229917,-114.28888888888889,0.2719209998749856,176,185,176,6.431053876876831
acrobot,ce,max_mc,1,311,-159.4,-189.9807073954984,-102.24444444444444,0.22536076845764944,151,160,151,6.290590047836304
acrobot,ce,max_mc,2,369,-100.3,-159.66124661246613,-110.22222222222223,0.29464864701924,187,182,187,6.1087188720703125
acrobot,ce,max_mc,3,487,-72.85,-120.97946611909651,-101.53333333333333,0.2323584929450886,241,246,200,6.237771034240723
acrobot,ce,td_error_l2,1,349,-82.9,-169.04297994269342,-117.11111111111111,0.27257072553858736,171,178,171,6.2398107051849365
acrobot,ce,td_error_l2,2,518,-59.7,-113.55984555984556,-105.15555555555555,0.18444253423729484,266,252,200,6.434510231018066
acrobot,ce,td_error_l2,3,282,-118.55,-209.54609929078015,-110.91111111111111,0.23410147041448978,138,144,138,6.152662038803101
acrobot,ce,alp,1,287,-159.95,-205.97909407665506,-120.46666666666667,0.2798160910430703,137,150,137,6.154553174972534
acrobot,ce,alp,2,303,-162.55,-194.95709570957095,-135.77777777777777,0.28660174116513587,152,151,152,6.292773962020874
acrobot,ce,alp,3,297,-126.85,-198.87878787878788,-113.13333333333334,0.2889145251314678,146,151,146,6.173715114593506
acrobot,ce,intermediate_difficulty,1,362,-115.7,-162.71823204419888,-110.62222222222222,0.290744780947459,175,187,175,6.195762872695923
acrobot,ce,intermediate_difficulty,2,316,-141.55,-186.7879746835443,-115.93333333333334,0.28894644017169907,160,156,160,6.191055059432983
acrobot,ce,intermediate_difficulty,3,314,-128.75,-187.61464968152868,-116.53333333333333,0.2855091919749881,152,162,152,6.171723127365112
acrobot,mab,none,1,417,-107.1,-141.41007194244605,-112.06666666666666,0.2736874678755297,417,0,200,6.214906215667725
acrobot,mab,none,2,400,-124.3,-147.4475,-101.91111111111111,0.26620206428710397,400,0,200,6.277549982070923
acrobot,mab,none,3,409,-97.45,-144.16625916870416,-108.15555555555555,0.26830919994652297,409,0,200,6.219851016998291
acrobot,mab,pvl_gae,1,333,-115.85,-177.14414414414415,-137.62222222222223,0.29473755200666635,165,168,165,6.194875955581665
acrobot,mab,pvl_gae,2,435,-125.0,-135.45747126436783,-110.0,0.27984036529028716,222,213,200,6.229567050933838
acrobot,mab,pvl_gae,3,343,-108.5,-171.52186588921282,-131.7111111111111,0.28205300118264054,166,177,166,6.19138503074646
acrobot,mab,l1_value_loss,1,305,-116.65,-193.64262295081969,-121.02222222222223,0.2880999673522268,147,158,147,6.1678080558776855
acrobot,mab,l1_value_loss,2,273,-159.4,-216.57509157509156,-113.5111111111111,0.29528239024256014,134,139,134,6.183027029037476
acrobot,mab,l1_value_loss,3,303,-166.55,-194.72607260726073,-115.75555555555556,0.2919331377319514,150,153,150,6.385889053344727
acrobot,mab,max_mc,1,355,-127.95,-166.27605633802816,-113.33333333333333,0.28553643436616144,173,182,173,6.221863031387329
acrobot,mab,max_mc,2,405,-102.45,-145.46913580246914,-107.84444444444445,0.2969953386922955,205,200,200,6.59212589263916
acrobot,mab,max_mc,3,299,-106.3,-197.49498327759198,-123.26666666666667,0.2821872537762613,147,152,147,6.043450832366943
acrobot,mab,td_error_l2,1,459,-79.4,-128.23093681917211,-104.31111111111112,0.26682648869776904,225,234,200,6.129624843597412
acrobot,mab,td_error_l2,2,325,-109.4,-181.75384615384615,-101.71111111111111,0.2858232575989314,165,160,165,6.060703992843628
acrobot,mab,td_error_l2,3,370,-103.45,-159.4837837837838,-124.24444444444444,0.2761102800849727,181,189,181,6.0631468296051025
acrobot,mab,alp,1,241,-130.8,-245.31950207468878,-107.75555555555556,0.2846150977001928,111,130,111,6.08207893371582
acrobot,mab,alp,2,249,-165.2,-237.6024096385542,-124.46666666666667,0.28361503717414444,123,126,123,5.9700541496276855
acrobot,mab,alp,3,303,-148.9,-194.7062706270627,-114.73333333333333,0.2980416761420363,150,153,150,6.092674016952515
acrobot,mab,intermediate_difficulty,1,300,-144.7,-196.84333333333333,-119.66666666666667,0.28800674669431686,145,155,145,6.052626848220825
