arm,seed,run_seed,learning_rate,step,E0/n,E0/success,E0/mean_steps,E1/n,E1/success,E1/mean_steps,E1b/n,E1b/success,E1b/mean_steps,E2/n,E2/success,E2/mean_steps,E3a/n,E3a/success,E3a/mean_steps,E3b/n,E3b/success,E3b/mean_steps,E4/n,E4/success,E4/mean_steps,E5/n,E5/success,E5/mean_steps,n_episodes,n_new,wall_time_sec
N,4,3397530112,0.0001,0,282,0.0,36.90070921985816,138,0.0,36.289855072463766,93,0.0,37.053763440860216,95,0.0,34.863157894736844,96,0.0,47.083333333333336,92,0.0,39.380434782608695,99,0.0,29.8989898989899,272,0.0,43.0625,6300,6300,276.9135286808014
N,4,3397530112,0.0001,20480,282,0.0070921985815602835,66.69858156028369,138,0.007246376811594203,62.666666666666664,93,0.0,66.03225806451613,95,0.010526315789473684,63.90526315789474,96,0.020833333333333332,83.73958333333333,92,0.021739130434782608,79.41304347826087,99,0.0,50.93939393939394,272,0.03676470588235294,98.0404411764706,6300,6300,276.9135286808014
N,4,3397530112,0.0001,40960,282,0.0070921985815602835,88.83333333333333,138,0.0,85.66666666666667,93,0.0,88.04301075268818,95,0.0,87.0421052631579,96,0.020833333333333332,102.95833333333333,92,0.0,89.43478260869566,99,0.0,80.82828282828282,272,0.011029411764705883,99.56617647058823,6300,6300,276.9135286808014
N,4,3397530112,0.0001,61440,282,0.24113475177304963,292.1063829787234,138,0.2463768115942029,288.3623188405797,93,0.13978494623655913,279.6989247311828,95,0.2,272.22105263157897,96,0.2708333333333333,308.4583333333333,92,0.2391304347826087,297.70652173913044,99,0.1717171717171717,242.05050505050505,272,0.125,265.7720588235294,6300,6300,276.9135286808014
N,4,3397530112,0.0001,81920,282,0.475177304964539,410.68794326241135,138,0.5,416.6666666666667,93,0.41935483870967744,411.9032258064516,95,0.3684210526315789,392.85263157894735,96,0.4583333333333333,417.3541666666667,92,0.41304347826086957,399.8369565217391,99,0.30303030303030304,342.80808080808083,272,0.5441176470588235,414.7242647058824,6300,6300,276.9135286808014
N,4,3397530112,0.0001,102400,282,0.07092198581560284,225.81560283687944,138,0.06521739130434782,229.67391304347825,93,0.03225806451612903,222.96774193548387,95,0.010526315789473684,217.93684210526317,96,0.0625,232.30208333333334,92,0.06521739130434782,237.27173913043478,99,0.050505050505050504,194.77777777777777,272,0.04411764705882353,230.4558823529412,6300,6300,276.9135286808014
N,4,3397530112,0.0001,122880,282,0.3262411347517731,367.6843971631206,138,0.2391304347826087,358.07971014492756,93,0.27956989247311825,358.6559139784946,95,0.2736842105263158,343.9578947368421,96,0.25,357.3333333333333,92,0.30434782608695654,354.9891304347826,99,0.20202020202020202,298.44444444444446,272,0.31985294117647056,375.43382352941177,6300,6300,276.9135286808014
N,4,3397530112,0.0001,143360,282,0.1702127659574468,288.5425531914894,138,0.11594202898550725,282.07971014492756,93,0.10752688172043011,276.1182795698925,95,0.09473684210526316,261.8421052631579,96,0.11458333333333333,277.4375,92,0.15217391304347827,281.8804347826087,99,0.04040404040404041,221.08080808080808,272,0.17279411764705882,313.06617647058823,6300,6300,276.9135286808014
N,4,3397530112,0.0001,163840,282,0.24468085106382978,331.6489361702128,138,0.15942028985507245,327.30434782608694,93,0.1827956989247312,324.36559139784947,95,0.18947368421052632,309.86315789473684,96,0.19791666666666666,324.4791666666667,92,0.2608695652173913,326.3369565217391,99,0.20202020202020202,268.55555555555554,272,0.2757352941176471,355.0477941176471,6300,6300,276.9135286808014
N,4,3397530112,0.0001,184320,282,0.1453900709219858,273.0177304964539,138,0.09420289855072464,264.89130434782606,93,0.07526881720430108,257.4516129032258,95,0.09473684210526316,245.65263157894736,96,0.10416666666666667,261.7916666666667,92,0.14130434782608695,266.9347826086956,99,0.04040404040404041,206.33333333333334,272,0.16176470588235295,297.0147058823529,6300,6300,276.9135286808014
