arm,seed,run_seed,learning_rate,step,E0/n,E0/success,E0/mean_steps,E1/n,E1/success,E1/mean_steps,E1b/n,E1b/success,E1b/mean_steps,E2/n,E2/success,E2/mean_steps,E3a/n,E3a/success,E3a/mean_steps,E3b/n,E3b/success,E3b/mean_steps,E4/n,E4/success,E4/mean_steps,E5/n,E5/success,E5/mean_steps,n_episodes,n_new,wall_time_sec
REF,3,1455100860,0.0003,204800,282,0.25177304964539005,341.28014184397165,138,0.13043478260869565,305.7971014492754,93,0.0967741935483871,288.35483870967744,95,0.14736842105263157,303.85263157894735,96,0.22916666666666666,332.1875,92,0.25,337.35869565217394,99,0.24242424242424243,310.42424242424244,272,0.24632352941176472,334.1617647058824,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,225280,282,0.07801418439716312,266.8191489361702,138,0.07971014492753623,250.28985507246378,93,0.021505376344086023,233.63440860215053,95,0.042105263157894736,246.8421052631579,96,0.0625,266.375,92,0.14130434782608695,267.4673913043478,99,0.09090909090909091,249.06060606060606,272,0.11764705882352941,265.7977941176471,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,245760,282,0.12411347517730496,279.84751773049646,138,0.10869565217391304,268.8188405797101,93,0.053763440860215055,242.6021505376344,95,0.07368421052631578,255.78947368421052,96,0.052083333333333336,267.3541666666667,92,0.13043478260869565,275.1195652173913,99,0.09090909090909091,237.4747474747475,272,0.16911764705882354,295.21691176470586,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,266240,282,0.5212765957446809,426.7304964539007,138,0.5144927536231884,433.1304347826087,93,0.4731182795698925,414.48387096774195,95,0.4631578947368421,414.9157894736842,96,0.4166666666666667,419.1979166666667,92,0.5108695652173914,424.0108695652174,99,0.3939393939393939,380.7171717171717,272,0.6066176470588235,443.0,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,286720,282,0.975177304964539,493.14539007092196,138,1.0,500.0,93,0.967741935483871,489.03225806451616,95,1.0,500.0,96,1.0,500.0,92,0.9782608695652174,496.7608695652174,99,1.0,500.0,272,0.9558823529411765,488.73161764705884,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,307200,282,0.975177304964539,494.58156028368796,138,1.0,500.0,93,1.0,500.0,95,1.0,500.0,96,1.0,500.0,92,0.9891304347826086,495.5217391304348,99,1.0,500.0,272,0.9595588235294118,494.22058823529414,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,327680,282,0.8404255319148937,481.3581560283688,138,0.9202898550724637,493.04347826086956,93,0.9139784946236559,483.21505376344084,95,0.9473684210526315,495.93684210526317,96,0.8645833333333334,492.2291666666667,92,0.8804347826086957,484.2826086956522,99,0.8080808080808081,479.8888888888889,272,0.875,479.625,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,348160,282,0.9858156028368794,494.63475177304963,138,1.0,500.0,93,0.946236559139785,476.97849462365593,95,1.0,500.0,96,1.0,500.0,92,0.9891304347826086,495.20652173913044,99,0.98989898989899,495.4040404040404,272,0.9705882352941176,488.56985294117646,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,368640,282,0.9822695035460993,494.0248226950355,138,0.9927536231884058,497.3333333333333,93,0.967741935483871,486.0752688172043,95,1.0,500.0,96,1.0,500.0,92,0.9891304347826086,496.95652173913044,99,1.0,500.0,272,0.9558823529411765,487.53308823529414,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,389120,282,0.14893617021276595,381.4113475177305,138,0.021739130434782608,365.1231884057971,93,0.053763440860215055,357.55913978494624,95,0.031578947368421054,363.34736842105264,96,0.0625,384.6770833333333,92,0.14130434782608695,382.3152173913044,99,0.1919191919191919,374.74747474747477,272,0.22426470588235295,391.5772058823529,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,409600,282,0.851063829787234,487.09929078014187,138,0.9202898550724637,494.2173913043478,93,0.989247311827957,495.40860215053766,95,0.9052631578947369,490.5263157894737,96,1.0,500.0,92,0.8804347826086957,494.69565217391306,99,0.8181818181818182,486.2828282828283,272,0.9044117647058824,487.86764705882354,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,430080,282,0.9893617021276596,495.3723404255319,138,1.0,500.0,93,0.9354838709677419,473.0967741935484,95,1.0,500.0,96,1.0,500.0,92,0.9891304347826086,495.17391304347825,99,0.98989898989899,495.4040404040404,272,0.9632352941176471,486.6470588235294,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,450560,282,0.9787234042553191,490.5496453900709,138,0.9637681159420289,485.54347826086956,93,0.9032258064516129,457.0967741935484,95,0.9789473684210527,491.8315789473684,96,0.96875,485.3020833333333,92,0.9891304347826086,495.1304347826087,99,0.9595959595959596,481.969696969697,272,0.9264705882352942,470.3529411764706,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,471040,282,0.9893617021276596,495.4255319148936,138,1.0,500.0,93,0.967741935483871,488.9569892473118,95,1.0,500.0,96,1.0,500.0,92,1.0,500.0,99,0.98989898989899,495.45454545454544,272,0.9669117647058824,489.69485294117646,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,491520,282,0.975177304964539,492.7269503546099,138,1.0,500.0,93,0.956989247311828,482.83870967741933,95,1.0,500.0,96,1.0,500.0,92,0.9782608695652174,493.55434782608694,99,0.9797979797979798,491.1111111111111,272,0.9411764705882353,487.0882352941176,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,512000,282,0.9893617021276596,496.5531914893617,138,1.0,500.0,93,1.0,500.0,95,1.0,500.0,96,1.0,500.0,92,0.9891304347826086,495.5217391304348,99,0.9797979797979798,496.9191919191919,272,0.9816176470588235,495.2647058823529,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,532480,282,0.9858156028368794,493.66312056737587,138,0.9565217391304348,480.3333333333333,93,0.9139784946236559,461.3010752688172,95,0.9578947368421052,481.90526315789475,96,0.9479166666666666,477.40625,92,0.9891304347826086,495.0978260869565,99,0.9595959595959596,481.6969696969697,272,0.9227941176470589,471.38235294117646,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,552960,282,0.975177304964539,488.82978723404256,138,0.9347826086956522,470.81159420289856,93,0.8172043010752689,420.6989247311828,95,0.9473684210526315,476.6,96,0.90625,458.4166666666667,92,0.9782608695652174,490.19565217391306,99,0.9393939393939394,472.1818181818182,272,0.8823529411764706,453.2720588235294,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,573440,282,0.9893617021276596,495.2482269503546,138,0.9710144927536232,486.963768115942,93,0.8817204301075269,448.23655913978496,95,0.9789473684210527,490.58947368421053,96,0.9583333333333334,481.4791666666667,92,0.9782608695652174,490.25,99,0.9595959595959596,481.5050505050505,272,0.9411764705882353,477.70588235294116,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,593920,282,0.975177304964539,491.7588652482269,138,0.9492753623188406,477.6231884057971,93,0.9032258064516129,457.3225806451613,95,0.9578947368421052,481.9684210526316,96,0.9479166666666666,476.7708333333333,92,0.9782608695652174,493.79347826086956,99,0.9595959595959596,484.24242424242425,272,0.9227941176470589,471.1617647058824,2669,2669,101.6229157447815
REF,3,1455100860,0.0003,614400,282,0.9893617021276596,495.42198581560285,138,1.0,500.0,93,0.967741935483871,485.9139784946237,95,1.0,500.0,96,0.9895833333333334,495.7291666666667,92,1.0,500.0,99,1.0,500.0,272,0.9705882352941176,491.43014705882354,2669,2669,101.6229157447815
REF,4,688890933,0.0003,0,282,0.0,23.322695035460992,138,0.0,22.992753623188406,93,0.0,23.49462365591398,95,0.0,23.105263157894736,96,0.0,35.0625,92,0.0,26.52173913043478,99,0.0,18.282828282828284,272,0.0,27.893382352941178,3257,3257,101.70311498641968
REF,4,688890933,0.0003,20480,282,0.0,54.42553191489362,138,0.0,51.11594202898551,93,0.0,53.053763440860216,95,0.0,51.97894736842105,96,0.0,59.333333333333336,92,0.0,51.01086956521739,99,0.0,54.62626262626262,272,0.0,49.091911764705884,3257,3257,101.70311498641968
REF,4,688890933,0.0003,40960,282,0.15602836879432624,278.6489361702128,138,0.10144927536231885,271.6449275362319,93,0.0967741935483871,265.7096774193548,95,0.09473684210526316,253.31578947368422,96,0.125,270.4791666666667,92,0.16304347826086957,276.7608695652174,99,0.04040404040404041,217.83838383838383,272,0.15808823529411764,307.99264705882354,3257,3257,101.70311498641968
REF,4,688890933,0.0003,61440,282,0.2624113475177305,334.6666666666667,138,0.14492753623188406,305.0144927536232,93,0.11827956989247312,295.8279569892473,95,0.14736842105263157,307.3578947368421,96,0.2916666666666667,344.2708333333333,92,0.2717391304347826,324.4021739130435,99,0.29292929292929293,304.95959595959596,272,0.15441176470588236,300.9632352941176,3257,3257,101.70311498641968
REF,4,688890933,0.0003,81920,282,0.014184397163120567,187.73758865248226,138,0.014492753623188406,191.52898550724638,93,0.0,185.3978494623656,95,0.021052631578947368,197.0,96,0.0,197.16666666666666,92,0.05434782608695652,205.91304347826087,99,0.020202020202020204,177.3030303030303,272,0.003676470588235294,191.7389705882353,3257,3257,101.70311498641968
REF,4,688890933,0.0003,102400,282,0.08865248226950355,235.06382978723406,138,0.050724637681159424,232.7463768115942,93,0.021505376344086023,222.88172043010752,95,0.09473684210526316,249.77894736842106,96,0.041666666666666664,227.41666666666666,92,0.09782608695652174,245.55434782608697,99,0.09090909090909091,227.05050505050505,272,0.058823529411764705,229.79044117647058,3257,3257,101.70311498641968
REF,4,688890933,0.0003,122880,282,0.9078014184397163,490.7304964539007,138,0.9637681159420289,498.09420289855075,93,0.978494623655914,495.44086021505376,95,0.968421052631579,498.63157894736844,96,1.0,500.0,92,0.9130434782608695,490.7608695652174,99,0.9292929292929293,493.5858585858586,272,0.9007352941176471,486.1360294117647,3257,3257,101.70311498641968
REF,4,688890933,0.0003,143360,282,0.1347517730496454,267.2163120567376,138,0.08695652173913043,258.2608695652174,93,0.06451612903225806,251.95698924731184,95,0.1368421052631579,272.94736842105266,96,0.0625,252.5625,92,0.15217391304347827,282.4782608695652,99,0.1717171717171717,251.63636363636363,272,0.13602941176470587,272.06617647058823,3257,3257,101.70311498641968
REF,4,688890933,0.0003,163840,282,0.03900709219858156,229.93617021276594,138,0.007246376811594203,222.02898550724638,93,0.0,222.3548387096774,95,0.0,232.46315789473684,96,0.020833333333333332,225.83333333333334,92,0.021739130434782608,226.1413043478261,99,0.04040404040404041,236.78787878787878,272,0.051470588235294115,235.54044117647058,3257,3257,101.70311498641968
REF,4,688890933,0.0003,184320,282,0.04609929078014184,194.06737588652481,138,0.021739130434782608,190.8695652173913,93,0.010752688172043012,186.247311827957,95,0.021052631578947368,199.4842105263158,96,0.010416666666666666,184.46875,92,0.043478260869565216,196.44565217391303,99,0.050505050505050504,198.42424242424244,272,0.0625,204.98529411764707,3257,3257,101.70311498641968
REF,4,688890933,0.0003,204800,282,0.03900709219858156,205.59574468085106,138,0.043478260869565216,208.85507246376812,93,0.021505376344086023,197.49462365591398,95,0.05263157894736842,214.90526315789472,96,0.041666666666666664,209.96875,92,0.06521739130434782,213.18478260869566,99,0.06060606060606061,208.5252525252525,272,0.0661764705882353,220.9264705882353,3257,3257,101.70311498641968
REF,4,688890933,0.0003,225280,282,0.03546099290780142,218.65248226950354,138,0.014492753623188406,214.02173913043478,93,0.03225806451612903,216.21505376344086,95,0.021052631578947368,227.03157894736842,96,0.010416666666666666,211.9375,92,0.021739130434782608,216.57608695652175,99,0.020202020202020204,219.91919191919192,272,0.058823529411764705,229.31617647058823,3257,3257,101.70311498641968
REF,4,688890933,0.0003,245760,282,0.10638297872340426,293.34751773049646,138,0.043478260869565216,282.0869565217391,93,0.06451612903225806,275.86021505376345,95,0.042105263157894736,294.4421052631579,96,0.041666666666666664,277.8020833333333,92,0.08695652173913043,298.6304347826087,99,0.16161616161616163,288.16161616161617,272,0.125,301.5257352941176,3257,3257,101.70311498641968
REF,4,688890933,0.0003,266240,282,0.29432624113475175,341.63829787234044,138,0.2318840579710145,345.81159420289856,93,0.17204301075268819,319.8279569892473,95,0.29473684210526313,343.0421052631579,96,0.23958333333333334,335.4166666666667,92,0.29347826086956524,345.9347826086956,99,0.18181818181818182,291.8888888888889,272,0.26838235294117646,362.7389705882353,3257,3257,101.70311498641968
REF,4,688890933,0.0003,286720,282,0.18439716312056736,316.822695035461,138,0.12318840579710146,310.963768115942,93,0.07526881720430108,292.1505376344086,95,0.1368421052631579,319.5157894736842,96,0.09375,297.65625,92,0.1956521739130435,325.60869565217394,99,0.1919191919191919,295.020202020202,272,0.17279411764705882,328.93014705882354,3257,3257,101.70311498641968
REF,4,688890933,0.0003,307200,282,0.12411347517730496,291.20567375886526,138,0.07971014492753623,289.21014492753625,93,0.053763440860215055,265.5698924731183,95,0.10526315789473684,291.0842105263158,96,0.10416666666666667,281.9375,92,0.16304347826086957,302.7608695652174,99,0.12121212121212122,260.8888888888889,272,0.17279411764705882,310.3529411764706,3257,3257,101.70311498641968
REF,4,688890933,0.0003,327680,282,0.07446808510638298,282.13829787234044,138,0.028985507246376812,269.7608695652174,93,0.021505376344086023,265.0967741935484,95,0.031578947368421054,283.2315789473684,96,0.020833333333333332,267.6145833333333,92,0.043478260869565216,284.0,99,0.1111111111111111,277.44444444444446,272,0.125,300.69117647058823,3257,3257,101.70311498641968
REF,4,688890933,0.0003,348160,282,0.07801418439716312,252.53546099290782,138,0.057971014492753624,247.07971014492753,93,0.043010752688172046,232.752688172043,95,0.08421052631578947,256.0210526315789,96,0.020833333333333332,243.28125,92,0.09782608695652174,258.70652173913044,99,0.1111111111111111,243.6161616161616,272,0.10661764705882353,265.8529411764706,3257,3257,101.70311498641968
REF,4,688890933,0.0003,368640,282,0.4078014184397163,384.10283687943263,138,0.3695652173913043,399.2608695652174,93,0.3225806451612903,378.9139784946237,95,0.4105263157894737,393.8315789473684,96,0.375,374.5,92,0.45652173913043476,394.35869565217394,99,0.3333333333333333,350.5959595959596,272,0.4338235294117647,410.6139705882353,3257,3257,101.70311498641968
REF,4,688890933,0.0003,389120,282,0.9468085106382979,491.8723404255319,138,0.9855072463768116,496.77536231884056,93,0.978494623655914,494.19354838709677,95,0.9894736842105263,497.37894736842105,96,0.9895833333333334,499.40625,92,0.967391304347826,492.05434782608694,99,0.9292929292929293,486.47474747474746,272,0.9154411764705882,483.34191176470586,3257,3257,101.70311498641968
REF,4,688890933,0.0003,409600,282,0.9680851063829787,489.8333333333333,138,0.9782608695652174,491.9782608695652,93,0.8924731182795699,455.2258064516129,95,0.9894736842105263,495.9157894736842,96,0.9895833333333334,495.0729166666667,92,0.9782608695652174,497.2826086956522,99,0.9696969696969697,489.26262626262627,272,0.9301470588235294,477.2352941176471,3257,3257,101.70311498641968
REF,4,688890933,0.0003,430080,282,0.9822695035460993,494.9468085106383,138,1.0,500.0,93,0.967741935483871,489.03225806451616,95,1.0,500.0,96,1.0,500.0,92,1.0,500.0,99,0.98989898989899,498.14141414141415,272,0.9632352941176471,489.8125,3257,3257,101.70311498641968
REF,4,688890933,0.0003,450560,282,0.8404255319148937,479.06028368794324,138,0.9637681159420289,494.9710144927536,93,0.978494623655914,493.2258064516129,95,0.9157894736842105,485.89473684210526,96,0.9479166666666666,492.9375,92,0.9130434782608695,483.5652173913044,99,0.8383838383838383,474.82828282828285,272,0.8897058823529411,481.8492647058824,3257,3257,101.70311498641968
REF,4,688890933,0.0003,471040,282,0.9609929078014184,484.89716312056737,138,0.9130434782608695,462.4855072463768,93,0.8172043010752689,418.40860215053766,95,0.9473684210526315,476.7894736842105,96,0.875,443.4375,92,0.9782608695652174,490.17391304347825,99,0.9292929292929293,470.4646464646465,272,0.8566176470588235,440.9742647058824,3257,3257,101.70311498641968
REF,4,688890933,0.0003,491520,282,0.9184397163120568,480.07801418439715,138,0.8840579710144928,452.39130434782606,93,0.7956989247311828,412.258064516129,95,0.9157894736842105,471.34736842105264,96,0.875,444.1458333333333,92,0.9130434782608695,484.9347826086956,99,0.9191919191919192,466.37373737373736,272,0.7205882352941176,424.5110294117647,3257,3257,101.70311498641968
REF,4,688890933,0.0003,512000,282,0.975177304964539,488.8191489361702,138,0.9420289855072463,474.8985507246377,93,0.8387096774193549,429.3333333333333,95,0.9473684210526315,476.6,96,0.90625,458.2083333333333,92,0.9782608695652174,490.19565217391306,99,0.9393939393939394,472.1818181818182,272,0.9080882352941176,462.74264705882354,3257,3257,101.70311498641968
REF,4,688890933,0.0003,532480,282,0.9893617021276596,496.322695035461,138,1.0,500.0,93,0.978494623655914,491.80645161290323,95,1.0,500.0,96,1.0,500.0,92,1.0,500.0,99,1.0,500.0,272,0.9669117647058824,490.0220588235294,3257,3257,101.70311498641968
REF,4,688890933,0.0003,552960,282,0.8971631205673759,486.07801418439715,138,0.9637681159420289,496.2028985507246,93,0.978494623655914,491.78494623655916,95,0.9473684210526315,496.65263157894736,96,0.9895833333333334,498.90625,92,0.9021739130434783,481.82608695652175,99,0.8686868686868687,486.34343434343435,272,0.8713235294117647,482.9852941176471,3257,3257,101.70311498641968
REF,4,688890933,0.0003,573440,282,0.9539007092198581,492.23758865248226,138,1.0,500.0,93,1.0,500.0,95,1.0,500.0,96,1.0,500.0,92,0.967391304347826,491.1630434782609,99,0.9797979797979798,495.85858585858585,272,0.8933823529411765,482.62132352941177,3257,3257,101.70311498641968
REF,4,688890933,0.0003,593920,282,0.05673758865248227,322.5425531914894,138,0.007246376811594203,318.07246376811594,93,0.0,314.64516129032256,95,0.0,315.7684210526316,96,0.0,316.8854166666667,92,0.03260869565217391,323.69565217391306,99,0.020202020202020204,304.22222222222223,272,0.20955882352941177,363.40808823529414,3257,3257,101.70311498641968
REF,4,688890933,0.0003,614400,282,0.9468085106382979,487.0673758865248,138,1.0,500.0,93,1.0,500.0,95,1.0,500.0,96,1.0,500.0,92,0.9565217391304348,487.32608695652175,99,0.9696969696969697,493.83838383838383,272,0.8272058823529411,464.93382352941177,3257,3257,101.70311498641968
REF,1,852122768,0.0003,0,282,0.0,13.99290780141844,138,0.0,18.463768115942027,93,0.0,21.903225806451612,95,0.0,18.305263157894736,96,0.0,18.25,92,0.0,13.91304347826087,99,0.0,13.565656565656566,272,0.0,14.055147058823529,2691,2691,102.0129747390747
REF,1,852122768,0.0003,20480,282,0.010638297872340425,152.91843971631207,138,0.0,149.1159420289855,93,0.0,150.9784946236559,95,0.0,142.61052631578949,96,0.0,156.35416666666666,92,0.0,147.42391304347825,99,0.0,129.9090909090909,272,0.022058823529411766,144.53308823529412,2691,2691,102.0129747390747
REF,1,852122768,0.0003,40960,282,0.16312056737588654,288.58156028368796,138,0.11594202898550725,276.6014492753623,93,0.07526881720430108,276.81720430107526,95,0.14736842105263157,270.2736842105263,96,0.1875,290.9375,92,0.18478260869565216,295.0326086956522,99,0.16161616161616163,235.26262626262627,272,0.16911764705882354,299.4485294117647,2691,2691,102.0129747390747
REF,1,852122768,0.0003,61440,282,0.04609929078014184,199.47517730496455,138,0.028985507246376812,191.31884057971016,93,0.043010752688172046,193.40860215053763,95,0.05263157894736842,189.1157894736842,96,0.052083333333333336,199.67708333333334,92,0.05434782608695652,204.66304347826087,99,0.010101010101010102,161.3030303030303,272,0.051470588235294115,225.20955882352942,2691,2691,102.0129747390747
REF,1,852122768,0.0003,81920,282,0.06382978723404255,242.145390070922,138,0.050724637681159424,235.67391304347825,93,0.021505376344086023,226.3978494623656,95,0.05263157894736842,225.82105263157894,96,0.052083333333333336,241.75,92,0.05434782608695652,237.8586956521739,99,0.04040404040404041,198.68686868686868,272,0.014705882352941176,234.75735294117646,2691,2691,102.0129747390747
REF,1,852122768,0.0003,102400,282,0.06028368794326241,265.56382978723406,138,0.028985507246376812,245.96376811594203,93,0.043010752688172046,247.3763440860215,95,0.042105263157894736,247.70526315789473,96,0.0625,272.6875,92,0.03260869565217391,260.7391304347826,99,0.1111111111111111,272.45454545454544,272,0.029411764705882353,239.77205882352942,2691,2691,102.0129747390747
REF,1,852122768,0.0003,122880,282,0.900709219858156,486.7588652482269,138,0.9710144927536232,496.8333333333333,93,0.978494623655914,491.59139784946234,95,0.9263157894736842,493.0842105263158,96,0.96875,493.75,92,0.9021739130434783,478.8152173913044,99,0.8181818181818182,463.17171717171715,272,0.8088235294117647,456.15441176470586,2691,2691,102.0129747390747
REF,1,852122768,0.0003,143360,282,0.475177304964539,376.83687943262413,138,0.5072463768115942,400.07971014492756,93,0.5268817204301075,394.44086021505376,95,0.3894736842105263,362.7578947368421,96,0.4375,387.5416666666667,92,0.45652173913043476,382.60869565217394,99,0.31313131313131315,309.44444444444446,272,0.5955882352941176,410.5477941176471,2691,2691,102.0129747390747
REF,1,852122768,0.0003,163840,282,0.1347517730496454,254.68085106382978,138,0.057971014492753624,244.2463768115942,93,0.07526881720430108,239.06451612903226,95,0.08421052631578947,230.58947368421053,96,0.052083333333333336,244.375,92,0.08695652173913043,241.65217391304347,99,0.04040404040404041,197.33333333333334,272,0.10661764705882353,272.20588235294116,2691,2691,102.0129747390747
REF,1,852122768,0.0003,184320,282,0.04609929078014184,204.60992907801418,138,0.014492753623188406,203.41304347826087,93,0.021505376344086023,207.9247311827957,95,0.031578947368421054,216.10526315789474,96,0.010416666666666666,199.20833333333334,92,0.07608695652173914,218.19565217391303,99,0.08080808080808081,209.87878787878788,272,0.025735294117647058,202.53308823529412,2691,2691,102.0129747390747
REF,1,852122768,0.0003,204800,282,0.03546099290780142,187.71985815602838,138,0.007246376811594203,187.7463768115942,93,0.010752688172043012,181.72043010752688,95,0.0,195.16842105263157,96,0.0,194.13541666666666,92,0.05434782608695652,200.8695652173913,99,0.04040404040404041,181.7070707070707,272,0.011029411764705883,185.34926470588235,2691,2691,102.0129747390747
REF,1,852122768,0.0003,225280,282,0.1879432624113475,338.2730496453901,138,0.13768115942028986,335.536231884058,93,0.13978494623655913,326.5698924731183,95,0.18947368421052632,348.5684210526316,96,0.11458333333333333,327.8958333333333,92,0.25,347.2173913043478,99,0.23232323232323232,321.1010101010101,272,0.14338235294117646,333.9485294117647,2691,2691,102.0129747390747
REF,1,852122768,0.0003,245760,282,0.9574468085106383,494.6808510638298,138,0.9855072463768116,499.2028985507246,93,0.989247311827957,498.96774193548384,95,1.0,500.0,96,1.0,500.0,92,0.967391304347826,496.82608695652175,99,0.9393939393939394,492.0,272,0.9411764705882353,489.3272058823529,2691,2691,102.0129747390747
REF,1,852122768,0.0003,266240,282,0.9361702127659575,491.8936170212766,138,0.9927536231884058,499.15942028985506,93,0.989247311827957,498.44086021505376,95,0.9368421052631579,494.62105263157895,96,0.9791666666666666,498.3645833333333,92,0.9565217391304348,493.2826086956522,99,0.8585858585858586,479.010101010101,272,0.9375,490.16911764705884,2691,2691,102.0129747390747
REF,1,852122768,0.0003,286720,282,0.9858156028368794,496.86524822695037,138,1.0,500.0,93,1.0,500.0,95,1.0,500.0,96,1.0,500.0,92,0.9891304347826086,499.75,99,1.0,500.0,272,0.9705882352941176,495.56985294117646,2691,2691,102.0129747390747
REF,1,852122768,0.0003,307200,282,0.4326241134751773,406.7588652482269,138,0.41304347826086957,413.39130434782606,93,0.3333333333333333,400.02150537634407,95,0.4631578947368421,418.46315789473687,96,0.375,398.3229166666667,92,0.44565217391304346,410.6630434782609,99,0.3838383838383838,377.95959595959596,272,0.4264705882352941,419.8125,2691,2691,102.0129747390747
REF,1,852122768,0.0003,327680,282,0.975177304964539,496.65248226950354,138,0.9927536231884058,499.8333333333333,93,1.0,500.0,95,1.0,500.0,96,1.0,500.0,92,0.9891304347826086,498.79347826086956,99,0.98989898989899,499.85858585858585,272,0.9669117647058824,492.9632352941176,2691,2691,102.0129747390747
REF,1,852122768,0.0003,348160,282,0.9858156028368794,496.6595744680851,138,1.0,500.0,93,0.989247311827957,495.40860215053766,95,1.0,500.0,96,1.0,500.0,92,1.0,500.0,99,1.0,500.0,272,0.9705882352941176,491.2352941176471,2691,2691,102.0129747390747
