arm,seed,run_seed,learning_rate,step,E0/n,E0/success,E0/mean_steps,E1/n,E1/success,E1/mean_steps,E1b/n,E1b/success,E1b/mean_steps,E2/n,E2/success,E2/mean_steps,E3a/n,E3a/success,E3a/mean_steps,E3b/n,E3b/success,E3b/mean_steps,E4/n,E4/success,E4/mean_steps,E5/n,E5/success,E5/mean_steps,E6/n,E6/success,E6/mean_steps,E7/n,E7/success,E7/mean_steps,n_episodes,n_new,wall_time_sec
S_ce,1,3831076762,0.0003,61440,282,0.11702127659574468,266.0851063829787,138,0.07971014492753623,271.04347826086956,93,0.03225806451612903,259.6559139784946,95,0.08421052631578947,272.69473684210527,96,0.13541666666666666,278.375,92,0.17391304347826086,283.92391304347825,99,0.09090909090909091,232.08080808080808,272,0.09191176470588236,265.8014705882353,248,0.008064516129032258,122.375,100,0.11,274.43,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,81920,282,0.9078014184397163,472.3404255319149,138,0.9637681159420289,489.1811594202899,93,0.978494623655914,491.48387096774195,95,0.9263157894736842,478.06315789473683,96,0.9583333333333334,490.7604166666667,92,0.9239130434782609,475.69565217391306,99,0.8181818181818182,437.4848484848485,272,0.7169117647058824,420.15808823529414,248,0.33064516129032256,235.1290322580645,100,0.94,489.78,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,102400,282,0.09929078014184398,224.24113475177305,138,0.050724637681159424,213.53623188405797,93,0.010752688172043012,205.2688172043011,95,0.07368421052631578,201.13684210526316,96,0.07291666666666667,220.29166666666666,92,0.13043478260869565,220.75,99,0.020202020202020204,169.54545454545453,272,0.08823529411764706,242.3125,248,0.0,95.22177419354838,100,0.14,235.94,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,122880,282,0.05319148936170213,214.6631205673759,138,0.014492753623188406,199.2463768115942,93,0.03225806451612903,205.1505376344086,95,0.05263157894736842,198.49473684210525,96,0.0625,212.65625,92,0.09782608695652174,224.08695652173913,99,0.030303030303030304,177.46464646464648,272,0.0625,243.3639705882353,248,0.0,95.23790322580645,100,0.12,236.27,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,143360,282,0.04964539007092199,212.53191489361703,138,0.028985507246376812,201.55797101449275,93,0.03225806451612903,205.1720430107527,95,0.021052631578947368,196.74736842105264,96,0.03125,214.45833333333334,92,0.06521739130434782,214.70652173913044,99,0.04040404040404041,183.15151515151516,272,0.029411764705882353,226.73529411764707,248,0.0,101.95967741935483,100,0.06,224.13,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,163840,282,0.36879432624113473,390.06382978723406,138,0.38405797101449274,398.5144927536232,93,0.3333333333333333,386.1290322580645,95,0.29473684210526313,369.3157894736842,96,0.2916666666666667,385.0833333333333,92,0.358695652173913,385.5869565217391,99,0.2727272727272727,327.4141414141414,272,0.49264705882352944,413.56617647058823,248,0.024193548387096774,167.5,100,0.43,403.88,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,184320,282,0.2978723404255319,316.76241134751774,138,0.2028985507246377,304.6449275362319,93,0.16129032258064516,298.0860215053763,95,0.23157894736842105,291.1578947368421,96,0.23958333333333334,317.15625,92,0.2826086956521739,318.4347826086956,99,0.1919191919191919,249.31313131313132,272,0.15441176470588236,309.0110294117647,248,0.004032258064516129,111.17338709677419,100,0.25,319.62,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,204800,282,0.8829787234042553,483.9468085106383,138,0.9420289855072463,493.4347826086956,93,0.9139784946236559,489.6666666666667,95,0.9473684210526315,489.18947368421055,96,0.9583333333333334,489.9583333333333,92,0.9347826086956522,485.1630434782609,99,0.797979797979798,452.93939393939394,272,0.8308823529411765,467.7647058823529,248,0.28225806451612906,250.11290322580646,100,0.94,487.68,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,225280,282,0.04609929078014184,199.67375886524823,138,0.028985507246376812,188.41304347826087,93,0.010752688172043012,176.05376344086022,95,0.021052631578947368,179.2,96,0.020833333333333332,197.82291666666666,92,0.05434782608695652,200.2608695652174,99,0.020202020202020204,163.87878787878788,272,0.022058823529411766,191.25367647058823,248,0.004032258064516129,98.84677419354838,100,0.01,185.94,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,245760,282,0.2198581560283688,320.0851063829787,138,0.16666666666666666,302.0144927536232,93,0.08602150537634409,277.38709677419354,95,0.17894736842105263,296.7894736842105,96,0.1875,318.53125,92,0.21739130434782608,317.14130434782606,99,0.16161616161616163,271.3939393939394,272,0.15808823529411764,300.23161764705884,248,0.012096774193548387,121.59677419354838,100,0.22,327.94,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,266240,282,0.6382978723404256,436.25531914893617,138,0.5652173913043478,435.3550724637681,93,0.5913978494623656,425.752688172043,95,0.5578947368421052,417.58947368421053,96,0.5833333333333334,438.3958333333333,92,0.6195652173913043,431.39130434782606,99,0.5353535353535354,395.5151515151515,272,0.5772058823529411,439.69485294117646,248,0.04435483870967742,178.83870967741936,100,0.69,450.45,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,286720,282,0.9858156028368794,496.8156028368794,138,0.9782608695652174,498.5289855072464,93,1.0,500.0,95,0.9894736842105263,499.36842105263156,96,1.0,500.0,92,0.9782608695652174,494.67391304347825,99,0.9494949494949495,496.8181818181818,272,0.9411764705882353,489.1875,248,0.6895161290322581,382.3709677419355,100,0.98,497.38,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,307200,282,0.9432624113475178,490.51063829787233,138,0.9710144927536232,494.65942028985506,93,0.989247311827957,495.83870967741933,95,0.9894736842105263,497.22105263157897,96,1.0,500.0,92,0.9565217391304348,493.64130434782606,99,0.9191919191919192,479.5353535353535,272,0.9301470588235294,488.2132352941176,248,0.5362903225806451,324.73790322580646,100,0.98,497.9,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,327680,282,0.6276595744680851,445.18794326241135,138,0.572463768115942,449.0289855072464,93,0.5591397849462365,448.6989247311828,95,0.5578947368421052,437.18947368421055,96,0.6041666666666666,452.6458333333333,92,0.6086956521739131,450.7717391304348,99,0.5454545454545454,420.7070707070707,272,0.5477941176470589,450.6470588235294,248,0.3709677419354839,288.83870967741933,100,0.64,460.11,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,348160,282,0.9964539007092199,499.9432624113475,138,1.0,500.0,93,0.989247311827957,495.5376344086022,95,1.0,500.0,96,1.0,500.0,92,1.0,500.0,99,1.0,500.0,272,0.9742647058823529,492.03308823529414,248,0.7701612903225806,413.366935483871,100,1.0,500.0,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,368640,282,0.9929078014184397,497.00354609929076,138,1.0,500.0,93,0.967741935483871,486.3010752688172,95,1.0,500.0,96,1.0,500.0,92,0.9782608695652174,494.67391304347825,99,0.98989898989899,495.45454545454544,272,0.9669117647058824,488.4595588235294,248,0.3225806451612903,214.52822580645162,100,1.0,500.0,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,389120,282,0.9787234042553191,494.3581560283688,138,0.9927536231884058,496.7971014492754,93,0.956989247311828,482.0860215053763,95,1.0,500.0,96,1.0,500.0,92,0.9782608695652174,494.3152173913044,99,0.9797979797979798,490.95959595959596,272,0.9632352941176471,487.0514705882353,248,0.1532258064516129,133.9798387096774,100,0.99,498.46,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,409600,282,0.9964539007092199,498.40070921985813,138,1.0,500.0,93,0.978494623655914,491.7956989247312,95,1.0,500.0,96,1.0,500.0,92,0.9891304347826086,495.2826086956522,99,0.98989898989899,495.47474747474746,272,0.9669117647058824,488.73161764705884,248,0.43951612903225806,265.23387096774195,100,1.0,500.0,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,430080,282,0.9858156028368794,495.2730496453901,138,0.9927536231884058,497.2028985507246,93,0.9139784946236559,463.73118279569894,95,1.0,500.0,96,0.9895833333333334,495.1041666666667,92,0.9782608695652174,494.6521739130435,99,0.9797979797979798,490.6666666666667,272,0.9595588235294118,483.6470588235294,248,0.12096774193548387,120.48790322580645,100,1.0,500.0,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,450560,282,0.9574468085106383,481.9326241134752,138,0.9420289855072463,475.19565217391306,93,0.8494623655913979,435.1505376344086,95,0.9578947368421052,481.4842105263158,96,0.9270833333333334,466.5729166666667,92,0.9782608695652174,494.0217391304348,99,0.9393939393939394,473.2929292929293,272,0.8786764705882353,449.12132352941177,248,0.10887096774193548,109.08870967741936,100,0.99,495.29,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,471040,282,0.9609929078014184,483.8156028368794,138,0.9347826086956522,471.8768115942029,93,0.8494623655913979,434.5376344086022,95,0.9578947368421052,481.4315789473684,96,0.9270833333333334,466.65625,92,0.9891304347826086,495.1195652173913,99,0.9393939393939394,472.8181818181818,272,0.9007352941176471,457.80882352941177,248,0.11693548387096774,108.4475806451613,100,0.99,495.29,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,491520,282,0.9893617021276596,495.28014184397165,138,0.9927536231884058,496.768115942029,93,0.9139784946236559,465.23655913978496,95,0.9894736842105263,495.2,96,0.9895833333333334,495.1666666666667,92,0.9891304347826086,495.1630434782609,99,0.9595959595959596,481.5858585858586,272,0.9117647058823529,471.2720588235294,248,0.12096774193548387,109.16129032258064,100,1.0,500.0,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,512000,282,0.9645390070921985,483.70567375886526,138,0.9637681159420289,484.2536231884058,93,0.8709677419354839,443.63440860215053,95,0.9789473684210527,491.0315789473684,96,0.9583333333333334,480.5625,92,0.9891304347826086,495.1195652173913,99,0.9494949494949495,476.4949494949495,272,0.8897058823529411,459.93014705882354,248,0.12903225806451613,109.25403225806451,100,0.98,490.63,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,532480,282,0.9432624113475178,476.00354609929076,138,0.927536231884058,467.71014492753625,93,0.8064516129032258,414.2795698924731,95,0.9368421052631579,471.4421052631579,96,0.9166666666666666,461.5729166666667,92,0.9782608695652174,490.1304347826087,99,0.8686868686868687,442.26262626262627,272,0.8014705882352942,432.7279411764706,248,0.09274193548387097,97.53225806451613,100,0.93,467.81,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,552960,282,0.9361702127659575,472.50354609929076,138,0.8913043478260869,454.0,93,0.7956989247311828,408.35483870967744,95,0.9157894736842105,462.0315789473684,96,0.875,442.7604166666667,92,0.967391304347826,486.1304347826087,99,0.8484848484848485,437.010101010101,272,0.7757352941176471,420.00367647058823,248,0.0967741935483871,97.70161290322581,100,0.91,458.65,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,573440,282,0.9361702127659575,472.2517730496454,138,0.9202898550724637,464.28985507246375,93,0.8064516129032258,414.0967741935484,95,0.9157894736842105,463.5578947368421,96,0.90625,456.7708333333333,92,0.9565217391304348,483.8152173913044,99,0.8383838383838383,432.1010101010101,272,0.8051470588235294,429.45588235294116,248,0.0846774193548387,96.13709677419355,100,0.94,471.88,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,593920,282,0.9574468085106383,482.17021276595744,138,0.9637681159420289,483.6811594202899,93,0.8817204301075269,448.6559139784946,95,0.9789473684210527,490.61052631578946,96,0.9375,471.0416666666667,92,0.9565217391304348,486.1195652173913,99,0.8787878787878788,453.7676767676768,272,0.8088235294117647,445.28308823529414,248,0.06451612903225806,93.4475806451613,100,0.97,486.11,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,614400,282,0.9468085106382979,478.5070921985816,138,0.927536231884058,468.9855072463768,93,0.8494623655913979,432.81720430107526,95,0.9578947368421052,481.8421052631579,96,0.9166666666666666,461.7604166666667,92,0.967391304347826,486.20652173913044,99,0.8787878787878788,444.90909090909093,272,0.8198529411764706,440.41911764705884,248,0.10483870967741936,102.19354838709677,100,0.94,472.01,2241,2241,107.20392179489136
A,1,923506710,0.0003,0,282,0.0,24.69858156028369,138,0.0,23.181159420289855,93,0.0,22.903225806451612,95,0.0,23.873684210526317,96,0.0,39.447916666666664,92,0.0,25.66304347826087,99,0.0,19.32323232323232,272,0.0,25.68014705882353,248,0.0,9.012096774193548,100,0.0,22.76,2731,1348,107.47744798660278
A,1,923506710,0.0003,20480,282,0.0,115.46099290780141,138,0.0,120.65942028985508,93,0.0,121.46236559139786,95,0.0,115.4,96,0.0,120.53125,92,0.0,121.91304347826087,99,0.0,104.44444444444444,272,0.003676470588235294,110.98897058823529,248,0.0,75.79032258064517,100,0.0,115.75,2731,1348,107.47744798660278
A,1,923506710,0.0003,40960,282,0.06382978723404255,232.15602836879432,138,0.028985507246376812,229.8985507246377,93,0.021505376344086023,224.30107526881721,95,0.042105263157894736,216.93684210526317,96,0.03125,229.16666666666666,92,0.06521739130434782,232.41304347826087,99,0.020202020202020204,183.27272727272728,272,0.0661764705882353,244.38235294117646,248,0.004032258064516129,107.75806451612904,100,0.11,242.74,2731,1348,107.47744798660278
A,1,923506710,0.0003,61440,282,0.12411347517730496,256.01063829787233,138,0.08695652173913043,256.9492753623188,93,0.043010752688172046,241.50537634408602,95,0.15789473684210525,267.9684210526316,96,0.16666666666666666,261.5625,92,0.18478260869565216,272.9130434782609,99,0.1414141414141414,230.66666666666666,272,0.08455882352941177,252.1066176470588,248,0.004032258064516129,114.16935483870968,100,0.17,260.05,2731,1348,107.47744798660278
A,1,923506710,0.0003,81920,282,0.1524822695035461,273.4113475177305,138,0.12318840579710146,274.8333333333333,93,0.07526881720430108,260.89247311827955,95,0.14736842105263157,276.61052631578946,96,0.11458333333333333,280.4583333333333,92,0.1956521739130435,290.0326086956522,99,0.09090909090909091,234.04040404040404,272,0.1213235294117647,280.375,248,0.004032258064516129,115.46774193548387,100,0.14,276.81,2731,1348,107.47744798660278
