arm,seed,step,E0/n,E0/success,E0/mean_steps,E1v/n,E1v/success,E1v/mean_steps,E2v/n,E2v/success,E2v/mean_steps,E3v/n,E3v/success,E3v/mean_steps,E4v/n,E4v/success,E4v/mean_steps,E6/n,E6/success,E6/mean_steps,E7/n,E7/success,E7/mean_steps
B_sa,37,184320,282,0.03546099290780142,221.7163120567376,100,0.0,122.42,100,0.0,116.85,100,0.0,110.41,50,0.0,102.7,250,0.0,115.984,100,0.08,244.82
B_sa,37,245760,282,0.6595744680851063,449.13829787234044,100,0.0,211.57,100,0.02,207.45,100,0.0,176.91,50,0.0,155.82,250,0.0,192.452,100,0.65,454.46
B_sa,37,307200,282,0.7127659574468085,461.00354609929076,100,0.47,347.99,100,0.45,338.76,100,0.49,328.78,50,0.38,275.48,250,0.488,343.216,100,0.65,453.75
B_sa,37,368640,282,0.9787234042553191,496.8191489361702,100,0.25,179.37,100,0.33,218.73,100,0.31,208.56,50,0.28,254.4,250,0.292,202.532,100,0.99,499.57
B_sa,37,430080,282,0.9893617021276596,496.36879432624113,100,0.03,75.02,100,0.12,112.86,100,0.07,89.81,50,0.2,143.8,250,0.056,86.08,100,1.0,500.0
B_sa,37,491520,282,0.9893617021276596,496.81205673758865,100,0.56,316.72,100,0.58,324.0,100,0.57,315.96,50,0.44,257.46,250,0.508,293.068,100,1.0,500.0
B_sa,37,552960,282,0.8865248226950354,486.6666666666667,100,0.81,439.67,100,0.86,450.61,100,0.84,448.87,50,0.66,395.36,250,0.816,447.944,100,0.89,492.96
B_sa,37,614400,282,0.9822695035460993,494.968085106383,100,0.17,137.26,100,0.21,155.57,100,0.22,156.36,50,0.32,199.24,250,0.18,141.556,100,1.0,500.0
B_sa,38,61440,282,0.24468085106382978,337.0886524822695,100,0.0,143.48,100,0.0,139.26,100,0.0,127.83,50,0.0,110.32,250,0.0,136.164,100,0.13,319.59
B_sa,38,122880,282,0.04964539007092199,225.36879432624113,100,0.0,136.7,100,0.0,130.63,100,0.0,124.7,50,0.0,110.96,250,0.0,130.74,100,0.05,219.99
B_sa,38,184320,282,0.41134751773049644,401.61347517730496,100,0.01,155.82,100,0.0,159.27,100,0.0,162.71,50,0.0,133.98,250,0.0,158.568,100,0.34,390.82
B_sa,38,245760,282,0.9858156028368794,498.01063829787233,100,0.77,406.92,100,0.73,391.82,100,0.65,356.6,50,0.4,250.44,250,0.748,398.596,100,0.98,495.64
B_sa,38,307200,282,0.05673758865248227,202.96453900709218,100,0.0,106.11,100,0.0,103.01,100,0.0,97.98,50,0.0,88.16,250,0.0,102.704,100,0.06,198.64
B_sa,38,368640,282,0.8156028368794326,480.1418439716312,100,0.69,400.57,100,0.7,407.33,100,0.67,392.56,50,0.7,395.6,250,0.716,406.692,100,0.8,482.75
B_sa,38,430080,282,0.9468085106382979,489.73758865248226,100,0.38,320.77,100,0.36,330.44,100,0.18,256.69,50,0.08,208.24,250,0.252,295.296,100,0.96,493.53
B_sa,38,491520,282,0.5390070921985816,456.06382978723406,100,0.38,336.19,100,0.4,343.53,100,0.46,338.41,50,0.52,349.68,250,0.428,341.996,100,0.52,455.21
B_sa,38,552960,282,0.9822695035460993,497.0886524822695,100,0.59,324.94,100,0.65,354.21,100,0.62,336.14,50,0.72,382.32,250,0.636,345.16,100,0.99,499.87
B_sa,38,614400,282,0.6170212765957447,466.13120567375887,100,0.06,179.22,100,0.01,165.82,100,0.03,179.26,50,0.0,140.58,250,0.04,177.288,100,0.65,473.48
B_sa,39,61440,282,0.01773049645390071,204.33333333333334,100,0.0,111.9,100,0.0,109.04,100,0.0,102.19,50,0.0,93.1,250,0.0,107.192,100,0.04,220.67
B_sa,39,122880,282,0.06028368794326241,291.97872340425533,100,0.35,281.44,100,0.41,284.27,100,0.48,306.89,50,0.56,331.22,250,0.432,295.972,100,0.04,278.09
B_sa,39,184320,282,0.0851063829787234,243.60638297872342,100,0.0,114.64,100,0.0,110.87,100,0.0,105.24,50,0.0,93.78,250,0.0,110.488,100,0.08,234.52
B_sa,39,245760,282,0.15602836879432624,311.7482269503546,100,0.02,164.39,100,0.0,144.82,100,0.0,139.66,50,0.0,124.56,250,0.004,148.756,100,0.17,298.81
B_sa,39,307200,282,0.9468085106382979,491.34397163120565,100,0.63,342.84,100,0.7,373.37,100,0.64,344.93,50,0.76,397.88,250,0.648,352.204,100,0.96,496.04
B_sa,39,368640,282,0.3723404255319149,430.5425531914894,100,0.44,374.7,100,0.49,379.11,100,0.42,353.12,50,0.4,303.38,250,0.444,370.184,100,0.35,435.89
B_sa,39,430080,282,0.9964539007092199,498.4929078014184,100,0.86,442.19,100,0.89,454.75,100,0.84,433.67,50,0.8,416.5,250,0.856,441.932,100,1.0,500.0
B_sa,39,491520,282,0.9929078014184397,496.92198581560285,100,0.2,157.04,100,0.26,181.81,100,0.18,142.13,50,0.18,139.08,250,0.216,161.716,100,1.0,500.0
B_sa,39,552960,282,0.9893617021276596,497.5354609929078,100,0.83,433.3,100,0.87,447.19,100,0.84,433.76,50,0.76,399.66,250,0.872,448.532,100,1.0,500.0
B_sa,39,614400,282,0.9787234042553191,495.24468085106383,100,0.75,405.87,100,0.73,398.5,100,0.63,352.31,50,0.38,250.38,250,0.704,391.596,100,1.0,500.0
B_sa,4,61440,282,0.07092198581560284,268.49645390070924,100,0.0,130.86,100,0.0,128.29,100,0.0,112.48,50,0.0,100.06,250,0.0,121.608,100,0.14,287.65
B_sa,4,122880,282,0.02127659574468085,183.7163120567376,100,0.0,112.45,100,0.0,109.8,100,0.0,100.79,50,0.0,92.02,250,0.0,106.804,100,0.04,195.54
B_sa,4,184320,282,0.7375886524822695,454.8333333333333,100,0.03,219.42,100,0.05,205.17,100,0.01,153.0,50,0.04,124.62,250,0.024,180.152,100,0.74,460.79
B_sa,4,245760,282,0.9574468085106383,492.2163120567376,100,0.65,358.13,100,0.63,350.65,100,0.51,298.39,50,0.24,182.84,250,0.552,319.856,100,0.98,496.89
B_sa,4,307200,282,0.07446808510638298,252.95744680851064,100,0.0,123.65,100,0.0,121.53,100,0.0,110.63,50,0.0,100.1,250,0.0,117.744,100,0.1,268.83
B_sa,4,368640,282,0.9858156028368794,497.2517730496454,100,0.86,444.21,100,0.91,463.47,100,0.85,437.96,50,0.66,358.3,250,0.892,456.044,100,1.0,500.0
B_sa,4,430080,282,0.7021276595744681,455.92198581560285,100,0.0,152.96,100,0.0,143.22,100,0.0,128.92,50,0.0,100.82,250,0.0,136.692,100,0.73,457.46
B_sa,4,491520,282,0.9858156028368794,496.5248226950355,100,0.78,411.55,100,0.85,436.45,100,0.84,433.31,50,0.8,416.64,250,0.808,419.332,100,1.0,500.0
B_sa,4,552960,282,0.9858156028368794,496.4255319148936,100,0.73,401.27,100,0.74,404.0,100,0.56,340.57,50,0.34,245.34,250,0.672,381.964,100,1.0,500.0
B_sa,4,614400,282,0.8191489361702128,474.8510638297872,100,0.05,240.86,100,0.01,228.76,100,0.0,192.39,50,0.02,152.34,250,0.012,219.464,100,0.86,482.02
B_sa,40,61440,282,0.0425531914893617,214.20921985815602,100,0.0,115.08,100,0.0,112.91,100,0.0,102.0,50,0.0,92.52,250,0.0,108.644,100,0.08,237.2
B_sa,40,122880,282,0.2553191489361702,310.01063829787233,100,0.23,194.0,100,0.17,171.09,100,0.11,141.85,50,0.02,96.18,250,0.172,169.808,100,0.25,305.06
B_sa,40,184320,282,0.04609929078014184,231.98936170212767,100,0.0,138.19,100,0.0,131.13,100,0.0,125.14,50,0.0,109.04,250,0.0,132.112,100,0.07,227.78
B_sa,40,245760,282,0.07801418439716312,262.58156028368796,100,0.0,128.17,100,0.0,123.19,100,0.0,117.31,50,0.0,104.76,250,0.0,123.444,100,0.06,254.96
B_sa,40,307200,282,0.1595744680851064,315.68794326241135,100,0.04,174.22,100,0.0,157.71,100,0.0,147.98,50,0.0,127.56,250,0.0,156.152,100,0.17,303.62
B_sa,40,368640,282,0.9716312056737588,495.65248226950354,100,0.56,314.27,100,0.55,315.63,100,0.59,325.61,50,0.72,382.54,250,0.588,328.368,100,0.98,499.44
B_sa,40,430080,282,0.7943262411347518,473.7411347517731,100,0.45,351.79,100,0.47,361.74,100,0.53,354.38,50,0.56,356.46,250,0.512,362.984,100,0.75,472.61
B_sa,40,491520,282,0.9964539007092199,498.4822695035461,100,0.82,427.62,100,0.85,440.72,100,0.77,405.4,50,0.66,358.64,250,0.84,435.248,100,1.0,500.0
B_sa,40,552960,282,0.975177304964539,494.63475177304963,100,0.81,423.39,100,0.81,423.69,100,0.72,385.48,50,0.5,293.96,250,0.812,424.248,100,1.0,500.0
B_sa,40,614400,282,0.9787234042553191,496.6170212765957,100,0.44,257.57,100,0.46,266.94,100,0.51,285.38,50,0.6,326.4,250,0.504,285.1,100,0.99,499.92
B_sa,41,61440,282,0.0,181.9964539007092,100,0.0,106.88,100,0.0,103.69,100,0.0,97.84,50,0.0,89.66,250,0.0,102.136,100,0.04,202.19
B_sa,41,122880,282,0.7340425531914894,470.1241134751773,100,0.43,359.4,100,0.41,361.26,100,0.5,355.1,50,0.46,325.02,250,0.476,368.248,100,0.74,460.23
B_sa,41,184320,282,0.9929078014184397,497.02836879432624,100,0.46,281.62,100,0.44,268.86,100,0.53,301.04,50,0.58,323.62,250,0.476,281.612,100,1.0,500.0
B_sa,41,245760,282,0.21631205673758866,284.67021276595744,100,0.01,157.12,100,0.0,145.84,100,0.0,121.08,50,0.0,98.1,250,0.0,142.428,100,0.15,272.44
B_sa,41,307200,282,0.031914893617021274,197.09929078014184,100,0.01,128.54,100,0.01,125.06,100,0.0,104.63,50,0.0,96.82,250,0.0,115.2,100,0.05,203.72
B_sa,41,368640,282,0.13829787234042554,302.06028368794324,100,0.0,136.7,100,0.0,134.4,100,0.0,119.57,50,0.0,106.52,250,0.0,128.7,100,0.13,317.74
B_sa,41,430080,282,0.41134751773049644,413.2411347517731,100,0.07,210.33,100,0.13,240.05,100,0.03,193.57,50,0.04,161.46,250,0.064,205.532,100,0.5,424.76
B_sa,41,491520,282,0.30141843971631205,375.7588652482269,100,0.13,207.28,100,0.12,204.21,100,0.03,157.72,50,0.06,130.82,250,0.068,180.712,100,0.33,389.62
B_sa,41,552960,282,0.1524822695035461,347.8829787234043,100,0.45,296.91,100,0.44,292.77,100,0.51,311.26,50,0.48,295.68,250,0.488,308.068,100,0.12,338.6
B_sa,41,614400,282,0.9858156028368794,496.16312056737587,100,0.71,383.1,100,0.76,402.79,100,0.57,324.45,50,0.34,225.96,250,0.7,378.96,100,1.0,500.0
B_sa,42,61440,282,0.5460992907801419,410.677304964539,100,0.39,277.67,100,0.41,273.91,100,0.26,208.47,50,0.2,168.72,250,0.352,252.872,100,0.58,410.81
B_sa,42,122880,282,0.3723404255319149,391.322695035461,100,0.03,227.5,100,0.03,229.68,100,0.0,198.7,50,0.0,167.6,250,0.02,212.692,100,0.43,402.3
B_sa,42,184320,282,0.9929078014184397,497.7269503546099,100,0.83,432.46,100,0.84,437.97,100,0.84,433.08,50,0.78,407.54,250,0.86,443.516,100,1.0,500.0
B_sa,42,245760,282,0.0070921985815602835,192.59929078014184,100,0.04,170.66,100,0.08,184.08,100,0.03,157.02,50,0.02,130.6,250,0.032,161.624,100,0.02,203.64
B_sa,42,307200,282,0.9929078014184397,497.8262411347518,100,0.84,434.52,100,0.87,446.85,100,0.83,429.25,50,0.8,416.14,250,0.868,447.06,100,1.0,500.0
B_sa,42,368640,282,0.14893617021276595,337.5496453900709,100,0.0,70.27,100,0.0,79.7,100,0.0,67.93,50,0.0,64.12,250,0.0,72.292,100,0.18,353.97
B_sa,42,430080,282,0.3049645390070922,420.0673758865248,100,0.15,207.16,100,0.2,227.53,100,0.11,177.06,50,0.18,200.04,250,0.136,194.656,100,0.31,430.06
B_sa,42,491520,282,0.9893617021276596,497.63829787234044,100,0.88,451.42,100,0.96,484.7,100,0.96,483.31,50,0.92,466.66,250,0.944,477.132,100,0.98,498.85
B_sa,42,552960,282,0.9609929078014184,494.0921985815603,100,0.74,390.51,100,0.87,446.93,100,0.82,425.24,50,0.84,432.56,250,0.828,427.756,100,0.98,497.1
B_sa,42,614400,282,0.9822695035460993,493.4503546099291,100,0.0,58.63,100,0.02,69.81,100,0.0,56.37,50,0.04,71.48,250,0.004,61.664,100,1.0,500.0
B_sa,43,61440,282,0.1276595744680851,287.7695035460993,100,0.0,142.3,100,0.0,140.47,100,0.0,114.74,50,0.0,101.34,250,0.0,127.268,100,0.16,305.92
B_sa,43,122880,282,0.2730496453900709,382.81205673758865,100,0.33,289.32,100,0.34,290.66,100,0.34,299.98,50,0.2,280.8,250,0.34,296.288,100,0.28,368.38
B_sa,43,184320,282,0.5283687943262412,413.2517730496454,100,0.27,260.62,100,0.25,258.31,100,0.21,244.47,50,0.04,166.3,250,0.232,256.804,100,0.44,403.92
B_sa,43,245760,282,0.9716312056737588,494.6418439716312,100,0.88,450.27,100,0.89,454.27,100,0.86,441.84,50,0.84,433.32,250,0.896,457.868,100,0.98,496.98
B_sa,43,307200,282,0.5567375886524822,429.0177304964539,100,0.0,174.27,100,0.0,165.37,100,0.0,146.85,50,0.0,118.32,250,0.0,160.432,100,0.47,422.35
B_sa,43,368640,282,0.9929078014184397,498.3581560283688,100,0.72,382.57,100,0.75,394.29,100,0.73,385.97,50,0.72,380.14,250,0.716,380.872,100,1.0,500.0
B_sa,43,430080,282,0.8723404255319149,479.0673758865248,100,0.82,426.83,100,0.85,438.91,100,0.78,409.66,50,0.5,292.56,250,0.82,427.644,100,0.89,486.22
B_sa,43,491520,282,0.9858156028368794,493.61347517730496,100,0.0,54.82,100,0.0,54.56,100,0.0,53.13,50,0.0,48.88,250,0.0,55.208,100,1.0,500.0
B_sa,43,552960,282,0.9822695035460993,491.968085106383,100,0.0,55.01,100,0.0,54.79,100,0.0,53.32,50,0.0,49.12,250,0.0,55.448,100,1.0,500.0
B_sa,43,614400,282,0.9893617021276596,495.31205673758865,100,0.01,66.92,100,0.02,71.31,100,0.0,59.25,50,0.0,54.78,250,0.02,71.272,100,1.0,500.0
B_sa,45,61440,282,0.1524822695035461,269.4148936170213,100,0.0,110.77,100,0.0,107.0,100,0.0,99.93,50,0.0,89.38,250,0.0,105.66,100,0.06,241.3
B_sa,45,122880,282,0.15602836879432624,281.4751773049645,100,0.0,121.91,100,0.0,119.22,100,0.0,107.22,50,0.0,96.1,250,0.0,114.868,100,0.19,294.57
B_sa,45,184320,282,0.08865248226950355,233.32624113475177,100,0.0,122.47,100,0.0,120.37,100,0.0,103.64,50,0.0,94.96,250,0.0,112.652,100,0.09,244.97
B_sa,45,245760,282,0.9326241134751773,489.56028368794324,100,0.89,455.36,100,0.88,451.84,100,0.81,422.23,50,0.72,384.04,250,0.872,448.756,100,0.86,487.9
B_sa,45,307200,282,0.975177304964539,495.91843971631204,100,0.88,451.1,100,0.9,459.48,100,0.9,458.07,50,0.88,450.36,250,0.872,447.976,100,0.98,497.24
B_sa,45,368640,282,0.9893617021276596,495.2730496453901,100,0.0,56.37,100,0.0,56.66,100,0.0,54.47,50,0.0,50.68,250,0.0,56.812,100,1.0,500.0
B_sa,45,430080,282,0.9929078014184397,498.09929078014187,100,0.36,228.58,100,0.37,234.95,100,0.41,245.67,50,0.36,226.6,250,0.336,217.3,100,1.0,500.0
B_sa,45,491520,282,0.6914893617021277,437.36170212765956,100,0.0,173.81,100,0.0,173.45,100,0.0,137.43,50,0.0,117.04,250,0.0,155.096,100,0.69,443.43
B_sa,45,552960,282,0.8723404255319149,477.48581560283685,100,0.58,327.55,100,0.57,327.18,100,0.54,310.31,50,0.38,247.58,250,0.584,330.176,100,0.94,486.46
B_sa,45,614400,282,0.9929078014184397,498.1099290780142,100,0.5,288.58,100,0.66,355.35,100,0.59,324.38,50,0.72,379.44,250,0.556,310.528,100,1.0,500.0
B_sa,44,61440,282,0.1276595744680851,288.5496453900709,100,0.26,238.54,100,0.26,234.18,100,0.15,182.97,50,0.1,147.72,250,0.208,214.968,100,0.14,302.18
B_sa,44,122880,282,0.05673758865248227,227.97163120567376,100,0.0,112.02,100,0.0,108.67,100,0.0,103.62,50,0.0,93.08,250,0.0,108.472,100,0.06,218.26
B_sa,44,184320,282,0.3191489361702128,354.8333333333333,100,0.0,138.93,100,0.0,133.26,100,0.0,124.18,50,0.0,107.3,250,0.0,132.0,100,0.25,334.53
B_sa,44,245760,282,0.8687943262411347,479.1241134751773,100,0.52,352.63,100,0.52,346.8,100,0.32,274.84,50,0.24,202.18,250,0.412,317.18,100,0.91,489.36
B_sa,44,307200,282,0.9893617021276596,495.3156028368794,100,0.02,70.87,100,0.02,72.95,100,0.0,59.61,50,0.02,64.12,250,0.012,69.096,100,1.0,500.0
B_sa,44,368640,282,0.9609929078014184,491.1914893617021,100,0.76,402.98,100,0.77,409.62,100,0.71,383.79,50,0.54,311.0,250,0.756,402.412,100,0.99,499.77
B_sa,44,430080,282,0.9893617021276596,495.4148936170213,100,0.0,60.95,100,0.01,67.74,100,0.01,63.05,50,0.18,136.12,250,0.008,65.756,100,1.0,500.0
B_sa,44,491520,282,0.9787234042553191,490.52836879432624,100,0.0,55.92,100,0.0,55.97,100,0.0,53.78,50,0.0,49.38,250,0.0,56.204,100,0.99,495.35
B_sa,44,552960,282,0.9893617021276596,495.37943262411346,100,0.04,84.73,100,0.07,96.73,100,0.01,65.8,50,0.18,138.98,250,0.044,84.676,100,1.0,500.0
B_sa,44,614400,282,0.975177304964539,495.468085106383,100,0.09,108.41,100,0.21,155.74,100,0.14,122.7,50,0.24,167.36,250,0.088,106.996,100,0.99,499.9
B_sa,46,61440,282,0.1347517730496454,291.65248226950354,100,0.0,120.65,100,0.0,116.88,100,0.0,105.67,50,0.0,93.98,250,0.0,113.184,100,0.2,297.58
B_sa,46,122880,282,0.1276595744680851,292.468085106383,100,0.0,159.02,100,0.0,149.15,100,0.0,142.72,50,0.0,126.86,250,0.004,149.012,100,0.1,282.02
B_sa,46,184320,282,0.9716312056737588,492.4113475177305,100,0.79,414.4,100,0.7,383.21,100,0.65,358.25,50,0.46,277.42,250,0.732,393.384,100,0.98,493.39
B_sa,46,245760,282,0.9148936170212766,487.48581560283685,100,0.75,399.33,100,0.77,407.46,100,0.6,337.19,50,0.3,211.94,250,0.696,378.584,100,0.9,491.26
B_sa,46,307200,282,0.6879432624113475,465.0248226950355,100,0.71,400.24,100,0.69,407.21,100,0.54,343.16,50,0.34,236.5,250,0.644,383.984,100,0.71,470.38
B_sa,46,368640,282,0.9787234042553191,496.5744680851064,100,0.74,392.44,100,0.75,399.3,100,0.81,420.06,50,0.76,400.08,250,0.744,394.392,100,0.99,499.8
B_sa,46,430080,282,0.9680851063829787,492.4468085106383,100,0.75,399.38,100,0.76,403.71,100,0.59,333.69,50,0.36,236.14,250,0.672,369.9,100,0.97,495.44
B_sa,46,491520,282,0.6737588652482269,428.5744680851064,100,0.24,206.48,100,0.21,196.37,100,0.13,155.03,50,0.04,109.02,250,0.2,188.356,100,0.73,436.18
B_sa,46,552960,282,0.0851063829787234,326.09929078014187,100,0.12,198.64,100,0.25,243.26,100,0.35,274.6,50,0.28,245.3,250,0.232,247.192,100,0.06,314.75
B_sa,46,614400,282,0.549645390070922,439.6099290780142,100,0.0,164.38,100,0.0,184.92,100,0.0,173.72,50,0.0,144.98,250,0.0,171.072,100,0.56,442.92
B_sa,47,61440,282,0.07801418439716312,227.9964539007092,100,0.0,106.81,100,0.0,104.48,100,0.0,96.81,50,0.0,88.06,250,0.0,102.168,100,0.1,244.76
B_sa,47,122880,282,0.04964539007092199,217.36524822695034,100,0.0,106.52,100,0.0,104.05,100,0.0,97.92,50,0.0,89.26,250,0.0,102.66,100,0.03,223.94
B_sa,47,184320,282,0.07092198581560284,269.709219858156,100,0.0,146.74,100,0.01,145.46,100,0.0,127.86,50,0.0,117.78,250,0.0,138.076,100,0.07,279.42
B_sa,47,245760,282,0.03900709219858156,206.84751773049646,100,0.0,114.95,100,0.0,112.66,100,0.0,102.98,50,0.0,93.98,250,0.0,109.28,100,0.02,210.34
B_sa,47,307200,282,0.05319148936170213,229.6631205673759,100,0.0,123.26,100,0.0,120.87,100,0.0,107.91,50,0.0,97.9,250,0.0,115.748,100,0.06,238.43
B_sa,47,368640,282,0.851063829787234,479.52127659574467,100,0.33,300.32,100,0.32,295.01,100,0.22,242.52,50,0.16,195.44,250,0.288,278.332,100,0.91,488.47
B_sa,47,430080,282,0.9113475177304965,487.3936170212766,100,0.61,384.13,100,0.61,374.48,100,0.43,308.01,50,0.32,233.58,250,0.556,359.372,100,0.91,491.32
B_sa,47,491520,282,1.0,500.0,100,0.59,332.54,100,0.58,329.87,100,0.67,360.88,50,0.72,383.9,250,0.636,349.576,100,1.0,500.0
B_sa,47,552960,282,0.9858156028368794,497.43971631205676,100,0.18,145.93,100,0.27,184.92,100,0.31,200.1,50,0.5,281.0,250,0.276,187.104,100,0.98,499.77
B_sa,47,614400,282,0.950354609929078,492.5070921985816,100,0.61,337.24,100,0.58,331.65,100,0.66,356.88,50,0.56,321.44,250,0.664,360.364,100,0.99,499.78
B_sa,48,61440,282,0.9609929078014184,492.9609929078014,100,0.8,418.22,100,0.79,414.76,100,0.66,360.13,50,0.36,233.34,250,0.744,396.504,100,0.96,492.33
B_sa,48,122880,282,0.04964539007092199,221.67375886524823,100,0.0,127.13,100,0.0,122.26,100,0.0,116.73,50,0.0,102.4,250,0.0,122.404,100,0.05,220.71
B_sa,48,184320,282,0.23049645390070922,328.0425531914894,100,0.0,128.35,100,0.0,124.49,100,0.0,115.58,50,0.0,102.22,250,0.0,122.572,100,0.08,308.47
B_sa,48,245760,282,0.9716312056737588,495.4645390070922,100,0.56,396.12,100,0.58,405.79,100,0.55,384.81,50,0.54,362.94,250,0.56,396.636,100,0.98,497.12
B_sa,48,307200,282,0.5709219858156028,437.35460992907804,100,0.16,239.27,100,0.13,229.41,100,0.06,207.14,50,0.02,159.68,250,0.112,222.948,100,0.53,427.65
B_sa,48,368640,282,0.9893617021276596,498.23758865248226,100,0.06,95.68,100,0.22,162.0,100,0.17,138.31,50,0.42,247.32,250,0.128,124.472,100,0.99,499.98
B_sa,48,430080,282,0.9680851063829787,492.4468085106383,100,0.74,396.93,100,0.76,404.78,100,0.63,351.28,50,0.38,246.62,250,0.724,390.576,100,0.99,499.89
B_sa,48,491520,282,0.9858156028368794,493.63120567375887,100,0.0,55.58,100,0.0,55.5,100,0.0,53.82,50,0.0,49.74,250,0.0,56.04,100,1.0,500.0
B_sa,48,552960,282,0.9716312056737588,487.1950354609929,100,0.0,55.03,100,0.0,54.78,100,0.0,53.32,50,0.0,49.04,250,0.0,55.44,100,1.0,500.0
B_sa,48,614400,282,0.5886524822695035,426.4113475177305,100,0.0,185.47,100,0.0,180.13,100,0.0,159.54,50,0.0,108.04,250,0.0,174.132,100,0.56,429.99
B_sa,49,61440,282,0.07092198581560284,252.23758865248226,100,0.0,120.67,100,0.0,117.47,100,0.0,109.4,50,0.0,98.06,250,0.0,115.28,100,0.12,265.0
B_sa,49,122880,282,0.2978723404255319,371.41843971631204,100,0.0,176.04,100,0.0,173.31,100,0.0,155.74,50,0.0,134.9,250,0.0,166.172,100,0.36,384.59
B_sa,49,184320,282,0.6702127659574468,461.29432624113474,100,0.0,122.65,100,0.0,154.86,100,0.0,132.17,50,0.0,128.58,250,0.0,132.648,100,0.67,465.05
B_sa,49,245760,282,0.9078014184397163,481.6276595744681,100,0.8,419.32,100,0.81,424.16,100,0.75,397.97,50,0.7,375.38,250,0.832,432.676,100,0.89,477.47
B_sa,49,307200,282,0.9822695035460993,496.5390070921986,100,0.58,324.36,100,0.54,305.75,100,0.63,341.12,50,0.64,346.8,250,0.612,336.608,100,1.0,500.0
B_sa,49,368640,282,0.6170212765957447,444.65248226950354,100,0.56,344.54,100,0.5,332.93,100,0.34,248.45,50,0.24,194.28,250,0.452,302.64,100,0.66,464.56
B_sa,49,430080,282,0.9787234042553191,494.5496453900709,100,0.7,376.67,100,0.73,391.28,100,0.66,364.12,50,0.5,287.5,250,0.7,379.596,100,1.0,500.0
B_sa,49,491520,282,0.5212765957446809,449.1843971631206,100,0.45,337.34,100,0.47,346.26,100,0.53,344.74,50,0.48,315.2,250,0.512,350.32,100,0.43,436.71
B_sa,49,552960,282,0.9716312056737588,487.29787234042556,100,0.0,54.62,100,0.0,54.19,100,0.0,52.97,50,0.0,48.58,250,0.0,54.984,100,1.0,500.0
B_sa,49,614400,282,0.8297872340425532,422.4503546099291,100,0.0,54.51,100,0.0,53.96,100,0.0,52.88,50,0.0,48.46,250,0.0,54.872,100,0.88,448.9
B_sa,5,61440,282,0.03900709219858156,196.5212765957447,100,0.0,99.42,100,0.0,97.04,100,0.0,92.0,50,0.0,84.44,250,0.0,96.064,100,0.04,197.79
B_sa,5,122880,282,0.03900709219858156,284.83687943262413,100,0.25,283.63,100,0.29,282.76,100,0.4,302.84,50,0.46,292.58,250,0.344,298.272,100,0.01,272.2
B_sa,5,184320,282,0.9716312056737588,496.18794326241135,100,0.42,255.18,100,0.38,233.98,100,0.48,277.14,50,0.58,323.88,250,0.404,249.132,100,0.98,498.63
B_sa,5,245760,282,0.9858156028368794,495.3333333333333,100,0.0,58.15,100,0.01,65.22,100,0.0,56.73,50,0.04,71.6,250,0.0,59.42,100,1.0,500.0
B_sa,5,307200,282,0.3546099290780142,351.99645390070924,100,0.07,155.04,100,0.05,144.19,100,0.01,111.26,50,0.02,109.66,250,0.024,126.892,100,0.38,361.54
B_sa,5,368640,282,0.12411347517730496,264.67021276595744,100,0.0,121.26,100,0.0,118.38,100,0.0,102.94,50,0.0,94.62,250,0.0,111.828,100,0.11,272.45
B_sa,5,430080,282,0.9822695035460993,496.7411347517731,100,0.9,461.04,100,0.99,495.99,100,0.94,475.12,50,0.9,458.3,250,0.952,481.244,100,0.99,498.17
B_sa,5,491520,282,0.8404255319148937,482.6170212765957,100,0.45,263.23,100,0.57,314.76,100,0.51,286.9,50,0.62,334.5,250,0.48,275.512,100,0.88,486.94
B_sa,5,552960,282,0.9964539007092199,498.4432624113475,100,0.69,372.12,100,0.64,350.98,100,0.68,364.75,50,0.78,405.88,250,0.648,354.58,100,1.0,500.0
B_sa,5,614400,282,0.9893617021276596,495.322695035461,100,0.0,62.57,100,0.0,63.27,100,0.0,59.15,50,0.02,64.06,250,0.004,64.716,100,1.0,500.0
B_sa,50,61440,282,0.14184397163120568,252.81914893617022,100,0.0,103.37,100,0.0,100.33,100,0.0,93.98,50,0.0,85.48,250,0.0,98.912,100,0.09,235.21
B_sa,50,122880,282,0.1702127659574468,276.40425531914894,100,0.0,115.74,100,0.0,111.34,100,0.0,104.05,50,0.0,92.52,250,0.0,110.116,100,0.08,252.24
B_sa,50,184320,282,0.6524822695035462,447.68794326241135,100,0.0,191.39,100,0.0,185.88,100,0.0,165.91,50,0.0,142.64,250,0.0,179.964,100,0.67,450.95
B_sa,50,245760,282,0.0425531914893617,212.3404255319149,100,0.0,112.18,100,0.0,109.94,100,0.0,102.13,50,0.0,93.24,250,0.0,107.692,100,0.04,225.53
B_sa,50,307200,282,0.9964539007092199,498.5496453900709,100,0.28,197.91,100,0.41,253.72,100,0.38,232.28,50,0.56,309.6,250,0.34,219.76,100,1.0,500.0
B_sa,50,368640,282,0.8297872340425532,477.01063829787233,100,0.47,351.74,100,0.49,348.33,100,0.37,294.6,50,0.3,234.0,250,0.444,332.404,100,0.85,484.68
B_sa,50,430080,282,0.9822695035460993,495.209219858156,100,0.88,450.65,100,0.9,458.82,100,0.77,405.14,50,0.62,341.3,250,0.88,451.016,100,1.0,500.0
