arm,seed,step,E0/n,E0/success,E0/mean_steps,E1v/n,E1v/success,E1v/mean_steps,E2v/n,E2v/success,E2v/mean_steps,E3v/n,E3v/success,E3v/mean_steps,E4v/n,E4v/success,E4v/mean_steps,E6/n,E6/success,E6/mean_steps,E7/n,E7/success,E7/mean_steps
B_mab,31,245760,282,0.9893617021276596,497.0248226950355,100,0.79,414.74,100,0.82,426.8,100,0.71,380.44,50,0.4,250.24,250,0.792,415.74,100,1.0,500.0
B_mab,31,307200,282,0.30141843971631205,332.63120567375887,100,0.0,121.47,100,0.0,118.41,100,0.0,106.28,50,0.0,95.64,250,0.0,114.032,100,0.34,341.99
B_mab,31,368640,282,0.9361702127659575,491.5851063829787,100,0.34,347.61,100,0.29,336.52,100,0.12,286.77,50,0.08,213.24,250,0.204,319.088,100,0.96,495.91
B_mab,31,430080,282,0.9893617021276596,496.29787234042556,100,0.38,243.82,100,0.36,237.93,100,0.39,241.96,50,0.3,197.54,250,0.368,236.896,100,1.0,500.0
B_mab,31,491520,282,0.9822695035460993,492.0673758865248,100,0.0,55.19,100,0.0,55.2,100,0.0,53.48,50,0.0,49.4,250,0.0,55.668,100,1.0,500.0
B_mab,31,552960,282,0.9893617021276596,495.29787234042556,100,0.0,57.97,100,0.0,58.73,100,0.0,56.06,50,0.0,52.32,250,0.0,58.624,100,1.0,500.0
B_mab,31,614400,282,0.9609929078014184,484.468085106383,100,0.0,60.6,100,0.0,61.24,100,0.0,58.66,50,0.0,55.78,250,0.0,61.652,100,0.98,492.05
B_mab,30,61440,282,0.35815602836879434,374.54609929078015,100,0.01,202.92,100,0.02,202.08,100,0.0,164.78,50,0.0,139.02,250,0.0,186.456,100,0.41,389.77
B_mab,30,122880,282,0.375886524822695,380.34751773049646,100,0.0,176.69,100,0.0,174.48,100,0.0,164.06,50,0.0,147.52,250,0.0,171.6,100,0.26,364.31
B_mab,30,184320,282,0.20567375886524822,314.4148936170213,100,0.0,136.39,100,0.0,131.49,100,0.0,123.01,50,0.0,106.38,250,0.0,130.22,100,0.12,289.95
B_mab,30,245760,282,0.05319148936170213,245.01063829787233,100,0.0,128.9,100,0.0,125.91,100,0.0,120.31,50,0.0,108.64,250,0.0,124.664,100,0.08,240.19
B_mab,30,307200,282,0.9929078014184397,499.0851063829787,100,0.84,434.71,100,0.89,456.82,100,0.88,451.05,50,0.9,458.22,250,0.868,447.332,100,1.0,500.0
B_mab,30,368640,282,0.07446808510638298,227.30141843971631,100,0.0,110.69,100,0.0,106.68,100,0.0,101.07,50,0.0,90.04,250,0.0,106.328,100,0.05,217.53
B_mab,30,430080,282,0.6737588652482269,456.40425531914894,100,0.0,197.44,100,0.0,190.25,100,0.0,170.28,50,0.0,145.84,250,0.0,184.048,100,0.7,461.63
B_mab,30,491520,282,0.9893617021276596,496.92198581560285,100,0.03,77.19,100,0.12,118.91,100,0.07,94.05,50,0.28,183.32,250,0.072,97.752,100,1.0,500.0
B_mab,30,552960,282,0.9822695035460993,497.12056737588654,100,0.29,193.13,100,0.44,258.13,100,0.25,173.93,50,0.42,247.36,250,0.284,191.724,100,0.99,498.15
B_mab,30,614400,282,0.9645390070921985,493.3936170212766,100,0.47,362.01,100,0.45,368.63,100,0.24,288.9,50,0.1,207.82,250,0.348,340.456,100,0.96,495.33
B_mab,3,61440,282,0.46099290780141844,394.16312056737587,100,0.21,252.45,100,0.12,246.78,100,0.09,222.9,50,0.02,135.06,250,0.148,237.692,100,0.42,390.22
B_mab,3,122880,282,0.7092198581560284,466.51418439716315,100,0.43,352.2,100,0.41,351.21,100,0.45,326.43,50,0.32,258.82,250,0.468,352.964,100,0.71,457.62
B_mab,3,184320,282,0.1099290780141844,246.47517730496455,100,0.0,105.77,100,0.0,102.85,100,0.0,97.26,50,0.0,87.8,250,0.0,102.052,100,0.07,225.13
B_mab,3,245760,282,0.75177304964539,469.1737588652482,100,0.32,316.18,100,0.29,317.63,100,0.23,299.35,50,0.06,242.36,250,0.288,315.548,100,0.68,466.19
B_mab,3,307200,282,0.9290780141843972,491.15602836879435,100,0.88,451.37,100,0.91,463.43,100,0.83,430.2,50,0.76,400.6,250,0.912,464.48,100,0.85,485.49
B_mab,3,368640,282,0.9964539007092199,498.90070921985813,100,0.69,372.12,100,0.76,399.21,100,0.76,401.26,50,0.84,433.98,250,0.696,373.32,100,1.0,500.0
B_mab,3,430080,282,0.9822695035460993,494.97163120567376,100,0.46,277.96,100,0.39,249.09,100,0.33,224.28,50,0.24,173.3,250,0.352,232.304,100,0.99,498.04
B_mab,3,491520,282,0.9822695035460993,496.1099290780142,100,0.48,279.33,100,0.43,257.14,100,0.53,298.12,50,0.54,302.9,250,0.516,294.568,100,1.0,500.0
B_mab,3,552960,282,0.9822695035460993,495.43971631205676,100,0.79,411.89,100,0.8,419.28,100,0.77,404.45,50,0.74,390.74,250,0.78,409.224,100,1.0,500.0
B_mab,3,614400,282,0.9432624113475178,490.4113475177305,100,0.27,308.46,100,0.16,299.93,100,0.1,264.99,50,0.08,196.1,250,0.144,293.34,100,0.94,493.26
B_mab,32,61440,282,0.05673758865248227,210.95744680851064,100,0.0,105.48,100,0.0,103.38,100,0.0,94.9,50,0.0,87.12,250,0.0,100.352,100,0.07,225.76
B_mab,32,122880,282,0.38652482269503546,371.92907801418437,100,0.0,134.26,100,0.0,128.0,100,0.0,112.14,50,0.0,97.06,250,0.0,122.492,100,0.31,365.05
B_mab,32,184320,282,0.05319148936170213,218.24468085106383,100,0.0,108.42,100,0.0,105.99,100,0.0,98.93,50,0.0,90.26,250,0.0,104.112,100,0.1,238.82
B_mab,32,245760,282,0.9468085106382979,491.93971631205676,100,0.82,441.39,100,0.85,449.11,100,0.71,412.4,50,0.46,297.42,250,0.776,446.224,100,0.96,498.65
B_mab,32,307200,282,0.9787234042553191,494.54609929078015,100,0.73,390.88,100,0.77,406.76,100,0.59,332.04,50,0.32,217.76,250,0.704,380.212,100,0.99,499.07
B_mab,32,368640,282,0.9858156028368794,497.3191489361702,100,0.89,455.0,100,0.92,469.91,100,0.88,450.41,50,0.84,432.98,250,0.94,476.784,100,0.98,497.94
B_mab,32,430080,282,0.9929078014184397,496.9574468085106,100,0.18,151.06,100,0.25,187.2,100,0.21,161.89,50,0.34,215.72,250,0.22,167.72,100,1.0,500.0
B_mab,32,491520,282,0.8156028368794326,480.13829787234044,100,0.84,435.82,100,0.88,451.56,100,0.81,422.15,50,0.54,310.14,250,0.864,445.488,100,0.91,496.12
B_mab,32,552960,282,0.9822695035460993,495.1099290780142,100,0.51,290.21,100,0.5,285.4,100,0.58,318.19,50,0.64,346.88,250,0.56,312.684,100,0.99,499.89
B_mab,32,614400,282,0.9858156028368794,497.0177304964539,100,0.64,349.84,100,0.62,347.24,100,0.68,363.64,50,0.74,392.08,250,0.696,372.628,100,1.0,500.0
B_mab,33,61440,282,0.024822695035460994,187.7127659574468,100,0.0,100.14,100,0.0,97.09,100,0.0,93.09,50,0.0,84.92,250,0.0,96.988,100,0.02,174.36
B_mab,33,122880,282,0.04964539007092199,219.39361702127658,100,0.0,116.21,100,0.0,115.09,100,0.0,98.88,50,0.0,92.0,250,0.0,107.048,100,0.08,235.87
B_mab,33,184320,282,0.2624113475177305,347.1489361702128,100,0.0,146.98,100,0.0,143.45,100,0.0,131.55,50,0.0,113.22,250,0.0,140.092,100,0.1,326.39
B_mab,33,245760,282,0.8049645390070922,469.4148936170213,100,0.04,256.1,100,0.0,244.41,100,0.0,209.58,50,0.0,152.4,250,0.004,234.264,100,0.84,467.99
B_mab,33,307200,282,0.9893617021276596,495.968085106383,100,0.23,179.56,100,0.27,190.36,100,0.28,193.26,50,0.18,143.0,250,0.272,191.072,100,1.0,500.0
B_mab,33,368640,282,0.9680851063829787,491.2482269503546,100,0.1,128.6,100,0.13,136.21,100,0.15,135.64,50,0.02,77.68,250,0.12,130.82,100,0.99,496.82
B_mab,33,430080,282,0.9929078014184397,496.98936170212767,100,0.35,226.29,100,0.45,270.62,100,0.37,230.23,50,0.32,203.68,250,0.368,235.468,100,1.0,500.0
B_mab,33,491520,282,0.9290780141843972,491.02127659574467,100,0.58,323.69,100,0.54,312.16,100,0.64,346.96,50,0.68,366.16,250,0.612,338.236,100,0.93,495.4
B_mab,33,552960,282,0.9361702127659575,488.5425531914894,100,0.53,311.17,100,0.42,275.19,100,0.44,278.14,50,0.24,181.0,250,0.44,280.984,100,0.96,491.08
B_mab,33,614400,282,0.9645390070921985,492.68794326241135,100,0.62,349.62,100,0.64,360.53,100,0.51,300.49,50,0.28,199.74,250,0.592,337.264,100,0.99,497.34
B_mab,34,61440,282,0.1453900709219858,254.6418439716312,100,0.0,104.47,100,0.0,101.07,100,0.0,94.37,50,0.0,85.26,250,0.0,99.536,100,0.06,235.95
B_mab,34,122880,282,0.0673758865248227,247.64893617021278,100,0.0,125.54,100,0.0,122.93,100,0.0,113.06,50,0.0,101.82,250,0.0,119.516,100,0.1,269.54
B_mab,34,184320,282,0.014184397163120567,175.09574468085106,100,0.0,107.13,100,0.0,105.1,100,0.0,96.67,50,0.0,88.62,250,0.0,102.184,100,0.04,189.41
B_mab,34,245760,282,0.5354609929078015,424.84397163120565,100,0.0,181.64,100,0.0,184.29,100,0.0,167.84,50,0.0,145.32,250,0.0,177.632,100,0.54,425.74
B_mab,34,307200,282,0.975177304964539,496.52836879432624,100,0.28,196.77,100,0.42,269.38,100,0.29,195.0,50,0.44,287.3,250,0.272,207.56,100,0.97,497.04
B_mab,34,368640,282,0.9822695035460993,497.2304964539007,100,0.4,249.57,100,0.62,339.46,100,0.56,310.9,50,0.7,370.56,250,0.496,286.656,100,1.0,500.0
B_mab,34,430080,282,0.9893617021276596,499.47163120567376,100,0.81,422.23,100,0.88,450.34,100,0.85,437.38,50,0.88,449.32,250,0.824,427.76,100,1.0,500.0
B_mab,34,491520,282,0.975177304964539,488.7304964539007,100,0.0,55.0,100,0.0,54.91,100,0.0,53.33,50,0.0,49.12,250,0.0,55.516,100,1.0,500.0
B_mab,34,552960,282,0.9893617021276596,496.78014184397165,100,0.33,219.9,100,0.38,236.02,100,0.34,213.9,50,0.3,198.38,250,0.328,213.28,100,1.0,500.0
B_mab,34,614400,282,0.9822695035460993,492.031914893617,100,0.0,54.68,100,0.0,54.39,100,0.0,53.03,50,0.0,48.6,250,0.0,55.084,100,1.0,500.0
B_mab,35,61440,282,0.03900709219858156,188.08510638297872,100,0.0,97.4,100,0.0,95.23,100,0.0,90.2,50,0.0,83.02,250,0.0,94.14,100,0.03,197.19
B_mab,35,122880,282,0.8120567375886525,477.9113475177305,100,0.26,306.61,100,0.27,319.39,100,0.32,329.46,50,0.18,311.24,250,0.276,307.712,100,0.79,472.93
B_mab,35,184320,282,0.975177304964539,493.66312056737587,100,0.84,436.95,100,0.88,450.5,100,0.76,400.59,50,0.52,298.38,250,0.872,448.152,100,0.98,491.03
B_mab,35,245760,282,0.05673758865248227,211.65602836879432,100,0.0,102.48,100,0.0,99.52,100,0.0,94.58,50,0.0,85.72,250,0.0,98.968,100,0.04,198.6
B_mab,35,307200,282,0.9787234042553191,495.13475177304963,100,0.87,446.17,100,0.87,446.46,100,0.82,426.6,50,0.78,409.72,250,0.864,445.308,100,0.99,495.02
B_mab,35,368640,282,0.9290780141843972,489.7659574468085,100,0.82,426.79,100,0.84,435.03,100,0.7,377.57,50,0.46,275.54,250,0.82,427.596,100,0.97,498.76
B_mab,35,430080,282,0.9929078014184397,496.968085106383,100,0.23,177.96,100,0.27,193.53,100,0.28,191.22,50,0.18,148.9,250,0.264,186.74,100,1.0,500.0
B_mab,35,491520,282,0.9539007092198581,492.6099290780142,100,0.15,127.05,100,0.15,132.64,100,0.08,94.36,50,0.12,110.74,250,0.12,114.844,100,0.97,499.45
B_mab,35,552960,282,0.9858156028368794,496.2304964539007,100,0.57,323.64,100,0.6,334.21,100,0.55,310.52,50,0.38,235.52,250,0.528,307.324,100,1.0,500.0
B_mab,35,614400,282,0.851063829787234,476.9929078014184,100,0.01,247.33,100,0.0,247.25,100,0.0,196.28,50,0.0,150.58,250,0.0,225.564,100,0.84,478.73
B_mab,36,61440,282,0.10638297872340426,257.0425531914894,100,0.0,114.24,100,0.0,113.03,100,0.0,99.09,50,0.0,91.2,250,0.0,106.3,100,0.18,277.93
B_mab,36,122880,282,0.1879432624113475,287.8829787234043,100,0.0,125.44,100,0.0,114.45,100,0.0,105.28,50,0.0,90.62,250,0.0,113.8,100,0.19,277.92
B_mab,36,184320,282,0.1773049645390071,311.531914893617,100,0.0,132.5,100,0.0,128.15,100,0.0,120.81,50,0.0,107.48,250,0.0,127.148,100,0.12,287.96
B_mab,36,245760,282,0.11347517730496454,284.8758865248227,100,0.02,161.06,100,0.0,145.69,100,0.0,135.76,50,0.0,110.96,250,0.0,146.784,100,0.1,274.7
B_mab,36,307200,282,0.9290780141843972,491.1914893617021,100,0.15,208.29,100,0.11,211.79,100,0.09,207.3,50,0.02,169.32,250,0.096,206.212,100,0.95,496.3
B_mab,36,368640,282,0.40425531914893614,433.6843971631206,100,0.08,170.14,100,0.24,233.14,100,0.32,249.35,50,0.42,293.74,250,0.192,206.292,100,0.32,419.65
B_mab,36,430080,282,0.9858156028368794,493.6276595744681,100,0.0,55.29,100,0.0,55.26,100,0.0,53.58,50,0.0,49.52,250,0.0,55.748,100,1.0,500.0
B_mab,36,491520,282,0.9893617021276596,495.3581560283688,100,0.0,58.1,100,0.0,61.33,100,0.0,56.88,50,0.0,53.9,250,0.0,59.464,100,1.0,500.0
B_mab,36,552960,282,0.9964539007092199,498.54609929078015,100,0.53,305.95,100,0.61,338.43,100,0.57,318.24,50,0.5,284.36,250,0.512,298.628,100,1.0,500.0
B_mab,36,614400,282,0.9858156028368794,494.2588652482269,100,0.12,120.83,100,0.16,139.81,100,0.1,105.35,50,0.16,130.64,250,0.124,118.624,100,1.0,500.0
B_mab,37,61440,282,0.17375886524822695,293.28723404255317,100,0.0,118.94,100,0.0,114.64,100,0.0,105.02,50,0.0,92.68,250,0.0,112.012,100,0.11,277.4
B_mab,37,122880,282,0.9893617021276596,496.5177304964539,100,0.73,392.76,100,0.77,407.31,100,0.72,385.97,50,0.62,339.02,250,0.748,397.688,100,1.0,500.0
B_mab,37,184320,282,0.24468085106382978,427.4255319148936,100,0.02,174.02,100,0.1,223.52,100,0.05,174.73,50,0.1,173.68,250,0.048,181.176,100,0.21,417.45
B_mab,37,245760,282,0.9539007092198581,489.3758865248227,100,0.8,417.91,100,0.82,426.32,100,0.77,404.41,50,0.56,316.14,250,0.812,423.38,100,0.99,497.87
B_mab,37,307200,282,0.7836879432624113,458.4929078014184,100,0.45,284.34,100,0.38,257.27,100,0.23,193.6,50,0.14,145.22,250,0.336,239.18,100,0.86,477.94
B_mab,37,368640,282,0.9397163120567376,485.0,100,0.6,340.85,100,0.61,343.7,100,0.48,289.84,50,0.24,186.24,250,0.564,326.02,100,0.96,492.68
B_mab,37,430080,282,0.723404255319149,458.6666666666667,100,0.77,408.34,100,0.83,433.56,100,0.71,384.04,50,0.52,303.28,250,0.788,415.492,100,0.75,467.27
B_mab,37,491520,282,0.9148936170212766,483.2588652482269,100,0.78,412.9,100,0.83,431.98,100,0.7,378.56,50,0.46,277.54,250,0.8,419.996,100,0.92,488.39
B_mab,37,552960,282,0.9929078014184397,498.13120567375887,100,0.45,263.93,100,0.44,261.75,100,0.55,304.17,50,0.58,317.78,250,0.504,287.912,100,1.0,500.0
B_mab,37,614400,282,0.9929078014184397,496.93971631205676,100,0.13,120.85,100,0.15,128.2,100,0.17,133.79,50,0.14,118.62,250,0.144,125.396,100,1.0,500.0
B_mab,38,61440,282,0.1773049645390071,292.59929078014187,100,0.0,125.59,100,0.0,119.03,100,0.0,109.65,50,0.0,94.46,250,0.0,117.208,100,0.13,275.64
B_mab,38,122880,282,0.5460992907801419,419.0,100,0.0,202.87,100,0.0,186.86,100,0.0,166.17,50,0.0,124.2,250,0.0,182.652,100,0.47,406.54
B_mab,38,184320,282,0.2801418439716312,349.52836879432624,100,0.0,148.46,100,0.0,145.64,100,0.0,129.22,50,0.0,113.12,250,0.0,139.628,100,0.34,358.57
B_mab,38,245760,282,0.5851063829787234,440.75531914893617,100,0.0,172.51,100,0.01,184.98,100,0.0,160.49,50,0.0,149.16,250,0.0,164.768,100,0.61,450.79
B_mab,38,307200,282,0.9964539007092199,499.58156028368796,100,0.85,437.27,100,0.92,467.26,100,0.91,462.26,50,0.92,466.46,250,0.86,443.336,100,1.0,500.0
B_mab,38,368640,282,0.975177304964539,493.1489361702128,100,0.8,420.14,100,0.78,412.42,100,0.71,381.82,50,0.46,278.24,250,0.752,403.588,100,0.99,497.37
B_mab,38,430080,282,0.9893617021276596,497.78723404255317,100,0.8,417.68,100,0.87,446.76,100,0.86,441.13,50,0.86,441.04,250,0.844,437.728,100,1.0,500.0
B_mab,38,491520,282,0.9787234042553191,494.71276595744683,100,0.63,349.29,100,0.56,324.0,100,0.62,339.32,50,0.58,321.38,250,0.624,343.436,100,1.0,500.0
B_mab,38,552960,282,0.9929078014184397,497.4148936170213,100,0.87,448.42,100,0.9,458.94,100,0.79,413.46,50,0.62,341.88,250,0.888,454.804,100,1.0,500.0
B_mab,38,614400,282,0.74822695035461,449.61347517730496,100,0.13,248.45,100,0.11,247.92,100,0.04,191.66,50,0.04,169.04,250,0.072,225.192,100,0.73,454.59
B_mab,39,61440,282,0.3829787234042553,380.87943262411346,100,0.0,173.81,100,0.0,168.44,100,0.0,156.37,50,0.0,135.5,250,0.0,166.548,100,0.28,361.75
B_mab,39,122880,282,0.16666666666666666,306.5851063829787,100,0.0,137.58,100,0.0,134.1,100,0.0,122.38,50,0.0,109.26,250,0.0,130.136,100,0.21,322.38
B_mab,39,184320,282,0.29432624113475175,357.2836879432624,100,0.0,153.31,100,0.0,148.11,100,0.0,133.06,50,0.0,120.3,250,0.0,142.02,100,0.32,369.08
B_mab,39,245760,282,0.33687943262411346,378.5354609929078,100,0.0,165.52,100,0.0,155.0,100,0.0,147.95,50,0.0,131.42,250,0.0,156.484,100,0.25,364.39
B_mab,39,307200,282,0.9468085106382979,492.59574468085106,100,0.21,322.84,100,0.19,313.64,100,0.06,258.46,50,0.08,205.08,250,0.112,287.82,100,0.94,496.85
B_mab,39,368640,282,0.9929078014184397,496.9929078014184,100,0.4,250.45,100,0.45,268.96,100,0.43,255.41,50,0.58,320.54,250,0.428,256.808,100,1.0,500.0
B_mab,39,430080,282,0.9716312056737588,494.23758865248226,100,0.22,160.53,100,0.28,185.94,100,0.15,125.86,50,0.18,137.26,250,0.204,151.708,100,0.99,497.73
B_mab,39,491520,282,0.9893617021276596,496.790780141844,100,0.38,238.73,100,0.37,235.3,100,0.36,223.6,50,0.28,188.02,250,0.328,216.764,100,1.0,500.0
B_mab,39,552960,282,0.9858156028368794,496.71985815602835,100,0.83,431.8,100,0.88,452.14,100,0.87,447.34,50,0.82,424.72,250,0.88,453.968,100,1.0,500.0
B_mab,39,614400,282,0.9893617021276596,496.7340425531915,100,0.88,451.39,100,0.93,471.4,100,0.91,462.63,50,0.82,425.58,250,0.908,462.496,100,1.0,500.0
B_mab,4,61440,282,0.07446808510638298,217.96808510638297,100,0.0,120.24,100,0.0,108.14,100,0.0,101.09,50,0.0,87.5,250,0.0,108.724,100,0.07,209.72
B_mab,4,122880,282,0.9609929078014184,495.79787234042556,100,0.34,293.52,100,0.43,351.0,100,0.38,328.14,50,0.46,345.72,250,0.38,316.604,100,0.96,491.8
B_mab,4,184320,282,0.04609929078014184,219.56382978723406,100,0.0,118.72,100,0.0,116.56,100,0.0,108.0,50,0.0,97.98,250,0.0,113.824,100,0.07,239.05
B_mab,4,245760,282,0.8829787234042553,487.8900709219858,100,0.04,169.03,100,0.01,183.24,100,0.02,172.4,50,0.04,176.06,250,0.048,181.372,100,0.92,495.13
B_mab,4,307200,282,0.9964539007092199,498.5673758865248,100,0.67,363.68,100,0.7,376.53,100,0.69,370.63,50,0.62,336.92,250,0.672,364.624,100,1.0,500.0
B_mab,4,368640,282,0.9858156028368794,494.28723404255317,100,0.0,58.85,100,0.0,60.53,100,0.0,56.89,50,0.0,53.04,250,0.0,59.452,100,1.0,500.0
B_mab,4,430080,282,0.9893617021276596,496.2659574468085,100,0.26,181.01,100,0.28,194.15,100,0.2,152.31,50,0.28,184.3,250,0.248,175.924,100,1.0,500.0
B_mab,4,491520,282,0.9929078014184397,497.3191489361702,100,0.26,186.3,100,0.4,247.08,100,0.36,224.71,50,0.54,304.32,250,0.304,203.48,100,1.0,500.0
B_mab,4,552960,282,0.9893617021276596,497.3049645390071,100,0.43,257.05,100,0.51,294.17,100,0.54,301.86,50,0.66,356.44,250,0.492,285.06,100,1.0,500.0
B_mab,4,614400,282,0.9893617021276596,497.07801418439715,100,0.36,222.34,100,0.38,230.43,100,0.45,260.2,50,0.5,281.36,250,0.404,242.092,100,1.0,500.0
B_mab,40,61440,282,0.23049645390070922,321.1099290780142,100,0.0,151.13,100,0.0,146.13,100,0.0,121.59,50,0.0,105.4,250,0.0,135.604,100,0.29,336.37
B_mab,40,122880,282,0.028368794326241134,211.09929078014184,100,0.0,108.54,100,0.0,105.9,100,0.0,99.19,50,0.0,90.26,250,0.0,104.224,100,0.02,217.73
B_mab,40,184320,282,0.5070921985815603,419.7588652482269,100,0.0,196.98,100,0.0,192.26,100,0.0,174.17,50,0.0,151.36,250,0.0,187.652,100,0.44,410.49
B_mab,40,245760,282,0.024822695035460994,190.61702127659575,100,0.0,107.15,100,0.0,104.98,100,0.0,98.18,50,0.0,89.8,250,0.0,103.056,100,0.06,215.18
B_mab,40,307200,282,0.375886524822695,394.6595744680851,100,0.0,158.21,100,0.0,174.75,100,0.0,153.01,50,0.0,135.64,250,0.0,157.36,100,0.44,395.62
B_mab,40,368640,282,0.1879432624113475,364.70567375886526,100,0.45,310.17,100,0.44,303.69,100,0.49,305.9,50,0.38,255.58,250,0.484,311.376,100,0.18,360.15
B_mab,40,430080,282,0.9964539007092199,498.4148936170213,100,0.41,253.34,100,0.38,237.23,100,0.47,273.95,50,0.5,286.58,250,0.42,253.592,100,1.0,500.0
B_mab,40,491520,282,0.9787234042553191,494.26241134751774,100,0.19,146.39,100,0.22,160.18,100,0.2,149.55,50,0.3,189.46,250,0.192,147.488,100,0.99,499.59
B_mab,40,552960,282,0.7056737588652482,449.52836879432624,100,0.0,176.32,100,0.0,158.79,100,0.0,150.62,50,0.0,118.3,250,0.0,162.392,100,0.72,456.94
B_mab,40,614400,282,0.9893617021276596,495.25531914893617,100,0.0,55.9,100,0.0,56.04,100,0.0,53.99,50,0.0,49.9,250,0.0,56.32,100,1.0,500.0
B_mab,42,61440,282,0.031914893617021274,201.2163120567376,100,0.0,108.22,100,0.0,105.29,100,0.0,101.65,50,0.0,93.34,250,0.0,105.16,100,0.01,185.5
B_mab,42,122880,282,0.09929078014184398,244.19858156028369,100,0.0,111.16,100,0.0,106.85,100,0.0,100.58,50,0.0,89.78,250,0.0,106.144,100,0.07,229.42
B_mab,42,184320,282,0.9219858156028369,490.9468085106383,100,0.0,62.82,100,0.0,83.75,100,0.0,70.33,50,0.0,90.96,250,0.0,74.812,100,0.94,497.79
B_mab,42,245760,282,0.9219858156028369,489.57801418439715,100,0.69,371.75,100,0.68,368.7,100,0.7,372.64,50,0.66,363.16,250,0.72,383.988,100,0.92,494.74
B_mab,42,307200,282,0.028368794326241134,172.29078014184398,100,0.0,105.58,100,0.0,101.89,100,0.0,97.7,50,0.0,87.78,250,0.0,102.08,100,0.03,172.39
B_mab,42,368640,282,0.9858156028368794,498.5531914893617,100,0.86,442.31,100,0.95,480.96,100,0.96,483.4,50,0.9,458.1,250,0.9,461.12,100,0.99,498.12
B_mab,42,430080,282,0.975177304964539,490.89716312056737,100,0.0,58.01,100,0.0,58.65,100,0.0,56.25,50,0.0,52.48,250,0.0,58.64,100,0.99,496.67
B_mab,42,491520,282,0.9822695035460993,492.6666666666667,100,0.0,54.96,100,0.0,54.89,100,0.0,53.25,50,0.0,49.12,250,0.0,55.424,100,1.0,500.0
B_mab,42,552960,282,0.9858156028368794,494.88652482269504,100,0.0,59.84,100,0.0,60.05,100,0.0,57.2,50,0.02,61.62,250,0.0,59.552,100,1.0,500.0
B_mab,42,614400,282,0.9929078014184397,496.91843971631204,100,0.05,89.78,100,0.02,83.64,100,0.04,82.88,50,0.06,87.9,250,0.032,83.02,100,1.0,500.0
B_mab,41,61440,282,0.09219858156028368,281.74468085106383,100,0.05,197.44,100,0.07,197.56,100,0.01,154.64,50,0.04,138.26,250,0.036,176.052,100,0.12,294.96
B_mab,41,122880,282,0.900709219858156,480.76241134751774,100,0.6,340.38,100,0.54,317.65,100,0.36,243.24,50,0.2,169.06,250,0.504,302.012,100,0.93,490.13
B_mab,41,184320,282,0.01773049645390071,258.09929078014187,100,0.0,239.14,100,0.0,260.56,100,0.0,234.91,50,0.0,210.78,250,0.0,239.536,100,0.02,259.99
B_mab,41,245760,282,0.4716312056737589,389.5567375886525,100,0.0,145.52,100,0.0,141.02,100,0.0,122.01,50,0.0,107.38,250,0.0,133.528,100,0.48,395.12
B_mab,41,307200,282,0.8368794326241135,479.71985815602835,100,0.07,245.59,100,0.05,242.88,100,0.07,226.52,50,0.02,191.72,250,0.052,228.336,100,0.83,489.31
B_mab,41,368640,282,0.975177304964539,495.97872340425533,100,0.22,162.27,100,0.3,196.21,100,0.24,169.94,50,0.36,219.22,250,0.24,171.436,100,0.97,498.68
B_mab,41,430080,282,0.5,401.6985815602837,100,0.18,226.73,100,0.13,209.79,100,0.07,190.81,50,0.02,129.24,250,0.128,208.264,100,0.41,392.12
B_mab,41,491520,282,0.9680851063829787,492.1276595744681,100,0.72,387.7,100,0.72,388.27,100,0.56,322.41,50,0.34,227.84,250,0.692,376.932,100,0.98,498.26
B_mab,41,552960,282,0.9680851063829787,493.28014184397165,100,0.69,376.03,100,0.71,384.33,100,0.55,318.31,50,0.26,196.92,250,0.656,363.028,100,0.99,498.95
B_mab,41,614400,282,0.9361702127659575,489.8581560283688,100,0.0,64.74,100,0.07,96.11,100,0.01,64.62,50,0.02,73.34,250,0.024,74.54,100,0.99,499.51
B_mab,43,61440,282,0.07801418439716312,193.14893617021278,100,0.0,95.91,100,0.0,93.61,100,0.0,89.65,50,0.0,82.52,250,0.0,93.268,100,0.05,170.1
B_mab,43,122880,282,0.08156028368794327,238.56028368794327,100,0.05,173.29,100,0.08,173.01,100,0.02,125.54,50,0.06,114.72,250,0.04,144.932,100,0.08,250.08
B_mab,43,184320,282,0.24113475177304963,336.99645390070924,100,0.0,148.6,100,0.0,145.21,100,0.0,130.59,50,0.0,115.02,250,0.0,140.18,100,0.29,349.75
B_mab,43,245760,282,0.9716312056737588,495.5531914893617,100,0.16,163.77,100,0.06,181.27,100,0.05,167.84,50,0.06,190.58,250,0.104,171.776,100,0.98,498.96
B_mab,43,307200,282,0.9822695035460993,497.28014184397165,100,0.67,365.65,100,0.77,406.1,100,0.78,409.52,50,0.8,415.26,250,0.728,387.372,100,1.0,500.0
B_mab,43,368640,282,0.8439716312056738,485.1843971631206,100,0.0,102.22,100,0.0,128.77,100,0.0,127.89,50,0.04,138.72,250,0.004,121.088,100,0.87,490.41
B_mab,43,430080,282,0.9858156028368794,493.63829787234044,100,0.0,55.54,100,0.0,55.71,100,0.0,53.86,50,0.0,49.76,250,0.0,56.168,100,1.0,500.0
B_mab,43,491520,282,0.9893617021276596,495.27659574468083,100,0.0,59.64,100,0.0,59.53,100,0.0,56.71,50,0.0,51.9,250,0.0,60.0,100,1.0,500.0
