arm,seed,learning_rate,step,E0/n_learnable,E0/success,E0/success_all,E0/mean_steps,E1/n_learnable,E1/success,E1/success_all,E1/mean_steps,E1b/n_learnable,E1b/success,E1b/success_all,E1b/mean_steps,E2/n_learnable,E2/success,E2/success_all,E2/mean_steps,E3a/n_learnable,E3a/success,E3a/success_all,E3a/mean_steps,E3b/n_learnable,E3b/success,E3b/success_all,E3b/mean_steps,E4/n_learnable,E4/success,E4/success_all,E4/mean_steps,E5/n_learnable,E5/success,E5/success_all,E5/mean_steps,n_episodes,n_new,wall_time_sec
N,2,0.0001,204800,282,0.08156028368794327,0.07666666666666666,255.20212765957447,138,0.07246376811594203,0.06666666666666667,253.18115942028984,93,0.053763440860215055,0.05,246.4731182795699,95,0.06315789473684211,0.06,236.76842105263157,96,0.03125,0.03,242.16666666666666,92,0.10869565217391304,0.1,246.2608695652174,99,0.04040404040404041,0.04,202.06060606060606,272,0.06985294117647059,0.059375,267.2757352941176,3565,3565,84.23760390281677
N,2,0.0001,225280,282,0.1524822695035461,0.14333333333333334,290.290780141844,138,0.10869565217391304,0.1,288.94202898550725,93,0.08602150537634409,0.08,280.5268817204301,95,0.08421052631578947,0.08,269.18947368421055,96,0.07291666666666667,0.07,275.375,92,0.10869565217391304,0.1,274.7173913043478,99,0.08080808080808081,0.08,237.27272727272728,272,0.125,0.10625,307.4632352941176,3565,3565,84.23760390281677
N,2,0.0001,245760,282,0.09929078014184398,0.09333333333333334,262.8156028368794,138,0.07246376811594203,0.06666666666666667,260.268115942029,93,0.06451612903225806,0.06,253.4731182795699,95,0.07368421052631578,0.07,244.76842105263157,96,0.03125,0.03,249.16666666666666,92,0.10869565217391304,0.1,253.30434782608697,99,0.04040404040404041,0.04,208.16161616161617,272,0.07720588235294118,0.065625,277.0882352941176,3565,3565,84.23760390281677
N,2,0.0001,266240,282,0.5177304964539007,0.4866666666666667,416.40425531914894,138,0.5,0.46,420.32608695652175,93,0.45161290322580644,0.42,416.0537634408602,95,0.37894736842105264,0.36,405.8315789473684,96,0.4895833333333333,0.47,420.0520833333333,92,0.45652173913043476,0.42,408.54347826086956,99,0.3434343434343434,0.34,356.050505050505,272,0.5698529411764706,0.484375,424.0147058823529,3565,3565,84.23760390281677
N,2,0.0001,286720,282,0.4645390070921986,0.43666666666666665,399.8085106382979,138,0.463768115942029,0.4266666666666667,414.60869565217394,93,0.40860215053763443,0.38,400.2903225806452,95,0.4842105263157895,0.46,405.94736842105266,96,0.46875,0.45,401.1354166666667,92,0.5108695652173914,0.47,410.8695652173913,99,0.36363636363636365,0.36,349.6060606060606,272,0.4264705882352941,0.3625,407.3860294117647,3565,3565,84.23760390281677
N,2,0.0001,307200,282,0.6028368794326241,0.5666666666666667,440.4751773049645,138,0.6014492753623188,0.5533333333333333,443.0289855072464,93,0.5806451612903226,0.54,438.97849462365593,95,0.5578947368421052,0.53,431.85263157894735,96,0.6145833333333334,0.59,448.4583333333333,92,0.5869565217391305,0.54,435.80434782608694,99,0.494949494949495,0.49,395.2828282828283,272,0.5808823529411765,0.49375,442.6764705882353,3565,3565,84.23760390281677
N,2,0.0001,327680,282,0.32978723404255317,0.31,368.8333333333333,138,0.32608695652173914,0.3,377.3985507246377,93,0.27956989247311825,0.26,368.0430107526882,95,0.25263157894736843,0.24,347.77894736842103,96,0.23958333333333334,0.23,359.7291666666667,92,0.34782608695652173,0.32,367.5869565217391,99,0.20202020202020202,0.2,304.050505050505,272,0.4485294117647059,0.38125,399.51838235294116,3565,3565,84.23760390281677
N,2,0.0001,348160,282,0.11702127659574468,0.11,270.822695035461,138,0.07971014492753623,0.07333333333333333,266.9710144927536,93,0.08602150537634409,0.08,260.7741935483871,95,0.031578947368421054,0.03,252.61052631578949,96,0.09375,0.09,269.7916666666667,92,0.14130434782608695,0.13,276.6630434782609,99,0.04040404040404041,0.04,222.43434343434345,272,0.09926470588235294,0.084375,281.6764705882353,3565,3565,84.23760390281677
N,2,0.0001,368640,282,0.06028368794326241,0.056666666666666664,213.2872340425532,138,0.043478260869565216,0.04,209.58695652173913,93,0.06451612903225806,0.06,210.05376344086022,95,0.031578947368421054,0.03,201.57894736842104,96,0.020833333333333332,0.02,210.84375,92,0.07608695652173914,0.07,221.92391304347825,99,0.030303030303030304,0.03,178.1818181818182,272,0.03308823529411765,0.028125,221.62132352941177,3565,3565,84.23760390281677
N,2,0.0001,389120,282,0.09219858156028368,0.08666666666666667,253.6595744680851,138,0.08695652173913043,0.08,256.65942028985506,93,0.053763440860215055,0.05,244.0215053763441,95,0.021052631578947368,0.02,244.69473684210527,96,0.0625,0.06,256.78125,92,0.16304347826086957,0.15,266.2608695652174,99,0.050505050505050504,0.05,215.26262626262627,272,0.08088235294117647,0.06875,260.1985294117647,3565,3565,84.23760390281677
N,2,0.0001,409600,282,0.44680851063829785,0.42,394.5744680851064,138,0.43478260869565216,0.4,409.6521739130435,93,0.3978494623655914,0.37,396.494623655914,95,0.45263157894736844,0.43,405.7684210526316,96,0.4583333333333333,0.44,395.4895833333333,92,0.4782608695652174,0.44,402.7717391304348,99,0.35353535353535354,0.35,345.16161616161617,272,0.41911764705882354,0.35625,404.85661764705884,3565,3565,84.23760390281677
N,1,0.0001,0,282,0.0,0.0,35.02836879432624,138,0.0,0.0,33.14492753623188,93,0.0,0.0,33.89247311827957,95,0.0,0.0,33.54736842105263,96,0.0,0.0,48.864583333333336,92,0.0,0.0,39.02173913043478,99,0.0,0.0,28.67676767676768,272,0.025735294117647058,0.021875,46.77205882352941,3547,3547,84.36751413345337
N,1,0.0001,20480,282,0.0070921985815602835,0.006666666666666667,62.652482269503544,138,0.0,0.0,61.1231884057971,93,0.0,0.0,61.16129032258065,95,0.0,0.0,54.126315789473686,96,0.0,0.0,66.44791666666667,92,0.0,0.0,66.42391304347827,99,0.0,0.0,46.94949494949495,272,0.029411764705882353,0.025,80.58823529411765,3547,3547,84.36751413345337
N,1,0.0001,40960,282,0.0070921985815602835,0.006666666666666667,84.62765957446808,138,0.0,0.0,83.95652173913044,93,0.0,0.0,85.11827956989248,95,0.0,0.0,85.05263157894737,96,0.0,0.0,91.14583333333333,92,0.010869565217391304,0.01,85.02173913043478,99,0.0,0.0,65.67676767676768,272,0.0,0.0,86.82352941176471,3547,3547,84.36751413345337
N,1,0.0001,61440,282,0.01773049645390071,0.016666666666666666,191.75886524822695,138,0.0,0.0,194.67391304347825,93,0.0,0.0,195.58064516129033,95,0.010526315789473684,0.01,196.8842105263158,96,0.0,0.0,195.57291666666666,92,0.010869565217391304,0.01,201.1086956521739,99,0.0,0.0,175.88888888888889,272,0.011029411764705883,0.009375,182.19485294117646,3547,3547,84.36751413345337
N,1,0.0001,81920,282,0.0851063829787234,0.08,224.00709219858157,138,0.028985507246376812,0.02666666666666667,221.3985507246377,93,0.053763440860215055,0.05,217.58064516129033,95,0.021052631578947368,0.02,204.82105263157894,96,0.07291666666666667,0.07,227.75,92,0.08695652173913043,0.08,224.56521739130434,99,0.04040404040404041,0.04,178.0909090909091,272,0.09926470588235294,0.084375,241.47058823529412,3547,3547,84.36751413345337
N,1,0.0001,102400,282,0.29432624113475175,0.27666666666666667,356.6666666666667,138,0.2753623188405797,0.25333333333333335,362.036231884058,93,0.21505376344086022,0.2,350.6774193548387,95,0.23157894736842105,0.22,339.86315789473684,96,0.25,0.24,353.1354166666667,92,0.25,0.23,352.79347826086956,99,0.12121212121212122,0.12,293.83838383838383,272,0.3161764705882353,0.26875,374.25735294117646,3547,3547,84.36751413345337
N,1,0.0001,122880,282,0.2624113475177305,0.24666666666666667,342.2304964539007,138,0.2246376811594203,0.20666666666666667,346.17391304347825,93,0.21505376344086022,0.2,339.9462365591398,95,0.15789473684210525,0.15,319.2105263157895,96,0.20833333333333334,0.2,339.46875,92,0.2608695652173913,0.24,332.64130434782606,99,0.1414141414141414,0.14,278.93939393939394,272,0.3235294117647059,0.275,365.68382352941177,3547,3547,84.36751413345337
N,1,0.0001,143360,282,0.16666666666666666,0.15666666666666668,282.1170212765957,138,0.11594202898550725,0.10666666666666667,274.2826086956522,93,0.11827956989247312,0.11,269.4623655913978,95,0.09473684210526316,0.09,257.4421052631579,96,0.11458333333333333,0.11,272.3645833333333,92,0.16304347826086957,0.15,281.7282608695652,99,0.050505050505050504,0.05,219.64646464646464,272,0.17279411764705882,0.146875,311.71691176470586,3547,3547,84.36751413345337
N,1,0.0001,163840,282,0.17375886524822695,0.16333333333333333,292.97872340425533,138,0.10144927536231885,0.09333333333333334,295.71014492753625,93,0.0967741935483871,0.09,285.741935483871,95,0.10526315789473684,0.1,279.7473684210526,96,0.15625,0.15,290.3541666666667,92,0.1956521739130435,0.18,292.7282608695652,99,0.06060606060606061,0.06,232.64646464646464,272,0.15441176470588236,0.13125,307.58088235294116,3547,3547,84.36751413345337
N,1,0.0001,184320,282,0.2375886524822695,0.22333333333333333,330.70212765957444,138,0.15217391304347827,0.14,316.6014492753623,93,0.12903225806451613,0.12,304.741935483871,95,0.16842105263157894,0.16,315.0105263157895,96,0.22916666666666666,0.22,337.1041666666667,92,0.20652173913043478,0.19,333.14130434782606,99,0.13131313131313133,0.13,276.06060606060606,272,0.11764705882352941,0.1,306.00367647058823,3547,3547,84.36751413345337
N,1,0.0001,204800,282,0.7907801418439716,0.7433333333333333,470.8829787234043,138,0.782608695652174,0.72,475.731884057971,93,0.7849462365591398,0.73,471.6774193548387,95,0.7263157894736842,0.69,470.63157894736844,96,0.8125,0.78,481.53125,92,0.8043478260869565,0.74,475.92391304347825,99,0.7070707070707071,0.7,452.0,272,0.7242647058823529,0.615625,457.90808823529414,3547,3547,84.36751413345337
N,1,0.0001,225280,282,0.3900709219858156,0.36666666666666664,383.822695035461,138,0.3115942028985507,0.2866666666666667,372.8840579710145,93,0.25806451612903225,0.24,363.16129032258067,95,0.3157894736842105,0.3,362.4315789473684,96,0.3645833333333333,0.35,386.8125,92,0.40217391304347827,0.37,380.44565217391306,99,0.25252525252525254,0.25,326.22222222222223,272,0.2426470588235294,0.20625,371.0772058823529,3547,3547,84.36751413345337
N,1,0.0001,245760,282,0.9468085106382979,0.89,495.8262411347518,138,0.9855072463768116,0.9066666666666666,499.2463768115942,93,0.967741935483871,0.9,498.59139784946234,95,0.968421052631579,0.92,499.18947368421055,96,0.9791666666666666,0.94,499.0625,92,0.9565217391304348,0.88,497.8695652173913,99,0.8585858585858586,0.85,483.6666666666667,272,0.8676470588235294,0.7375,475.7867647058824,3547,3547,84.36751413345337
N,1,0.0001,266240,282,0.1099290780141844,0.10333333333333333,278.00354609929076,138,0.06521739130434782,0.06,268.0144927536232,93,0.053763440860215055,0.05,252.50537634408602,95,0.042105263157894736,0.04,253.56842105263158,96,0.07291666666666667,0.07,271.625,92,0.07608695652173914,0.07,277.80434782608694,99,0.050505050505050504,0.05,228.11111111111111,272,0.05514705882352941,0.046875,267.76838235294116,3547,3547,84.36751413345337
N,1,0.0001,286720,282,0.09574468085106383,0.09,286.3758865248227,138,0.07246376811594203,0.06666666666666667,279.8188405797101,93,0.0967741935483871,0.09,280.19354838709677,95,0.09473684210526316,0.09,271.2105263157895,96,0.10416666666666667,0.1,282.5208333333333,92,0.11956521739130435,0.11,287.05434782608694,99,0.10101010101010101,0.1,244.55555555555554,272,0.12867647058823528,0.109375,315.9154411764706,3547,3547,84.36751413345337
N,1,0.0001,307200,282,0.3049645390070922,0.2866666666666667,363.21985815602835,138,0.2826086956521739,0.26,369.2173913043478,93,0.25806451612903225,0.24,360.61290322580646,95,0.21052631578947367,0.2,344.7368421052632,96,0.19791666666666666,0.19,352.75,92,0.2391304347826087,0.22,358.9347826086956,99,0.1414141414141414,0.14,312.1212121212121,272,0.3786764705882353,0.321875,396.19485294117646,3547,3547,84.36751413345337
N,1,0.0001,327680,282,0.0851063829787234,0.08,283.34751773049646,138,0.057971014492753624,0.05333333333333334,278.8840579710145,93,0.07526881720430108,0.07,275.35483870967744,95,0.07368421052631578,0.07,268.4842105263158,96,0.10416666666666667,0.1,280.2083333333333,92,0.10869565217391304,0.1,285.9021739130435,99,0.06060606060606061,0.06,240.55555555555554,272,0.125,0.10625,310.3602941176471,3547,3547,84.36751413345337
N,1,0.0001,348160,282,0.06382978723404255,0.06,243.52836879432624,138,0.028985507246376812,0.02666666666666667,234.45652173913044,93,0.043010752688172046,0.04,235.36559139784947,95,0.031578947368421054,0.03,230.03157894736842,96,0.052083333333333336,0.05,232.44791666666666,92,0.08695652173913043,0.08,247.93478260869566,99,0.06060606060606061,0.06,205.8080808080808,272,0.07720588235294118,0.065625,275.84191176470586,3547,3547,84.36751413345337
N,1,0.0001,368640,282,0.04964539007092199,0.04666666666666667,231.31560283687944,138,0.036231884057971016,0.03333333333333333,226.63768115942028,93,0.010752688172043012,0.01,212.96774193548387,95,0.031578947368421054,0.03,216.43157894736842,96,0.03125,0.03,229.26041666666666,92,0.07608695652173914,0.07,235.40217391304347,99,0.030303030303030304,0.03,193.87878787878788,272,0.03676470588235294,0.03125,238.37132352941177,3547,3547,84.36751413345337
N,1,0.0001,389120,282,0.07801418439716312,0.07333333333333333,245.41843971631207,138,0.036231884057971016,0.03333333333333333,239.47826086956522,93,0.053763440860215055,0.05,234.40860215053763,95,0.0,0.0,224.37894736842105,96,0.010416666666666666,0.01,235.38541666666666,92,0.08695652173913043,0.08,243.25,99,0.04040404040404041,0.04,200.73737373737373,272,0.05514705882352941,0.046875,265.4889705882353,3547,3547,84.36751413345337
N,1,0.0001,409600,282,0.14184397163120568,0.13333333333333333,307.52127659574467,138,0.10144927536231885,0.09333333333333334,305.3840579710145,93,0.10752688172043011,0.1,296.4731182795699,95,0.11578947368421053,0.11,294.7684210526316,96,0.125,0.12,298.1979166666667,92,0.13043478260869565,0.12,303.1195652173913,99,0.04040404040404041,0.04,256.2929292929293,272,0.17279411764705882,0.146875,332.0992647058824,3547,3547,84.36751413345337
N,3,0.0001,0,282,0.0,0.0,13.365248226950355,138,0.0,0.0,17.333333333333332,93,0.0,0.0,20.956989247311828,95,0.0,0.0,17.36842105263158,96,0.0,0.0,17.5,92,0.0,0.0,13.097826086956522,99,0.0,0.0,13.1010101010101,272,0.0,0.0,13.691176470588236,3486,3486,84.86164093017578
N,3,0.0001,20480,282,0.0035460992907801418,0.0033333333333333335,62.02127659574468,138,0.0,0.0,62.48550724637681,93,0.0,0.0,67.25806451612904,95,0.0,0.0,55.50526315789474,96,0.0,0.0,70.61458333333333,92,0.0,0.0,65.71739130434783,99,0.0,0.0,49.98989898989899,272,0.011029411764705883,0.009375,78.09191176470588,3486,3486,84.86164093017578
N,3,0.0001,40960,282,0.0035460992907801418,0.0033333333333333335,79.29078014184397,138,0.0,0.0,79.3840579710145,93,0.0,0.0,78.36559139784946,95,0.0,0.0,77.92631578947369,96,0.0,0.0,86.59375,92,0.010869565217391304,0.01,84.42391304347827,99,0.0,0.0,60.41414141414141,272,0.003676470588235294,0.003125,89.17279411764706,3486,3486,84.86164093017578
N,3,0.0001,61440,282,0.04609929078014184,0.043333333333333335,179.98581560283688,138,0.021739130434782608,0.02,185.05072463768116,93,0.0,0.0,179.43010752688173,95,0.031578947368421054,0.03,175.1157894736842,96,0.020833333333333332,0.02,182.44791666666666,92,0.03260869565217391,0.03,179.30434782608697,99,0.010101010101010102,0.01,143.6060606060606,272,0.07720588235294118,0.065625,197.14705882352942,3486,3486,84.86164093017578
N,3,0.0001,81920,282,0.10283687943262411,0.09666666666666666,258.34751773049646,138,0.050724637681159424,0.04666666666666667,248.34057971014494,93,0.0967741935483871,0.09,250.06451612903226,95,0.10526315789473684,0.1,244.17894736842106,96,0.11458333333333333,0.11,256.1354166666667,92,0.14130434782608695,0.13,263.5326086956522,99,0.050505050505050504,0.05,209.16161616161617,272,0.14338235294117646,0.121875,290.2022058823529,3486,3486,84.86164093017578
N,3,0.0001,102400,282,0.10283687943262411,0.09666666666666666,265.72340425531917,138,0.036231884057971016,0.03333333333333333,249.15217391304347,93,0.06451612903225806,0.06,252.05376344086022,95,0.12631578947368421,0.12,251.2,96,0.125,0.12,263.9375,92,0.08695652173913043,0.08,269.5108695652174,99,0.0707070707070707,0.07,221.33333333333334,272,0.09558823529411764,0.08125,279.72058823529414,3486,3486,84.86164093017578
N,3,0.0001,122880,282,0.1702127659574468,0.16,302.9609929078014,138,0.12318840579710146,0.11333333333333333,292.731884057971,93,0.11827956989247312,0.11,289.36559139784947,95,0.1368421052631579,0.13,285.6842105263158,96,0.17708333333333334,0.17,304.5833333333333,92,0.16304347826086957,0.15,307.0108695652174,99,0.1111111111111111,0.11,247.25252525252526,272,0.15441176470588236,0.13125,304.69485294117646,3486,3486,84.86164093017578
N,3,0.0001,143360,282,0.07446808510638298,0.07,244.32624113475177,138,0.07246376811594203,0.06666666666666667,236.36231884057972,93,0.03225806451612903,0.03,228.91397849462365,95,0.06315789473684211,0.06,227.1578947368421,96,0.08333333333333333,0.08,247.48958333333334,92,0.08695652173913043,0.08,245.83695652173913,99,0.0707070707070707,0.07,201.25252525252526,272,0.05514705882352941,0.046875,241.79779411764707,3486,3486,84.86164093017578
N,3,0.0001,163840,282,0.04964539007092199,0.04666666666666667,236.07801418439718,138,0.021739130434782608,0.02,225.3985507246377,93,0.010752688172043012,0.01,214.247311827957,95,0.031578947368421054,0.03,217.57894736842104,96,0.052083333333333336,0.05,235.42708333333334,92,0.043478260869565216,0.04,234.2608695652174,99,0.04040404040404041,0.04,201.53535353535352,272,0.011029411764705883,0.009375,211.71323529411765,3486,3486,84.86164093017578
N,3,0.0001,184320,282,0.0425531914893617,0.04,224.67730496453902,138,0.021739130434782608,0.02,214.7608695652174,93,0.0,0.0,200.0215053763441,95,0.031578947368421054,0.03,209.16842105263157,96,0.03125,0.03,220.35416666666666,92,0.03260869565217391,0.03,220.79347826086956,99,0.04040404040404041,0.04,194.06060606060606,272,0.007352941176470588,0.00625,199.625,3486,3486,84.86164093017578
N,3,0.0001,204800,282,0.07446808510638298,0.07,242.36879432624113,138,0.028985507246376812,0.02666666666666667,233.1304347826087,93,0.053763440860215055,0.05,236.40860215053763,95,0.021052631578947368,0.02,224.18947368421053,96,0.041666666666666664,0.04,237.38541666666666,92,0.08695652173913043,0.08,247.83695652173913,99,0.08080808080808081,0.08,208.04040404040404,272,0.05514705882352941,0.046875,270.875,3486,3486,84.86164093017578
N,3,0.0001,225280,282,0.2978723404255319,0.28,374.1489361702128,138,0.2318840579710145,0.21333333333333335,373.1304347826087,93,0.23655913978494625,0.22,362.3440860215054,95,0.24210526315789474,0.23,356.05263157894734,96,0.21875,0.21,362.7291666666667,92,0.25,0.23,359.4130434782609,99,0.21212121212121213,0.21,321.6060606060606,272,0.33455882352941174,0.284375,389.62132352941177,3486,3486,84.86164093017578
N,3,0.0001,245760,282,0.1453900709219858,0.13666666666666666,313.75531914893617,138,0.15217391304347827,0.14,317.6304347826087,93,0.10752688172043011,0.1,307.6989247311828,95,0.14736842105263157,0.14,296.7473684210526,96,0.11458333333333333,0.11,297.0729166666667,92,0.17391304347826086,0.16,305.0869565217391,99,0.10101010101010101,0.1,263.74747474747477,272,0.20220588235294118,0.171875,347.6727941176471,3486,3486,84.86164093017578
N,3,0.0001,266240,282,0.3049645390070922,0.2866666666666667,370.64539007092196,138,0.2753623188405797,0.25333333333333335,382.8333333333333,93,0.24731182795698925,0.23,367.48387096774195,95,0.29473684210526313,0.28,376.46315789473687,96,0.3229166666666667,0.31,370.9270833333333,92,0.358695652173913,0.33,382.5217391304348,99,0.24242424242424243,0.24,335.7070707070707,272,0.26838235294117646,0.228125,377.99632352941177,3486,3486,84.86164093017578
N,3,0.0001,286720,282,0.07092198581560284,0.06666666666666667,242.43971631205673,138,0.050724637681159424,0.04666666666666667,246.36231884057972,93,0.053763440860215055,0.05,238.83870967741936,95,0.021052631578947368,0.02,232.78947368421052,96,0.052083333333333336,0.05,245.38541666666666,92,0.11956521739130435,0.11,255.9891304347826,99,0.050505050505050504,0.05,207.7171717171717,272,0.051470588235294115,0.04375,251.5514705882353,3486,3486,84.86164093017578
N,3,0.0001,307200,282,0.0851063829787234,0.08,247.54964539007094,138,0.043478260869565216,0.04,245.15942028985506,93,0.021505376344086023,0.02,233.4516129032258,95,0.06315789473684211,0.06,262.33684210526314,96,0.03125,0.03,249.34375,92,0.09782608695652174,0.09,259.5978260869565,99,0.10101010101010101,0.1,231.97979797979798,272,0.022058823529411766,0.01875,235.81617647058823,3486,3486,84.86164093017578
N,3,0.0001,327680,282,0.09219858156028368,0.08666666666666667,276.0673758865248,138,0.08695652173913043,0.08,274.57971014492756,93,0.06451612903225806,0.06,268.40860215053766,95,0.10526315789473684,0.1,291.2526315789474,96,0.041666666666666664,0.04,267.6979166666667,92,0.08695652173913043,0.08,284.0652173913044,99,0.09090909090909091,0.09,260.4949494949495,272,0.058823529411764705,0.05,264.16911764705884,3486,3486,84.86164093017578
N,3,0.0001,348160,282,0.09574468085106383,0.09,283.7695035460993,138,0.07971014492753623,0.07333333333333333,282.8768115942029,93,0.053763440860215055,0.05,277.02150537634407,95,0.10526315789473684,0.1,299.34736842105264,96,0.041666666666666664,0.04,278.3854166666667,92,0.08695652173913043,0.08,290.6847826086956,99,0.12121212121212122,0.12,270.9191919191919,272,0.04044117647058824,0.034375,270.56617647058823,3486,3486,84.86164093017578
N,3,0.0001,368640,282,0.07801418439716312,0.07333333333333333,256.13120567375887,138,0.057971014492753624,0.05333333333333334,254.7463768115942,93,0.043010752688172046,0.04,249.4731182795699,95,0.09473684210526316,0.09,273.90526315789475,96,0.020833333333333332,0.02,247.79166666666666,92,0.08695652173913043,0.08,265.67391304347825,99,0.08080808080808081,0.08,247.989898989899,272,0.04411764705882353,0.0375,243.06985294117646,3486,3486,84.86164093017578
N,3,0.0001,389120,282,0.25177304964539005,0.23666666666666666,365.5354609929078,138,0.21739130434782608,0.2,370.4782608695652,93,0.16129032258064516,0.15,359.9032258064516,95,0.30526315789473685,0.29,376.85263157894735,96,0.21875,0.21,362.1770833333333,92,0.3695652173913043,0.34,378.0,99,0.29292929292929293,0.29,344.969696969697,272,0.17279411764705882,0.146875,356.49632352941177,3486,3486,84.86164093017578
N,3,0.0001,409600,282,0.875886524822695,0.8233333333333334,484.81205673758865,138,0.9130434782608695,0.84,493.036231884058,93,0.9032258064516129,0.84,489.13978494623655,95,0.9052631578947369,0.86,491.8421052631579,96,0.9166666666666666,0.88,491.125,92,0.8586956521739131,0.79,480.5978260869565,99,0.7878787878787878,0.78,468.25252525252523,272,0.8088235294117647,0.6875,473.2279411764706,3486,3486,84.86164093017578
N,4,0.0001,0,282,0.0,0.0,59.322695035460995,138,0.0,0.0,62.405797101449274,93,0.0,0.0,65.61290322580645,95,0.0,0.0,57.31578947368421,96,0.0,0.0,53.3125,92,0.0,0.0,56.891304347826086,99,0.0,0.0,41.55555555555556,272,0.0,0.0,61.81985294117647,3022,3022,94.09415173530579
