arm,seed,run_seed,learning_rate,step,E0/n,E0/success,E0/mean_steps,n_episodes,n_new,wall_time_sec
S_ce,1,3831076762,0.0003,573440,282,0.9361702127659576,472.2517730496454,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,593920,282,0.9574468085106383,482.17021276595744,2241,2241,107.20392179489136
S_ce,1,3831076762,0.0003,614400,282,0.946808510638298,478.5070921985816,2241,2241,107.20392179489136
A,1,923506710,0.0003,0,282,0.0,24.69858156028369,2731,1348,107.47744798660278
A,1,923506710,0.0003,20480,282,0.0,115.4609929078014,2731,1348,107.47744798660278
A,1,923506710,0.0003,40960,282,0.0638297872340425,232.15602836879432,2731,1348,107.47744798660278
A,1,923506710,0.0003,61440,282,0.1241134751773049,256.01063829787233,2731,1348,107.47744798660278
A,1,923506710,0.0003,81920,282,0.1524822695035461,273.4113475177305,2731,1348,107.47744798660278
A,1,923506710,0.0003,102400,282,0.0744680851063829,238.1631205673759,2731,1348,107.47744798660278
A,1,923506710,0.0003,122880,282,0.1595744680851064,303.0886524822695,2731,1348,107.47744798660278
A,1,923506710,0.0003,143360,282,0.0425531914893617,221.39007092198585,2731,1348,107.47744798660278
A,1,923506710,0.0003,163840,282,0.0390070921985815,202.10283687943263,2731,1348,107.47744798660278
A,1,923506710,0.0003,184320,282,0.0070921985815602,207.31205673758865,2731,1348,107.47744798660278
A,1,923506710,0.0003,204800,282,0.0425531914893617,228.79787234042553,2731,1348,107.47744798660278
A,1,923506710,0.0003,225280,282,0.0496453900709219,256.86879432624113,2731,1348,107.47744798660278
A,1,923506710,0.0003,245760,282,0.5815602836879432,433.6843971631206,2731,1348,107.47744798660278
A,1,923506710,0.0003,266240,282,0.9822695035460992,496.1453900709219,2731,1348,107.47744798660278
A,1,923506710,0.0003,286720,282,0.9787234042553192,496.2872340425532,2731,1348,107.47744798660278
A,1,923506710,0.0003,307200,282,0.851063829787234,488.39716312056737,2731,1348,107.47744798660278
A,1,923506710,0.0003,327680,282,0.9929078014184396,497.81205673758865,2731,1348,107.47744798660278
A,1,923506710,0.0003,348160,282,0.9609929078014184,494.9255319148936,2731,1348,107.47744798660278
A,1,923506710,0.0003,368640,282,0.99645390070922,498.5035460992907,2731,1348,107.47744798660278
A,1,923506710,0.0003,389120,282,0.9858156028368794,493.8758865248227,2731,1348,107.47744798660278
A,1,923506710,0.0003,409600,282,0.9858156028368794,495.3014184397163,2731,1348,107.47744798660278
A,1,923506710,0.0003,430080,282,0.9397163120567376,494.37943262411346,2731,1348,107.47744798660278
A,1,923506710,0.0003,450560,282,0.9893617021276596,495.2517730496454,2731,1348,107.47744798660278
A,1,923506710,0.0003,471040,282,0.9893617021276596,496.1063829787234,2731,1348,107.47744798660278
A,1,923506710,0.0003,491520,282,0.9645390070921984,491.3014184397163,2731,1348,107.47744798660278
A,1,923506710,0.0003,512000,282,0.99645390070922,498.531914893617,2731,1348,107.47744798660278
A,1,923506710,0.0003,532480,282,0.975177304964539,488.790780141844,2731,1348,107.47744798660278
A,1,923506710,0.0003,552960,282,0.975177304964539,488.8156028368794,2731,1348,107.47744798660278
A,1,923506710,0.0003,573440,282,0.9893617021276596,495.31205673758865,2731,1348,107.47744798660278
A,1,923506710,0.0003,593920,282,0.9858156028368794,493.62056737588654,2731,1348,107.47744798660278
A,1,923506710,0.0003,614400,282,0.9858156028368794,493.6276595744681,2731,1348,107.47744798660278
B_ce,1,3337425731,0.0003,0,282,0.0,49.3758865248227,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,20480,282,0.0035460992907801,72.90070921985816,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,40960,282,0.2411347517730496,308.73758865248226,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,61440,282,0.0460992907801418,251.60283687943263,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,81920,282,0.0070921985815602,194.38297872340425,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,102400,282,0.8156028368794326,479.3156028368794,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,122880,282,0.1524822695035461,285.73758865248226,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,143360,282,0.0035460992907801,134.30141843971631,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,163840,282,0.0177304964539007,182.9822695035461,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,184320,282,0.0283687943262411,188.4787234042553,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,204800,282,0.1737588652482269,339.0851063829787,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,225280,282,0.0709219858156028,246.18085106382975,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,245760,282,0.1347517730496454,314.1276595744681,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,266240,282,0.5567375886524822,423.82978723404256,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,286720,282,0.8120567375886525,475.70567375886526,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,307200,282,0.7269503546099291,470.8368794326242,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,327680,282,0.9858156028368794,495.7269503546099,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,348160,282,0.975177304964539,495.8333333333333,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,368640,282,0.9822695035460992,496.12056737588654,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,389120,282,0.9893617021276596,496.3652482269504,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,409600,282,0.9787234042553192,492.7765957446808,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,430080,282,0.9822695035460992,493.59574468085106,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,450560,282,0.9893617021276596,495.31205673758865,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,471040,282,0.9716312056737588,492.6985815602837,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,491520,282,0.9822695035460992,493.5744680851064,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,512000,282,0.9893617021276596,495.322695035461,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,532480,282,0.9929078014184396,496.9113475177305,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,552960,282,0.9858156028368794,493.6276595744681,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,573440,282,0.9822695035460992,491.9645390070922,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,593920,282,0.9893617021276596,495.2730496453901,2430,1204,108.26418614387512
B_ce,1,3337425731,0.0003,614400,282,0.9290780141843972,483.51063829787233,2430,1204,108.26418614387512
S_mab,1,3418838027,0.0003,0,282,0.0,14.25531914893617,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,20480,282,0.0425531914893617,183.5815602836879,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,40960,282,0.0531914893617021,220.4219858156028,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,61440,282,0.0992907801418439,229.9290780141844,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,81920,282,0.0815602836879432,217.65602836879432,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,102400,282,0.1453900709219858,295.0673758865248,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,122880,282,0.0709219858156028,226.48936170212767,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,143360,282,0.0425531914893617,212.8368794326241,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,163840,282,0.8085106382978723,474.9822695035461,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,184320,282,0.6205673758865248,447.6170212765957,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,204800,282,0.2730496453900709,365.677304964539,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,225280,282,0.1985815602836879,328.6914893617021,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,245760,282,0.4184397163120567,402.18794326241135,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,266240,282,0.7304964539007093,451.74468085106383,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,286720,282,0.9858156028368794,496.7482269503546,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,307200,282,0.3333333333333333,363.39716312056737,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,327680,282,0.0567375886524822,208.11702127659575,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,348160,282,0.0744680851063829,225.01418439716312,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,368640,282,0.5780141843971631,426.5921985815603,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,389120,282,0.9822695035460992,493.2659574468085,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,409600,282,0.9822695035460992,493.6453900709219,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,430080,282,0.9929078014184396,497.6489361702128,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,450560,282,0.9822695035460992,496.45390070921985,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,471040,282,0.8687943262411347,482.5390070921986,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,491520,282,0.9929078014184396,496.8936170212766,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,512000,282,0.9787234042553192,493.5354609929078,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,532480,282,0.9858156028368794,495.42198581560285,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,552960,282,0.9929078014184396,497.822695035461,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,573440,282,0.9432624113475178,488.8652482269504,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,593920,282,0.9929078014184396,497.76241134751774,2343,2343,108.13756799697876
S_mab,1,3418838027,0.0003,614400,282,0.9822695035460992,495.62056737588654,2343,2343,108.13756799697876
N,1,596351397,0.0003,0,282,0.0,24.343971631205672,2846,2846,108.61529302597046
N,1,596351397,0.0003,20480,282,0.1099290780141844,216.9078014184397,2846,2846,108.61529302597046
N,1,596351397,0.0003,40960,282,0.0780141843971631,263.50354609929076,2846,2846,108.61529302597046
N,1,596351397,0.0003,61440,282,0.0390070921985815,228.66666666666663,2846,2846,108.61529302597046
N,1,596351397,0.0003,81920,282,0.1347517730496454,281.822695035461,2846,2846,108.61529302597046
N,1,596351397,0.0003,102400,282,0.1134751773049645,259.4574468085106,2846,2846,108.61529302597046
N,1,596351397,0.0003,122880,282,0.0141843971631205,166.29787234042553,2846,2846,108.61529302597046
N,1,596351397,0.0003,143360,282,0.0141843971631205,196.0035460992908,2846,2846,108.61529302597046
N,1,596351397,0.0003,163840,282,0.0354609929078014,223.2340425531915,2846,2846,108.61529302597046
N,1,596351397,0.0003,184320,282,0.0319148936170212,216.75177304964535,2846,2846,108.61529302597046
N,1,596351397,0.0003,204800,282,0.0815602836879432,266.8191489361702,2846,2846,108.61529302597046
N,1,596351397,0.0003,225280,282,0.0744680851063829,257.7659574468085,2846,2846,108.61529302597046
N,1,596351397,0.0003,245760,282,0.0815602836879432,259.21985815602835,2846,2846,108.61529302597046
N,1,596351397,0.0003,266240,282,0.3191489361702128,383.6985815602837,2846,2846,108.61529302597046
N,1,596351397,0.0003,286720,282,0.599290780141844,463.0354609929078,2846,2846,108.61529302597046
N,1,596351397,0.0003,307200,282,0.9858156028368794,498.4432624113475,2846,2846,108.61529302597046
N,1,596351397,0.0003,327680,282,0.925531914893617,488.2801418439717,2846,2846,108.61529302597046
N,1,596351397,0.0003,348160,282,0.8723404255319149,471.0354609929078,2846,2846,108.61529302597046
N,1,596351397,0.0003,368640,282,0.6560283687943262,438.4822695035461,2846,2846,108.61529302597046
N,1,596351397,0.0003,389120,282,0.9822695035460992,496.90425531914894,2846,2846,108.61529302597046
N,1,596351397,0.0003,409600,282,0.9787234042553192,495.4397163120568,2846,2846,108.61529302597046
N,1,596351397,0.0003,430080,282,0.9929078014184396,497.84751773049646,2846,2846,108.61529302597046
N,1,596351397,0.0003,450560,282,0.2056737588652482,369.6666666666667,2846,2846,108.61529302597046
N,1,596351397,0.0003,471040,282,0.9929078014184396,498.12056737588654,2846,2846,108.61529302597046
N,1,596351397,0.0003,491520,282,0.9893617021276596,496.6418439716312,2846,2846,108.61529302597046
N,1,596351397,0.0003,512000,282,0.6099290780141844,448.1418439716312,2846,2846,108.61529302597046
N,1,596351397,0.0003,532480,282,0.9893617021276596,495.2872340425532,2846,2846,108.61529302597046
N,1,596351397,0.0003,552960,282,0.9787234042553192,492.7517730496454,2846,2846,108.61529302597046
N,1,596351397,0.0003,573440,282,0.9893617021276596,495.2517730496454,2846,2846,108.61529302597046
N,1,596351397,0.0003,593920,282,0.9893617021276596,495.2588652482269,2846,2846,108.61529302597046
N,1,596351397,0.0003,614400,282,0.9858156028368794,495.081560283688,2846,2846,108.61529302597046
S_sa,1,4289987063,0.0003,0,282,0.4822695035460992,403.1843971631206,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,20480,282,0.0815602836879432,170.11347517730496,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,40960,282,0.0390070921985815,225.7695035460993,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,61440,282,0.1489361702127659,274.5496453900709,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,81920,282,0.0390070921985815,235.75531914893617,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,102400,282,0.25177304964539,320.6737588652482,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,122880,282,0.8900709219858156,486.9007092198582,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,143360,282,0.0709219858156028,247.19148936170217,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,163840,282,0.25177304964539,340.59574468085106,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,184320,282,0.8014184397163121,474.4078014184397,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,204800,282,0.4290780141843971,402.17021276595744,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,225280,282,0.3581560283687943,417.60283687943263,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,245760,282,0.3652482269503546,403.418439716312,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,266240,282,0.549645390070922,427.4609929078014,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,286720,282,0.3333333333333333,378.32978723404256,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,307200,282,0.8936170212765957,485.67021276595744,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,327680,282,0.946808510638298,493.9609929078014,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,348160,282,1.0,500.0,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,368640,282,0.9645390070921984,491.6808510638298,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,389120,282,0.9716312056737588,494.0141843971631,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,409600,282,0.6382978723404256,450.468085106383,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,430080,282,0.9893617021276596,498.2730496453901,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,450560,282,0.9680851063829788,494.2978723404256,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,471040,282,0.9858156028368794,494.63120567375887,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,491520,282,0.9822695035460992,493.9326241134752,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,512000,282,0.9893617021276596,495.2801418439717,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,532480,282,0.9822695035460992,492.031914893617,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,552960,282,0.9716312056737588,487.1418439716312,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,573440,282,0.9397163120567376,472.5709219858156,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,593920,282,0.9858156028368794,493.6241134751773,2662,2662,308.8357059955597
S_sa,1,4289987063,0.0003,614400,282,0.9858156028368794,494.9078014184397,2662,2662,308.8357059955597
B_sa,1,2658487836,0.0003,0,282,0.0,14.113475177304965,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,20480,282,0.0035460992907801,102.83333333333331,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,40960,282,0.0212765957446808,195.8049645390071,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,61440,282,0.723404255319149,464.7340425531915,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,81920,282,0.8900709219858156,488.7304964539007,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,102400,282,0.9609929078014184,495.47163120567376,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,122880,282,0.0212765957446808,209.9184397163121,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,143360,282,0.6524822695035462,417.0141843971631,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,163840,282,0.9432624113475178,490.7482269503546,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,184320,282,0.1205673758865248,352.3333333333333,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,204800,282,0.0248226950354609,203.43617021276592,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,225280,282,0.0212765957446808,200.34397163120568,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,245760,282,0.0283687943262411,215.05673758865248,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,266240,282,0.1028368794326241,280.13475177304963,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,286720,282,0.1453900709219858,315.0354609929078,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,307200,282,0.0212765957446808,201.25177304964535,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,327680,282,0.1241134751773049,298.32978723404256,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,348160,282,0.0354609929078014,202.2765957446809,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,368640,282,0.0425531914893617,204.02482269503545,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,389120,282,0.0425531914893617,215.01418439716312,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,409600,282,0.0851063829787234,277.5921985815603,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,430080,282,0.9822695035460992,495.20567375886526,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,450560,282,0.975177304964539,494.15248226950354,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,471040,282,0.7092198581560284,451.4858156028369,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,491520,282,0.975177304964539,495.968085106383,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,512000,282,0.9432624113475178,492.43617021276594,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,532480,282,0.946808510638298,494.2659574468085,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,552960,282,0.9716312056737588,495.89716312056737,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,573440,282,0.9893617021276596,496.8581560283688,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,593920,282,0.9893617021276596,495.38652482269504,2915,1425,308.5156910419464
B_sa,1,2658487836,0.0003,614400,282,0.7340425531914894,477.70567375886526,2915,1425,308.5156910419464
N,2,359346417,0.0003,0,282,0.0,12.75886524822695,2710,2710,310.4799647331238
N,2,359346417,0.0003,20480,282,0.0212765957446808,170.63829787234042,2710,2710,310.4799647331238
N,2,359346417,0.0003,40960,282,0.1028368794326241,259.32978723404256,2710,2710,310.4799647331238
N,2,359346417,0.0003,61440,282,0.0177304964539007,176.68794326241135,2710,2710,310.4799647331238
N,2,359346417,0.0003,81920,282,0.1879432624113475,329.16312056737587,2710,2710,310.4799647331238
N,2,359346417,0.0003,102400,282,0.1773049645390071,320.0744680851064,2710,2710,310.4799647331238
N,2,359346417,0.0003,122880,282,0.6985815602836879,458.9609929078014,2710,2710,310.4799647331238
N,2,359346417,0.0003,143360,282,0.0851063829787234,238.24113475177305,2710,2710,310.4799647331238
N,2,359346417,0.0003,163840,282,0.0460992907801418,285.43971631205676,2710,2710,310.4799647331238
N,2,359346417,0.0003,184320,282,0.0354609929078014,184.75177304964535,2710,2710,310.4799647331238
N,2,359346417,0.0003,204800,282,0.0390070921985815,230.4822695035461,2710,2710,310.4799647331238
N,2,359346417,0.0003,225280,282,0.1950354609929078,325.3510638297872,2710,2710,310.4799647331238
N,2,359346417,0.0003,245760,282,0.7056737588652482,470.9964539007093,2710,2710,310.4799647331238
N,2,359346417,0.0003,266240,282,0.9929078014184396,498.4290780141844,2710,2710,310.4799647331238
N,2,359346417,0.0003,286720,282,0.8226950354609929,478.6170212765957,2710,2710,310.4799647331238
N,2,359346417,0.0003,307200,282,0.475177304964539,452.8085106382979,2710,2710,310.4799647331238
N,2,359346417,0.0003,327680,282,0.9645390070921984,493.2765957446808,2710,2710,310.4799647331238
N,2,359346417,0.0003,348160,282,0.6737588652482269,439.8156028368794,2710,2710,310.4799647331238
N,2,359346417,0.0003,368640,282,0.9893617021276596,497.0354609929078,2710,2710,310.4799647331238
N,2,359346417,0.0003,389120,282,0.4680851063829787,388.9397163120568,2710,2710,310.4799647331238
N,2,359346417,0.0003,409600,282,0.8865248226950354,479.25531914893617,2710,2710,310.4799647331238
