arm,seed,learning_rate,step,E0/n_learnable,E0/success,E0/success_all,E0/mean_steps,E1/n_learnable,E1/success,E1/success_all,E1/mean_steps,E1b/n_learnable,E1b/success,E1b/success_all,E1b/mean_steps,E2/n_learnable,E2/success,E2/success_all,E2/mean_steps,E3a/n_learnable,E3a/success,E3a/success_all,E3a/mean_steps,E3b/n_learnable,E3b/success,E3b/success_all,E3b/mean_steps,E4/n_learnable,E4/success,E4/success_all,E4/mean_steps,E5/n_learnable,E5/success,E5/success_all,E5/mean_steps,n_episodes,n_new,wall_time_sec
N,1,3e-05,225280,282,0.13829787234042554,0.13,268.70212765957444,138,0.08695652173913043,0.08,268.3623188405797,93,0.10752688172043011,0.1,264.26881720430106,95,0.11578947368421053,0.11,253.58947368421053,96,0.14583333333333334,0.14,274.0729166666667,92,0.17391304347826086,0.16,272.14130434782606,99,0.030303030303030304,0.03,202.26262626262627,272,0.16544117647058823,0.140625,293.8860294117647,7053,7053,85.46980381011963
N,1,3e-05,245760,282,0.1276595744680851,0.12,253.8049645390071,138,0.07246376811594203,0.06666666666666667,242.42028985507247,93,0.08602150537634409,0.08,242.752688172043,95,0.07368421052631578,0.07,234.83157894736843,96,0.11458333333333333,0.11,254.05208333333334,92,0.14130434782608695,0.13,255.3804347826087,99,0.04040404040404041,0.04,194.33333333333334,272,0.125,0.10625,277.9485294117647,7053,7053,85.46980381011963
N,1,3e-05,266240,282,0.11702127659574468,0.11,248.16666666666666,138,0.043478260869565216,0.04,234.93478260869566,93,0.06451612903225806,0.06,235.04301075268816,95,0.09473684210526316,0.09,230.81052631578947,96,0.10416666666666667,0.1,245.95833333333334,92,0.11956521739130435,0.11,247.7608695652174,99,0.020202020202020204,0.02,191.16161616161617,272,0.12867647058823528,0.109375,272.70588235294116,7053,7053,85.46980381011963
N,1,3e-05,286720,282,0.1702127659574468,0.16,282.93617021276594,138,0.09420289855072464,0.08666666666666667,278.2391304347826,93,0.10752688172043011,0.1,274.2903225806452,95,0.09473684210526316,0.09,262.8,96,0.125,0.12,277.5729166666667,92,0.13043478260869565,0.12,280.14130434782606,99,0.06060606060606061,0.06,224.1919191919192,272,0.15441176470588236,0.13125,307.4852941176471,7053,7053,85.46980381011963
N,1,3e-05,307200,282,0.14184397163120568,0.13333333333333333,279.28014184397165,138,0.08695652173913043,0.08,281.5,93,0.08602150537634409,0.08,276.51612903225805,95,0.12631578947368421,0.12,268.7368421052632,96,0.16666666666666666,0.16,285.8854166666667,92,0.16304347826086957,0.15,279.0,99,0.06060606060606061,0.06,218.989898989899,272,0.13970588235294118,0.11875,301.0220588235294,7053,7053,85.46980381011963
N,1,3e-05,327680,282,0.17375886524822695,0.16333333333333333,290.5070921985816,138,0.12318840579710146,0.11333333333333333,285.9492753623188,93,0.11827956989247312,0.11,282.6236559139785,95,0.1368421052631579,0.13,273.94736842105266,96,0.125,0.12,284.71875,92,0.18478260869565216,0.17,292.89130434782606,99,0.1111111111111111,0.11,236.82828282828282,272,0.19852941176470587,0.16875,321.21691176470586,7053,7053,85.46980381011963
N,1,3e-05,348160,282,0.1453900709219858,0.13666666666666666,269.01418439716315,138,0.08695652173913043,0.08,263.9855072463768,93,0.0967741935483871,0.09,257.93548387096774,95,0.08421052631578947,0.08,248.49473684210525,96,0.11458333333333333,0.11,268.3020833333333,92,0.11956521739130435,0.11,265.60869565217394,99,0.04040404040404041,0.04,202.34343434343435,272,0.15441176470588236,0.13125,290.125,7053,7053,85.46980381011963
N,1,3e-05,368640,282,0.14893617021276595,0.14,268.49645390070924,138,0.08695652173913043,0.08,264.40579710144925,93,0.08602150537634409,0.08,258.48387096774195,95,0.08421052631578947,0.08,249.2736842105263,96,0.11458333333333333,0.11,266.03125,92,0.09782608695652174,0.09,264.17391304347825,99,0.04040404040404041,0.04,205.83838383838383,272,0.15073529411764705,0.128125,291.4632352941176,7053,7053,85.46980381011963
N,1,3e-05,389120,282,0.11702127659574468,0.11,272.9645390070922,138,0.050724637681159424,0.04666666666666667,259.6449275362319,93,0.043010752688172046,0.04,263.64516129032256,95,0.12631578947368421,0.12,257.7684210526316,96,0.125,0.12,271.65625,92,0.17391304347826086,0.16,278.79347826086956,99,0.1111111111111111,0.11,225.41414141414143,272,0.14705882352941177,0.125,297.40808823529414,7053,7053,85.46980381011963
N,1,3e-05,409600,282,0.1099290780141844,0.10333333333333333,274.531914893617,138,0.057971014492753624,0.05333333333333334,265.3478260869565,93,0.06451612903225806,0.06,267.9462365591398,95,0.14736842105263157,0.14,262.0105263157895,96,0.125,0.12,273.6145833333333,92,0.18478260869565216,0.17,281.1521739130435,99,0.1111111111111111,0.11,226.21212121212122,272,0.16176470588235295,0.1375,302.5514705882353,7053,7053,85.46980381011963
N,5,3e-05,0,282,0.0,0.0,15.368794326241135,138,0.0,0.0,19.17391304347826,93,0.0,0.0,23.516129032258064,95,0.0,0.0,18.957894736842107,96,0.0,0.0,19.4375,92,0.0,0.0,15.206521739130435,99,0.0,0.0,14.535353535353535,272,0.0,0.0,14.286764705882353,6952,6952,94.48948621749878
N,5,3e-05,20480,282,0.02127659574468085,0.02,69.56737588652483,138,0.0,0.0,60.6231884057971,93,0.0,0.0,64.12903225806451,95,0.010526315789473684,0.01,61.37894736842105,96,0.03125,0.03,82.90625,92,0.010869565217391304,0.01,66.45652173913044,99,0.0,0.0,48.98989898989899,272,0.0661764705882353,0.05625,102.36764705882354,6952,6952,94.48948621749878
N,5,3e-05,40960,282,0.02127659574468085,0.02,73.36170212765957,138,0.0,0.0,61.97826086956522,93,0.010752688172043012,0.01,67.6236559139785,95,0.010526315789473684,0.01,64.32631578947368,96,0.0625,0.06,92.58333333333333,92,0.010869565217391304,0.01,76.16304347826087,99,0.0,0.0,51.21212121212121,272,0.07352941176470588,0.0625,105.8345588235294,6952,6952,94.48948621749878
N,5,3e-05,61440,282,0.01773049645390071,0.016666666666666666,78.34397163120568,138,0.0,0.0,64.43478260869566,93,0.0,0.0,68.31182795698925,95,0.0,0.0,62.242105263157896,96,0.020833333333333332,0.02,84.01041666666667,92,0.03260869565217391,0.03,78.92391304347827,99,0.0,0.0,51.464646464646464,272,0.0661764705882353,0.05625,106.85661764705883,6952,6952,94.48948621749878
N,5,3e-05,81920,282,0.024822695035460994,0.023333333333333334,79.84751773049645,138,0.0,0.0,71.97101449275362,93,0.0,0.0,71.35483870967742,95,0.010526315789473684,0.01,68.3578947368421,96,0.010416666666666666,0.01,83.64583333333333,92,0.021739130434782608,0.02,82.04347826086956,99,0.0,0.0,53.80808080808081,272,0.0625,0.053125,106.71323529411765,6952,6952,94.48948621749878
N,5,3e-05,102400,282,0.028368794326241134,0.02666666666666667,88.16666666666667,138,0.0,0.0,79.81884057971014,93,0.0,0.0,81.65591397849462,95,0.010526315789473684,0.01,74.57894736842105,96,0.020833333333333332,0.02,95.08333333333333,92,0.03260869565217391,0.03,94.44565217391305,99,0.010101010101010102,0.01,62.03030303030303,272,0.06985294117647059,0.059375,116.32720588235294,6952,6952,94.48948621749878
N,5,3e-05,122880,282,0.0425531914893617,0.04,99.95744680851064,138,0.0,0.0,93.0072463768116,93,0.010752688172043012,0.01,90.56989247311827,95,0.010526315789473684,0.01,85.18947368421053,96,0.041666666666666664,0.04,112.85416666666667,92,0.043478260869565216,0.04,104.21739130434783,99,0.010101010101010102,0.01,69.04040404040404,272,0.07720588235294118,0.065625,126.23161764705883,6952,6952,94.48948621749878
N,5,3e-05,143360,282,0.04609929078014184,0.043333333333333335,116.81205673758865,138,0.014492753623188406,0.013333333333333334,109.96376811594203,93,0.010752688172043012,0.01,112.26881720430107,95,0.021052631578947368,0.02,106.34736842105264,96,0.020833333333333332,0.02,119.27083333333333,92,0.043478260869565216,0.04,116.78260869565217,99,0.010101010101010102,0.01,83.91919191919192,272,0.08455882352941177,0.071875,140.5441176470588,6952,6952,94.48948621749878
N,5,3e-05,163840,282,0.0425531914893617,0.04,155.86879432624113,138,0.0,0.0,151.17391304347825,93,0.0,0.0,155.247311827957,95,0.021052631578947368,0.02,144.7157894736842,96,0.03125,0.03,167.03125,92,0.03260869565217391,0.03,155.04347826086956,99,0.010101010101010102,0.01,119.92929292929293,272,0.09926470588235294,0.084375,179.98529411764707,6952,6952,94.48948621749878
N,5,3e-05,184320,282,0.1524822695035461,0.14333333333333334,246.53191489361703,138,0.08695652173913043,0.08,249.1014492753623,93,0.08602150537634409,0.08,254.09677419354838,95,0.08421052631578947,0.08,230.2,96,0.19791666666666666,0.19,277.4583333333333,92,0.15217391304347827,0.14,255.5108695652174,99,0.0707070707070707,0.07,179.21212121212122,272,0.1875,0.159375,262.3382352941176,6952,6952,94.48948621749878
N,5,3e-05,204800,282,0.2801418439716312,0.2633333333333333,309.0921985815603,138,0.32608695652173914,0.3,330.6449275362319,93,0.3118279569892473,0.29,330.0860215053763,95,0.2631578947368421,0.25,310.37894736842105,96,0.3854166666666667,0.37,338.6770833333333,92,0.30434782608695654,0.28,318.30434782608694,99,0.15151515151515152,0.15,243.5252525252525,272,0.3235294117647059,0.275,336.3492647058824,6952,6952,94.48948621749878
N,5,3e-05,225280,282,0.1595744680851064,0.15,267.8156028368794,138,0.13768115942028986,0.12666666666666668,273.22463768115944,93,0.11827956989247312,0.11,265.93548387096774,95,0.11578947368421053,0.11,254.01052631578946,96,0.17708333333333334,0.17,278.96875,92,0.1956521739130435,0.18,271.1630434782609,99,0.04040404040404041,0.04,205.16161616161617,272,0.1875,0.159375,299.27941176470586,6952,6952,94.48948621749878
N,5,3e-05,245760,282,0.20921985815602837,0.19666666666666666,301.28723404255317,138,0.15217391304347827,0.14,295.4347826086956,93,0.13978494623655913,0.13,298.2795698924731,95,0.17894736842105263,0.17,282.2,96,0.20833333333333334,0.2,307.2604166666667,92,0.2391304347826087,0.22,306.7608695652174,99,0.1717171717171717,0.17,244.12121212121212,272,0.19852941176470587,0.16875,316.44485294117646,6952,6952,94.48948621749878
N,5,3e-05,266240,282,0.1702127659574468,0.16,276.9432624113475,138,0.07971014492753623,0.07333333333333333,267.963768115942,93,0.0967741935483871,0.09,269.61290322580646,95,0.12631578947368421,0.12,259.5684210526316,96,0.13541666666666666,0.13,275.6041666666667,92,0.17391304347826086,0.16,279.4673913043478,99,0.12121212121212122,0.12,223.42424242424244,272,0.1801470588235294,0.153125,307.62132352941177,6952,6952,94.48948621749878
N,5,3e-05,286720,282,0.09574468085106383,0.09,247.61702127659575,138,0.050724637681159424,0.04666666666666667,238.32608695652175,93,0.08602150537634409,0.08,237.80645161290323,95,0.09473684210526316,0.09,231.6315789473684,96,0.11458333333333333,0.11,245.05208333333334,92,0.14130434782608695,0.13,250.25,99,0.030303030303030304,0.03,191.66666666666666,272,0.1213235294117647,0.103125,273.2867647058824,6952,6952,94.48948621749878
N,5,3e-05,307200,282,0.09929078014184398,0.09333333333333334,268.90425531914894,138,0.036231884057971016,0.03333333333333333,257.0652173913044,93,0.08602150537634409,0.08,260.4731182795699,95,0.08421052631578947,0.08,253.03157894736842,96,0.10416666666666667,0.1,263.1145833333333,92,0.17391304347826086,0.16,274.60869565217394,99,0.08080808080808081,0.08,220.1010101010101,272,0.1323529411764706,0.1125,295.8639705882353,6952,6952,94.48948621749878
N,5,3e-05,327680,282,0.1595744680851064,0.15,298.5567375886525,138,0.10144927536231885,0.09333333333333334,285.0289855072464,93,0.12903225806451613,0.12,285.18279569892474,95,0.14736842105263157,0.14,281.4526315789474,96,0.19791666666666666,0.19,302.8645833333333,92,0.16304347826086957,0.15,297.8804347826087,99,0.15151515151515152,0.15,245.62626262626262,272,0.15441176470588236,0.13125,299.6470588235294,6952,6952,94.48948621749878
N,5,3e-05,348160,282,0.1879432624113475,0.17666666666666667,301.8156028368794,138,0.12318840579710146,0.11333333333333333,295.7391304347826,93,0.12903225806451613,0.12,296.505376344086,95,0.1368421052631579,0.13,281.9157894736842,96,0.13541666666666666,0.13,297.0729166666667,92,0.21739130434782608,0.2,302.4673913043478,99,0.15151515151515152,0.15,250.36363636363637,272,0.20588235294117646,0.175,328.6470588235294,6952,6952,94.48948621749878
N,5,3e-05,368640,282,0.09574468085106383,0.09,250.06028368794327,138,0.043478260869565216,0.04,240.3768115942029,93,0.08602150537634409,0.08,239.18279569892474,95,0.08421052631578947,0.08,231.17894736842106,96,0.11458333333333333,0.11,246.78125,92,0.15217391304347827,0.14,252.65217391304347,99,0.030303030303030304,0.03,195.3939393939394,272,0.125,0.10625,276.80882352941177,6952,6952,94.48948621749878
N,5,3e-05,389120,282,0.16666666666666666,0.15666666666666668,280.26241134751774,138,0.10144927536231885,0.09333333333333334,274.5507246376812,93,0.10752688172043011,0.1,270.258064516129,95,0.09473684210526316,0.09,257.6736842105263,96,0.11458333333333333,0.11,273.6458333333333,92,0.14130434782608695,0.13,278.89130434782606,99,0.06060606060606061,0.06,217.83838383838383,272,0.15808823529411764,0.134375,307.8492647058824,6952,6952,94.48948621749878
N,5,3e-05,409600,282,0.20212765957446807,0.19,299.15602836879435,138,0.14492753623188406,0.13333333333333333,299.9782608695652,93,0.13978494623655913,0.13,294.06451612903226,95,0.11578947368421053,0.11,280.0210526315789,96,0.16666666666666666,0.16,297.7604166666667,92,0.1956521739130435,0.18,300.5652173913044,99,0.06060606060606061,0.06,233.53535353535352,272,0.21323529411764705,0.18125,330.27941176470586,6952,6952,94.48948621749878
N,6,3e-05,0,282,0.0,0.0,13.861702127659575,138,0.0,0.0,17.434782608695652,93,0.0,0.0,21.322580645161292,95,0.0,0.0,17.2,96,0.0,0.0,17.989583333333332,92,0.0,0.0,13.380434782608695,99,0.0,0.0,12.868686868686869,272,0.0,0.0,13.683823529411764,7004,7004,94.8189697265625
N,6,3e-05,20480,282,0.02127659574468085,0.02,68.02482269503547,138,0.0,0.0,57.369565217391305,93,0.0,0.0,59.774193548387096,95,0.0,0.0,55.863157894736844,96,0.041666666666666664,0.04,81.72916666666667,92,0.021739130434782608,0.02,68.83695652173913,99,0.0,0.0,45.81818181818182,272,0.058823529411764705,0.05,96.2904411764706,7004,7004,94.8189697265625
N,6,3e-05,40960,282,0.024822695035460994,0.023333333333333334,73.95035460992908,138,0.0,0.0,59.492753623188406,93,0.0,0.0,61.903225806451616,95,0.0,0.0,58.2,96,0.052083333333333336,0.05,86.60416666666667,92,0.021739130434782608,0.02,71.83695652173913,99,0.0,0.0,48.323232323232325,272,0.07352941176470588,0.0625,104.4154411764706,7004,7004,94.8189697265625
N,6,3e-05,61440,282,0.03900709219858156,0.03666666666666667,80.83687943262412,138,0.0,0.0,65.5,93,0.0,0.0,70.09677419354838,95,0.010526315789473684,0.01,67.89473684210526,96,0.041666666666666664,0.04,94.54166666666667,92,0.021739130434782608,0.02,76.77173913043478,99,0.0,0.0,52.74747474747475,272,0.07352941176470588,0.0625,107.75735294117646,7004,7004,94.8189697265625
N,6,3e-05,81920,282,0.03900709219858156,0.03666666666666667,87.59929078014184,138,0.0,0.0,71.48550724637681,93,0.0,0.0,76.11827956989248,95,0.010526315789473684,0.01,72.58947368421053,96,0.041666666666666664,0.04,100.79166666666667,92,0.021739130434782608,0.02,82.95652173913044,99,0.0,0.0,56.24242424242424,272,0.07720588235294118,0.065625,115.48897058823529,7004,7004,94.8189697265625
N,6,3e-05,102400,282,0.03900709219858156,0.03666666666666667,96.00709219858156,138,0.021739130434782608,0.02,90.67391304347827,93,0.010752688172043012,0.01,88.17204301075269,95,0.010526315789473684,0.01,80.11578947368422,96,0.052083333333333336,0.05,113.58333333333333,92,0.05434782608695652,0.05,101.51086956521739,99,0.010101010101010102,0.01,66.82828282828282,272,0.07352941176470588,0.0625,122.09191176470588,7004,7004,94.8189697265625
N,6,3e-05,122880,282,0.05319148936170213,0.05,114.05319148936171,138,0.0,0.0,100.44202898550725,93,0.010752688172043012,0.01,102.78494623655914,95,0.010526315789473684,0.01,97.76842105263158,96,0.03125,0.03,116.13541666666667,92,0.05434782608695652,0.05,115.76086956521739,99,0.010101010101010102,0.01,77.57575757575758,272,0.08823529411764706,0.075,137.90808823529412,7004,7004,94.8189697265625
N,6,3e-05,143360,282,0.0425531914893617,0.04,147.06737588652481,138,0.007246376811594203,0.006666666666666667,143.5144927536232,93,0.010752688172043012,0.01,147.41935483870967,95,0.031578947368421054,0.03,139.53684210526316,96,0.020833333333333332,0.02,156.52083333333334,92,0.03260869565217391,0.03,146.7608695652174,99,0.010101010101010102,0.01,111.55555555555556,272,0.08823529411764706,0.075,168.5183823529412,7004,7004,94.8189697265625
N,6,3e-05,163840,282,0.02127659574468085,0.02,172.96453900709218,138,0.0,0.0,179.6086956521739,93,0.0,0.0,175.1290322580645,95,0.031578947368421054,0.03,179.8842105263158,96,0.020833333333333332,0.02,184.48958333333334,92,0.043478260869565216,0.04,188.79347826086956,99,0.010101010101010102,0.01,148.59595959595958,272,0.0625,0.053125,183.79779411764707,7004,7004,94.8189697265625
N,6,3e-05,184320,282,0.18085106382978725,0.17,263.1914893617021,138,0.15942028985507245,0.14666666666666667,270.231884057971,93,0.12903225806451613,0.12,262.4193548387097,95,0.16842105263157894,0.16,269.3157894736842,96,0.21875,0.21,293.5520833333333,92,0.18478260869565216,0.17,276.64130434782606,99,0.06060606060606061,0.06,205.59595959595958,272,0.22058823529411764,0.1875,269.3529411764706,7004,7004,94.8189697265625
N,6,3e-05,204800,282,0.4219858156028369,0.39666666666666667,349.2836879432624,138,0.4927536231884058,0.4533333333333333,377.6521739130435,93,0.4838709677419355,0.45,377.5806451612903,95,0.4631578947368421,0.44,366.7684210526316,96,0.5,0.48,375.1145833333333,92,0.5217391304347826,0.48,367.17391304347825,99,0.36363636363636365,0.36,287.34343434343435,272,0.4889705882352941,0.415625,369.1727941176471,7004,7004,94.8189697265625
N,6,3e-05,225280,282,0.1879432624113475,0.17666666666666667,280.88652482269504,138,0.16666666666666666,0.15333333333333332,287.8623188405797,93,0.15053763440860216,0.14,283.19354838709677,95,0.10526315789473684,0.1,266.7473684210526,96,0.19791666666666666,0.19,293.5,92,0.1956521739130435,0.18,282.1304347826087,99,0.050505050505050504,0.05,212.7171717171717,272,0.21323529411764705,0.18125,307.94485294117646,7004,7004,94.8189697265625
N,6,3e-05,245760,282,0.14893617021276595,0.14,264.1914893617021,138,0.07246376811594203,0.06666666666666667,249.7391304347826,93,0.0967741935483871,0.09,251.65591397849462,95,0.08421052631578947,0.08,244.0842105263158,96,0.11458333333333333,0.11,263.2395833333333,92,0.18478260869565216,0.17,267.0869565217391,99,0.04040404040404041,0.04,203.73737373737373,272,0.15441176470588236,0.13125,291.94117647058823,7004,7004,94.8189697265625
N,6,3e-05,266240,282,0.22695035460992907,0.21333333333333335,305.7411347517731,138,0.2028985507246377,0.18666666666666668,312.21014492753625,93,0.16129032258064516,0.15,304.3763440860215,95,0.17894736842105263,0.17,293.86315789473684,96,0.19791666666666666,0.19,311.3854166666667,92,0.2391304347826087,0.22,306.8804347826087,99,0.10101010101010101,0.1,237.78787878787878,272,0.25,0.2125,332.2242647058824,7004,7004,94.8189697265625
N,6,3e-05,286720,282,0.13120567375886524,0.12333333333333334,264.709219858156,138,0.07246376811594203,0.06666666666666667,263.9347826086956,93,0.07526881720430108,0.07,263.5806451612903,95,0.09473684210526316,0.09,250.8421052631579,96,0.16666666666666666,0.16,275.21875,92,0.14130434782608695,0.13,262.0108695652174,99,0.050505050505050504,0.05,205.03030303030303,272,0.1323529411764706,0.1125,285.4632352941176,7004,7004,94.8189697265625
N,6,3e-05,307200,282,0.1347517730496454,0.12666666666666668,262.91843971631204,138,0.07246376811594203,0.06666666666666667,257.94202898550725,93,0.08602150537634409,0.08,252.78494623655914,95,0.08421052631578947,0.08,240.81052631578947,96,0.13541666666666666,0.13,263.4479166666667,92,0.11956521739130435,0.11,257.3152173913044,99,0.050505050505050504,0.05,197.6969696969697,272,0.125,0.10625,280.1617647058824,7004,7004,94.8189697265625
N,6,3e-05,327680,282,0.14184397163120568,0.13333333333333333,260.1950354609929,138,0.07971014492753623,0.07333333333333333,249.68115942028984,93,0.07526881720430108,0.07,247.56989247311827,95,0.09473684210526316,0.09,240.37894736842105,96,0.10416666666666667,0.1,256.2083333333333,92,0.15217391304347827,0.14,260.9673913043478,99,0.050505050505050504,0.05,202.8181818181818,272,0.14705882352941177,0.125,289.81617647058823,7004,7004,94.8189697265625
N,6,3e-05,348160,282,0.1276595744680851,0.12,274.11347517730496,138,0.057971014492753624,0.05333333333333334,260.8985507246377,93,0.07526881720430108,0.07,267.01075268817203,95,0.11578947368421053,0.11,254.7578947368421,96,0.125,0.12,270.6979166666667,92,0.18478260869565216,0.17,280.0326086956522,99,0.1111111111111111,0.11,222.94949494949495,272,0.16544117647058823,0.140625,301.2720588235294,7004,7004,94.8189697265625
N,6,3e-05,368640,282,0.2198581560283688,0.20666666666666667,317.95390070921985,138,0.13768115942028986,0.12666666666666668,309.60869565217394,93,0.17204301075268819,0.16,308.83870967741933,95,0.16842105263157894,0.16,299.0736842105263,96,0.16666666666666666,0.16,310.4375,92,0.21739130434782608,0.2,313.39130434782606,99,0.18181818181818182,0.18,259.24242424242425,272,0.23897058823529413,0.203125,340.87867647058823,7004,7004,94.8189697265625
N,6,3e-05,389120,282,0.13120567375886524,0.12333333333333334,277.75531914893617,138,0.050724637681159424,0.04666666666666667,265.6811594202899,93,0.07526881720430108,0.07,269.8494623655914,95,0.14736842105263157,0.14,263.22105263157897,96,0.11458333333333333,0.11,273.4479166666667,92,0.17391304347826086,0.16,283.6195652173913,99,0.1111111111111111,0.11,230.40404040404042,272,0.15808823529411764,0.134375,304.9779411764706,7004,7004,94.8189697265625
N,6,3e-05,409600,282,0.1879432624113475,0.17666666666666667,312.6808510638298,138,0.15217391304347827,0.14,308.4782608695652,93,0.15053763440860216,0.14,307.39784946236557,95,0.16842105263157894,0.16,295.5473684210526,96,0.14583333333333334,0.14,305.40625,92,0.25,0.23,315.0326086956522,99,0.1414141414141414,0.14,256.7878787878788,272,0.2536764705882353,0.215625,344.4007352941176,7004,7004,94.8189697265625
N,4,3e-05,0,282,0.0,0.0,59.322695035460995,138,0.0,0.0,62.405797101449274,93,0.0,0.0,65.61290322580645,95,0.0,0.0,57.31578947368421,96,0.0,0.0,53.3125,92,0.0,0.0,56.891304347826086,99,0.0,0.0,41.55555555555556,272,0.0,0.0,61.81985294117647,6781,6781,95.52243995666504
N,4,3e-05,20480,282,0.0070921985815602835,0.006666666666666667,66.2517730496454,138,0.0,0.0,63.02173913043478,93,0.0,0.0,63.333333333333336,95,0.0,0.0,56.357894736842105,96,0.0,0.0,68.625,92,0.010869565217391304,0.01,73.57608695652173,99,0.0,0.0,49.73737373737374,272,0.03308823529411765,0.028125,87.81985294117646,6781,6781,95.52243995666504
N,4,3e-05,40960,282,0.02127659574468085,0.02,73.76595744680851,138,0.0,0.0,60.73913043478261,93,0.0,0.0,63.043010752688176,95,0.0,0.0,61.63157894736842,96,0.020833333333333332,0.02,81.5,92,0.010869565217391304,0.01,73.27173913043478,99,0.010101010101010102,0.01,57.92929292929293,272,0.03676470588235294,0.03125,101.83823529411765,6781,6781,95.52243995666504
N,4,3e-05,61440,282,0.028368794326241134,0.02666666666666667,81.71631205673759,138,0.0,0.0,66.94202898550725,93,0.0,0.0,67.97849462365592,95,0.010526315789473684,0.01,72.57894736842105,96,0.03125,0.03,90.3125,92,0.010869565217391304,0.01,80.97826086956522,99,0.020202020202020204,0.02,60.93939393939394,272,0.03308823529411765,0.028125,106.83823529411765,6781,6781,95.52243995666504
N,4,3e-05,81920,282,0.031914893617021274,0.03,90.86524822695036,138,0.007246376811594203,0.006666666666666667,77.67391304347827,93,0.0,0.0,74.36559139784946,95,0.010526315789473684,0.01,76.22105263157894,96,0.041666666666666664,0.04,96.33333333333333,92,0.010869565217391304,0.01,91.71739130434783,99,0.020202020202020204,0.02,65.63636363636364,272,0.03676470588235294,0.03125,111.34191176470588,6781,6781,95.52243995666504
N,4,3e-05,102400,282,0.02127659574468085,0.02,92.79432624113475,138,0.0,0.0,82.68115942028986,93,0.0,0.0,81.83870967741936,95,0.021052631578947368,0.02,82.90526315789474,96,0.0,0.0,90.71875,92,0.010869565217391304,0.01,103.81521739130434,99,0.020202020202020204,0.02,72.14141414141415,272,0.03676470588235294,0.03125,115.18382352941177,6781,6781,95.52243995666504
N,4,3e-05,122880,282,0.03900709219858156,0.03666666666666667,106.56028368794327,138,0.0,0.0,96.1086956521739,93,0.0,0.0,94.41935483870968,95,0.021052631578947368,0.02,94.41052631578947,96,0.010416666666666666,0.01,109.33333333333333,92,0.05434782608695652,0.05,118.27173913043478,99,0.020202020202020204,0.02,80.17171717171718,272,0.05514705882352941,0.046875,128.57720588235293,6781,6781,95.52243995666504
N,4,3e-05,143360,282,0.05319148936170213,0.05,142.43617021276594,138,0.014492753623188406,0.013333333333333334,137.35507246376812,93,0.021505376344086023,0.02,132.4731182795699,95,0.031578947368421054,0.03,133.2842105263158,96,0.041666666666666664,0.04,150.01041666666666,92,0.06521739130434782,0.06,151.02173913043478,99,0.020202020202020204,0.02,105.34343434343434,272,0.07720588235294118,0.065625,162.91544117647058,6781,6781,95.52243995666504
N,4,3e-05,163840,282,0.0673758865248227,0.06333333333333334,188.63475177304966,138,0.007246376811594203,0.006666666666666667,188.0144927536232,93,0.021505376344086023,0.02,186.21505376344086,95,0.05263157894736842,0.05,177.2736842105263,96,0.0625,0.06,196.875,92,0.05434782608695652,0.05,187.77173913043478,99,0.020202020202020204,0.02,143.91919191919192,272,0.09558823529411764,0.08125,211.87867647058823,6781,6781,95.52243995666504
N,4,3e-05,184320,282,0.17375886524822695,0.16333333333333333,265.6063829787234,138,0.18840579710144928,0.17333333333333334,271.8768115942029,93,0.15053763440860216,0.14,261.61290322580646,95,0.12631578947368421,0.12,256.3263157894737,96,0.23958333333333334,0.23,290.1770833333333,92,0.2391304347826087,0.22,276.1630434782609,99,0.1414141414141414,0.14,219.94949494949495,272,0.15441176470588236,0.13125,269.1875,6781,6781,95.52243995666504
N,4,3e-05,204800,282,0.18439716312056736,0.17333333333333334,277.33687943262413,138,0.12318840579710146,0.11333333333333333,280.40579710144925,93,0.10752688172043011,0.1,276.0967741935484,95,0.10526315789473684,0.1,269.88421052631577,96,0.1875,0.18,296.1354166666667,92,0.18478260869565216,0.17,283.69565217391306,99,0.08080808080808081,0.08,221.87878787878788,272,0.1801470588235294,0.153125,291.0367647058824,6781,6781,95.52243995666504
N,4,3e-05,225280,282,0.28368794326241137,0.26666666666666666,321.36879432624113,138,0.2318840579710145,0.21333333333333335,335.84057971014494,93,0.21505376344086022,0.2,328.9139784946237,95,0.18947368421052632,0.18,315.69473684210527,96,0.2916666666666667,0.28,334.8645833333333,92,0.2608695652173913,0.24,328.9347826086956,99,0.09090909090909091,0.09,253.84848484848484,272,0.2757352941176471,0.234375,339.9227941176471,6781,6781,95.52243995666504
N,4,3e-05,245760,282,0.20567375886524822,0.19333333333333333,300.86879432624113,138,0.10869565217391304,0.1,298.45652173913044,93,0.13978494623655913,0.13,295.0967741935484,95,0.14736842105263157,0.14,281.70526315789476,96,0.13541666666666666,0.13,297.125,92,0.25,0.23,304.80434782608694,99,0.1111111111111111,0.11,241.58585858585857,272,0.2426470588235294,0.20625,334.80514705882354,6781,6781,95.52243995666504
N,4,3e-05,266240,282,0.13829787234042554,0.13,268.47872340425533,138,0.057971014492753624,0.05333333333333334,253.2391304347826,93,0.10752688172043011,0.1,255.30107526881721,95,0.10526315789473684,0.1,247.4842105263158,96,0.11458333333333333,0.11,262.65625,92,0.16304347826086957,0.15,272.3369565217391,99,0.08080808080808081,0.08,213.5151515151515,272,0.15808823529411764,0.134375,297.38235294117646,6781,6781,95.52243995666504
