arm,seed,run_seed,step,random/n,random/success,random/mean_steps,verifai/n,verifai/success,verifai/mean_steps,n_episodes,n_new,wall_time_sec
A,29,1464548564,133120,298,0.5906040268456376,102.00335570469798,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,143360,298,0.0,200.0,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,153600,298,0.40268456375838924,133.66442953020135,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,163840,298,0.6040268456375839,100.19127516778524,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,174080,298,0.6308724832214765,97.30536912751678,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,184320,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,194560,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,204800,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,215040,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,225280,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,235520,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,245760,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,256000,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,266240,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,276480,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,286720,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,296960,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2750,1372,63.399853229522705
A,29,1464548564,307200,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2750,1372,63.399853229522705
S_ce,29,2886217108,0,298,0.0,200.0,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,10240,298,0.09731543624161074,183.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,20480,298,0.20134228187919462,167.48993288590603,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,30720,298,0.2785234899328859,154.95637583892616,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,40960,298,0.2550335570469799,158.38926174496643,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,51200,298,0.33557046979865773,144.70805369127515,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,61440,298,0.6241610738255033,96.67114093959732,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,71680,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,81920,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,92160,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,102400,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,112640,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,122880,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,133120,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,143360,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,153600,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,163840,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,174080,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,184320,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,194560,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,204800,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,215040,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,225280,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,235520,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,245760,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,256000,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,266240,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,276480,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,286720,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,296960,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_ce,29,2886217108,307200,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7958,7958,65.70299911499023
S_mab,29,4269834464,0,298,0.0,200.0,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,10240,298,0.4664429530201342,123.36241610738254,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,20480,298,0.5335570469798657,113.44295302013423,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,30720,298,0.3389261744966443,144.8288590604027,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,40960,298,0.3859060402684564,137.73154362416108,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,51200,298,0.5033557046979866,117.44295302013423,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,61440,298,0.6006711409395973,100.38926174496645,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,71680,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,81920,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,92160,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,102400,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,112640,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,122880,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,133120,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,143360,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,153600,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,163840,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,174080,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,184320,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,194560,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,204800,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,215040,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,225280,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,235520,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,245760,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,256000,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,266240,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,276480,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,286720,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,296960,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_mab,29,4269834464,307200,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7963,7963,66.56004810333252
S_sa,29,3708410628,0,298,0.4395973154362416,146.40939597315437,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,10240,298,0.0,200.0,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,20480,298,0.436241610738255,128.26845637583892,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,30720,298,0.4697986577181208,122.67114093959732,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,40960,298,0.4697986577181208,122.73825503355705,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,51200,298,0.5704697986577181,105.38255033557047,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,61440,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,71680,298,0.0,200.0,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,81920,298,0.0,200.0,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,92160,298,0.0,200.0,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,102400,298,0.0,200.0,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,112640,298,0.0,200.0,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,122880,298,0.0,200.0,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,133120,298,0.0,200.0,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,143360,298,0.0,200.0,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,153600,298,0.6543624161073825,93.01677852348993,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,163840,298,0.3187919463087248,147.8523489932886,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,174080,298,0.34563758389261745,143.83557046979865,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,184320,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,194560,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,204800,298,0.6711409395973155,90.65771812080537,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,215040,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,225280,298,0.6644295302013423,93.10402684563758,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,235520,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,245760,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,256000,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,266240,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,276480,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,286720,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,296960,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,1555,1555,63.187873125076294
S_sa,29,3708410628,307200,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,1555,1555,63.187873125076294
N,30,916334195,0,298,0.0,200.0,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,10240,298,0.5033557046979866,118.18791946308725,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,20480,298,0.1040268456375839,185.06711409395973,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,30720,298,0.14093959731543623,180.50335570469798,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,40960,298,0.19798657718120805,172.26174496644296,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,51200,298,0.18456375838926176,174.2785234899329,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,61440,298,0.14429530201342283,180.36912751677852,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,71680,298,0.2550335570469799,162.28859060402684,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,81920,298,0.5100671140939598,117.1744966442953,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,92160,298,0.5067114093959731,118.55369127516778,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,102400,298,0.5906040268456376,101.93624161073825,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,112640,298,0.6342281879194631,95.56040268456375,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,122880,298,0.6510067114093959,93.24496644295301,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,133120,298,0.6711409395973155,90.50335570469798,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,143360,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,153600,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,163840,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,174080,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,184320,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,194560,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,204800,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,215040,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,225280,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,235520,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,245760,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,256000,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,266240,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,276480,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,286720,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,296960,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
N,30,916334195,307200,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,2553,2553,63.64237093925476
A,30,3785210279,0,298,0.0,200.0,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,10240,298,0.010067114093959731,198.29194630872485,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,20480,298,0.11073825503355705,181.70469798657717,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,30720,298,0.5,117.0503355704698,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,40960,298,0.5033557046979866,116.83892617449665,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,51200,298,0.48322147651006714,120.67114093959732,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,61440,298,0.47651006711409394,121.24496644295301,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,71680,298,0.5302013422818792,112.40268456375838,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,81920,298,0.33557046979865773,145.08389261744966,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,92160,298,0.6409395973154363,94.62080536912751,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,102400,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,112640,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,122880,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,133120,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,143360,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,153600,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,163840,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,174080,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,184320,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,194560,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,204800,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,215040,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,225280,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,235520,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,245760,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,256000,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,266240,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,276480,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,286720,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,296960,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
A,30,3785210279,307200,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,3461,1733,63.84098720550537
S_ce,30,1129414495,0,298,0.0,200.0,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,10240,298,0.0,200.0,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,20480,298,0.0,200.0,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,30720,298,0.0,200.0,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,40960,298,0.0,200.0,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,51200,298,0.33557046979865773,145.41610738255034,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,61440,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,71680,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,81920,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,92160,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,102400,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,112640,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,122880,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,133120,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,143360,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,153600,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,163840,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,174080,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,184320,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,194560,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,204800,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,215040,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,225280,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,235520,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,245760,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,256000,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,266240,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,276480,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,286720,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,296960,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_ce,30,1129414495,307200,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7802,7802,65.7236270904541
S_mab,30,4050848753,0,298,0.0,200.0,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,10240,298,0.0,200.0,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,20480,298,0.412751677852349,132.1476510067114,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,30720,298,0.4798657718120805,122.32214765100672,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,40960,298,0.5570469798657718,108.64429530201342,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,51200,298,0.5536912751677853,111.7248322147651,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,61440,298,0.6308724832214765,95.93288590604027,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,71680,298,0.6409395973154363,95.1510067114094,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,81920,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,92160,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,102400,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,112640,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,122880,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,133120,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,143360,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,153600,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,163840,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,174080,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,184320,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,194560,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,204800,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,215040,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,225280,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,235520,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,245760,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,256000,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,266240,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,276480,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,286720,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,296960,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_mab,30,4050848753,307200,298,0.6711409395973155,90.48657718120805,2000,0.0,200.0,7712,7712,66.42268991470337
S_sa,30,3600586470,0,298,0.785234899328859,102.15436241610739,2000,0.184,183.4025,2604,2604,64.42844200134277
S_sa,30,3600586470,10240,298,0.003355704697986577,199.93959731543623,2000,0.0,200.0,2604,2604,64.42844200134277
S_sa,30,3600586470,20480,298,0.24161073825503357,169.05369127516778,2000,0.0,200.0,2604,2604,64.42844200134277
S_sa,30,3600586470,30720,298,0.2751677852348993,162.48993288590603,2000,0.0,200.0,2604,2604,64.42844200134277
S_sa,30,3600586470,40960,298,0.5302013422818792,118.51677852348993,2000,0.0,200.0,2604,2604,64.42844200134277
S_sa,30,3600586470,51200,298,0.0,200.0,2000,0.0,200.0,2604,2604,64.42844200134277
S_sa,30,3600586470,61440,298,0.0,200.0,2000,0.0,200.0,2604,2604,64.42844200134277
S_sa,30,3600586470,71680,298,0.0,200.0,2000,0.0,200.0,2604,2604,64.42844200134277
S_sa,30,3600586470,81920,298,0.0,200.0,2000,0.0,200.0,2604,2604,64.42844200134277
