arm,final_random|mean,final_random|std,final_random|count,auc_random|mean,auc_random|std,auc_random|count,final_steps_random|mean,final_steps_random|std,final_steps_random|count,auc_steps_random|mean,auc_steps_random|std,auc_steps_random|count,final_verifai|mean,final_verifai|std,final_verifai|count,auc_verifai|mean,auc_verifai|std,auc_verifai|count,final_steps_verifai|mean,final_steps_verifai|std,final_steps_verifai|count,auc_steps_verifai|mean,auc_steps_verifai|std,auc_steps_verifai|count
N,0.6268791946308725,0.15122372050108376,100,0.47112788963460106,0.1466627073545352,100,97.8771029082774,24.766234349587187,100,123.59096942580163,24.218328607815288,100,0.0,0.0,100,0.0001261111111111111,0.0007936434944349291,100,200.0,0.0,100,199.99733083333334,0.015819644827664243,100
A,0.640178970917226,0.13347451091188398,100,0.5300260999254288,0.14972350492784423,100,95.54248322147649,21.795796680459347,100,113.7729996271439,24.476492549211862,100,0.0,0.0,100,0.0,0.0,100,200.0,0.0,100,200.0,0.0,100
S_ce,0.6711409395973155,0.0,100,0.608571961222968,0.06154703905812481,100,90.48657718120803,0.0,100,100.86429157345263,10.1088866758408,100,0.0,0.0,100,5.555555555555555e-07,5.555555555555555e-06,100,200.0,0.0,100,199.99998555555555,0.00014444444444392546,100
S_mab,0.6666666666666667,0.0447427293064877,100,0.5830070842654735,0.10144327682038773,100,91.21666666666664,7.300894854586134,100,105.09339112602532,16.68383671344868,100,0.0,0.0,100,0.0001522222222222222,0.0014944220184483015,100,200.0,0.0,100,199.99442333333332,0.05538078783345938,100
S_sa,0.5562975391498882,0.2217138863022275,100,0.42667225950783,0.1879109030576295,100,109.22646532438478,36.19092173472494,100,130.72245712155106,30.68767651545534,100,0.0,0.0,100,2.2222222222222223e-05,0.00021114359724058108,100,200.0,0.0,100,199.99954388888887,0.004265420042997759,100
B_ce,0.6651006711409395,0.047116327674032094,100,0.5820469798657719,0.09975753447264549,100,91.47497762863533,7.699905249470982,100,105.23546607009692,16.293787896093264,100,0.0,0.0,100,0.0,0.0,100,200.0,0.0,100,200.0,0.0,100
B_mab,0.6711409395973155,0.0,100,0.5715193885160328,0.09964947283570015,100,90.48657718120803,0.0,100,106.92406972408648,16.299353997054975,100,0.0,0.0,100,0.0,0.0,100,200.0,0.0,100,200.0,0.0,100
